"","CBJMJ00700","CBJMJ01400","CBJMJ02800","CBJMJ04200","CBJMJ04201","CBJMJ04202","CBJMJ04203","CHCFJ00700","CHCFJ01400","CHCFJ02800","CHCFJ04200","CHCFJ05601","CHCFJ05602","CHCFJ05603","DGYFJ06201","DGYFJ06202","DGYFJ06203","DGYMJ06201","DGYMJ06202","DGYMJ06203","DHCFJ07801","DHCFJ07802","DHCFJ07803","DHCMJ07801","DHCMJ07802","DHCMJ07803","DHKFJ23501","DHKFJ23502","DHKFJ23503","DSLFJ04101","DSLFJ04102","DSLFJ04103","DSLMJ04101","DSLMJ04102","DSLMJ04103","DSTFJ04001","DSTFJ04002","DSTFJ04003","DSTMJ04001","DSTMJ04002","DSTMJ04003","HBJMJ00700","HBJMJ01400","HBJMJ02800","HBJMJ04200","HBJMJ04201","HBJMJ04202","HBJMJ04203","HHCFJ00700","HHCFJ01400","HHCFJ02800","HHCFJ04200","HHCFJ05601","HHCFJ05602","HHCFJ05603","LBJMJ00700","LBJMJ01400","LBJMJ02800","LBJMJ04200","LBJMJ04201","LBJMJ04202","LBJMJ04203","LHCFJ00700","LHCFJ01400","LHCFJ02800","LHCFJ04200","LHCFJ05601","LHCFJ05602","LHCFJ05603","MBJMJ00700","MBJMJ01400","MBJMJ02800","MBJMJ04200","MBJMJ04201","MBJMJ04202","MBJMJ04203","MHCFJ00700","MHCFJ01400","MHCFJ02800","MHCFJ04200","MHCFJ05601","MHCFJ05602","MHCFJ05603","NBJMJ00100","NBJMJ00700","NBJMJ01400","NBJMJ02800","NBJMJ04200","NBJMJ04201","NBJMJ04202","NBJMJ04203","NHCFJ00100","NHCFJ00700","NHCFJ01400","NHCFJ02800","NHCFJ04200","NHCFJ05601","NHCFJ05602","NHCFJ05603"
"Roseovarius",0,0,0,0,0,0,0,0,5.110617e-08,0,0,0,0,0,2.327065e-07,0,3.863276e-07,1.739913e-07,3.310094e-07,0,0,0,0,0,0,0,0,1.784923e-07,5.64941e-07,0,0,0,0,0,0,2.109298e-07,0,1.129482e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.613153e-08,0,0,0,0,0,0,0,0,0,6.131045e-08,0,0,0,8.179942e-08,3.718446e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347873e-08,0,0,0,0,0,0,0,0,1.733008e-06,0,0,0,3.617017e-07,0,0,3.167777e-07,0,4.148908e-07,0
"Rothia",0,0,2.550544e-07,7.874822e-05,4.823946e-06,4.24505e-05,9.636399e-06,0.0001532922,0.0001366683,6.566771e-05,0.0001352761,6.20365e-05,9.05458e-05,3.500132e-05,2.104852e-05,5.818906e-05,4.319119e-05,2.883839e-05,2.989594e-05,7.001011e-05,0.0001175418,3.631037e-05,0.0001085886,0.0001642832,0.0001088384,6.5387e-05,1.289544e-05,1.076895e-05,0.001479598,1.184108e-05,2.077985e-05,9.992958e-06,3.214312e-05,4.300481e-05,4.903786e-07,4.784045e-05,3.18875e-05,0.0001222551,5.940738e-06,3.605344e-07,4.292192e-06,0,6.224023e-06,0,0.0002150156,4.413677e-05,0.0001734887,7.989771e-05,8.123894e-05,0.0001229416,0.0001058545,4.192861e-05,0.0001305756,6.78149e-05,8.942329e-05,9.140782e-07,1.143482e-07,2.585218e-07,0.0009369356,0.001163388,0.000696573,0.0002925528,0.0002936662,0.0001260593,6.544393e-05,0.0003042183,0.0001878046,4.921817e-06,3.453908e-05,6.316864e-07,7.751377e-06,3.106016e-07,0.0002118994,7.376354e-06,0.0001334262,4.606361e-05,0.0002198174,0.0001454692,3.699134e-05,9.374168e-05,9.899517e-05,3.450841e-05,0.0001158617,1.579414e-05,0,0,2.079061e-07,0.0006239626,0.0002007742,8.522307e-05,0.0001455637,1.367912e-06,1.080293e-05,0.0001176995,4.58651e-05,0.0001821373,4.749997e-05,0.0001163756,6.676062e-05
"Rouxiella",4.548536e-06,0,4.416171e-06,2.913829e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02637e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.550834e-06,0,6.976198e-06,0,0,0,0,0,0,9.113838e-08,0,0,0,0,0,6.437263e-06,0,0,0,0,0,0,0,2.667184e-06,0,0,0,0,0,0,0,9.610535e-07,0,0,0,0,1.347516e-07,0,0,0,0,0,0
"Ruania",2.85979e-06,3.853409e-06,1.066655e-05,1.957643e-06,1.728835e-06,4.830821e-06,5.008044e-07,1.723147e-05,5.721115e-06,3.244908e-06,1.804763e-06,1.16033e-06,2.291896e-06,1.074198e-06,0.001874526,0.0002795607,4.507719e-05,0.002243516,0.000338658,5.336927e-05,0.001620192,6.523166e-05,0.002020566,0.0008285362,0.002567751,0.003149782,1.55493e-06,1.706098e-06,4.058384e-05,5.657366e-07,2.573618e-06,5.805727e-06,6.106478e-06,4.075918e-06,5.268023e-06,5.507018e-06,8.145515e-07,4.881275e-06,3.474062e-06,3.69985e-07,1.060681e-06,0,1.073041e-06,4.726487e-07,2.231641e-07,2.001929e-07,1.22264e-07,1.524566e-07,6.856063e-06,2.77057e-06,9.528277e-06,8.691596e-07,1.069434e-06,6.828719e-07,3.468191e-07,1.177512e-06,1.665588e-06,3.917371e-06,2.940051e-06,1.120008e-05,1.60773e-06,2.965626e-07,8.717517e-06,1.581878e-05,1.572571e-05,3.430537e-06,8.588275e-07,9.517224e-07,3.667778e-07,1.325037e-06,8.148317e-06,1.336784e-06,1.652819e-06,6.797735e-08,4.431138e-07,2.822276e-07,6.960559e-06,4.491662e-06,3.265432e-06,3.228034e-06,3.58727e-06,2.603771e-06,1.352853e-06,0,4.60778e-06,9.519153e-07,7.636458e-06,4.111316e-06,5.665564e-06,5.056033e-06,3.06725e-06,2.443648e-06,1.303505e-05,1.211012e-05,0.005102218,2.053609e-06,1.663183e-07,8.979434e-07,1.937982e-06
"Rubellimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubritepida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rubrivivax",0,0,2.56109e-07,7.982082e-07,0,0,0,1.004493e-06,3.56704e-07,4.0938e-08,3.393225e-07,0,0,0,0,0,8.050086e-07,0,0,0,0,0,5.29181e-08,0,0,0,0,1.4508e-07,1.096381e-07,0,0,0,0,0,0,0,0,0,0,0,8.77605e-08,0,0,0,0,0,0,0,0,1.608751e-06,2.362236e-07,1.230826e-07,7.884951e-09,0,0,0,0,4.143523e-07,1.455675e-07,0,0,0,3.416075e-07,8.740057e-08,0,1.687335e-07,0,0,0,7.69363e-07,1.316163e-06,6.884171e-08,3.726671e-08,0,0,0,0,2.826159e-08,6.103145e-08,3.647265e-07,0,0,0,0,0,4.525114e-07,2.260552e-08,1.16854e-06,0,0,0,2.425105e-07,2.945285e-07,3.370218e-06,0,0,0,0,0
"Rubrobacter",0,0,0,0,0,0,0,9.868018e-07,0,2.628704e-07,0,0,0,0,0,0,5.662005e-07,1.191227e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482184e-07,1.111361e-06,2.463116e-07,0,0,0,0,0,0,0,0,0,0,0,4.425784e-07,0,0,2.812219e-07,0,0,0,0,0,0,0,0,0,0,2.185503e-07,0,3.676895e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873246e-07,4.154045e-07,0,0,0,0,0
"Ruegeria",0,0,9.358309e-08,0,0,0,0,0,0,0,0,0,0,0,1.135345e-07,0,1.898636e-07,0,0,0,0,0,0,5.459849e-08,7.72847e-08,0,0,0,0,0,0,0,0,0,0,6.409998e-08,0,2.900023e-07,0,5.381276e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19105e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminiclostridium",2.064306e-06,4.285358e-07,2.871769e-08,1.599626e-08,1.008395e-07,1.997518e-07,1.320098e-08,1.915174e-07,4.797346e-06,1.818432e-06,2.659461e-06,1.8429e-07,7.086461e-06,3.690992e-06,2.852117e-06,1.965312e-06,3.455853e-06,1.760933e-07,0,2.706982e-06,6.089967e-07,5.43392e-07,7.00338e-08,1.630474e-07,1.389294e-08,6.754565e-07,4.29522e-09,2.462702e-07,2.437247e-06,4.819222e-07,4.789175e-07,2.407537e-06,5.327185e-06,6.745826e-07,1.361176e-06,1.028379e-08,2.82425e-08,1.024076e-06,1.795598e-07,2.445391e-08,2.598346e-07,0,2.982281e-06,5.989834e-08,4.756756e-08,0,1.819644e-08,1.028525e-07,6.331579e-07,1.064367e-06,3.175081e-06,1.364241e-07,9.089038e-08,1.456519e-06,2.790255e-06,4.069832e-07,1.276234e-07,4.269593e-07,1.42659e-07,4.307713e-07,4.776481e-08,0,6.668442e-07,5.568479e-06,3.554204e-06,1.467883e-06,8.618048e-07,1.722598e-06,4.759507e-07,1.69018e-06,0,0,4.535205e-08,0,0,1.903337e-08,1.882617e-07,5.194013e-06,5.085932e-07,7.692289e-06,6.638166e-08,6.023424e-06,3.085671e-06,0,3.584659e-07,4.288237e-07,7.852702e-09,2.111526e-07,3.62548e-06,2.205574e-07,2.81529e-07,4.842747e-07,1.024624e-06,3.590744e-07,3.645806e-07,1.001319e-06,4.295351e-08,3.907011e-07,3.230308e-07
"Ruminobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099143e-07,0,0,0,0,0,0,0,0,0,1.008424e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus",0.001753868,0.0006310403,0.0002244976,6.310385e-05,5.2862e-05,0.0001223558,3.384795e-05,0.0006542144,0.002061024,0.0009238387,0.0007392678,0.0002506384,0.001467954,0.0007826384,0.001055825,0.001208671,0.0006531534,0.0001222667,0.0001298777,0.001301037,0.0001055829,0.0002603231,0.0001035895,0.0003463004,0.0002065444,0.0001495832,3.608436e-05,9.567537e-05,0.001057938,0.0002266531,0.0003287245,0.00140745,0.001407905,0.0004797408,0.0007875014,0.0002518599,3.51718e-05,0.000620571,0.0001615481,5.683599e-05,0.0002226577,0.0004161789,0.00550289,0.0001633025,5.521301e-05,4.153441e-05,0.0001748894,0.0001203934,0.00117463,0.0008168262,0.001043616,5.233829e-05,6.344982e-05,0.0004385071,0.001117204,0.00284316,0.0005617314,0.0002965117,0.0001280146,0.0004296845,6.228907e-05,4.886802e-05,0.001147563,0.002918571,0.0005953287,0.000399916,0.0003305596,0.0006260494,0.0002261134,0.002281787,0.001029819,0.0002291045,0.0001847392,5.658252e-05,8.973662e-05,3.702707e-05,0.00223927,0.002342065,0.0008662888,0.001135943,0.000120479,0.001356438,0.000791884,0.0002237675,0.00154615,0.0007349381,0.0002987102,0.0002197213,0.001074399,0.0002082816,0.0002716051,0.0001106394,0.002140417,0.0006694658,0.0003110115,0.0001348958,5.59522e-05,8.979913e-05,0.0006082837
"Runella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruthenibacterium",0.0001825697,0.0008856461,4.297085e-05,4.939019e-06,3.864512e-06,1.050374e-05,1.690514e-06,9.522028e-05,0.001264617,7.377442e-05,3.157483e-05,1.963097e-05,0.0001879789,5.835339e-05,0.0001195585,6.923079e-05,3.281745e-05,1.576541e-05,2.022223e-05,0.0002335585,4.498526e-06,1.996502e-05,4.877329e-06,1.061758e-05,5.153066e-06,7.245648e-06,1.87884e-06,1.038903e-05,7.232326e-05,8.25225e-06,2.001719e-05,2.673839e-05,0.0002685337,9.782879e-05,4.508635e-05,6.709502e-05,3.650355e-05,9.560244e-05,2.785725e-05,1.978692e-05,2.762877e-05,3.516364e-05,0.000265182,7.418596e-06,2.59982e-06,1.364774e-06,3.854877e-06,8.318897e-06,5.890574e-05,0.0001243333,0.00019324,6.23984e-06,6.239599e-06,3.098957e-05,6.125401e-05,0.0006200843,0.0002920306,1.398521e-05,7.419128e-06,2.722165e-05,4.067001e-06,3.241176e-06,0.0001152753,0.0002741513,0.0001216313,5.739647e-05,1.977324e-05,5.092498e-05,9.114348e-06,0.0003500364,0.0004058427,1.607715e-05,7.994955e-06,1.677363e-06,1.405406e-06,9.913147e-07,0.0001118464,0.0007045551,0.000138467,0.0001800655,1.420684e-05,9.995716e-05,6.279492e-05,1.359001e-05,0.0001259407,0.0006479809,1.054469e-05,1.964941e-05,0.0001763926,1.947166e-05,3.113535e-05,2.650238e-05,0.0002076824,6.312487e-05,2.500743e-05,2.070835e-05,5.541817e-06,2.60962e-05,0.0001142517
"Saccharibacillus",0,0,0,0,0,0,0,0,2.069076e-07,4.731903e-08,5.331818e-07,5.215459e-08,3.601041e-07,5.977354e-08,3.061295e-07,5.741442e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98844e-07,0,5.097043e-08,0,0,8.688327e-08,0,0,0,0,0,0,0,0,0,0,0,4.793545e-07,2.696967e-07,0,0,0,8.165739e-08,0,0,0,0,0,0,0,0,6.867278e-07,8.930067e-08,0,1.83941e-07,1.666114e-07,0,0,0,0,0,6.880574e-08,0,0,0,1.306669e-07,0,5.83829e-08,1.022803e-07,3.787305e-07,5.590402e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.757162e-07,1.56847e-07,0,3.680212e-07,2.173617e-06,8.168098e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.270067e-07,0,0,0
"Saccharomonospora",4.062903e-06,5.219408e-07,3.047815e-06,4.568153e-07,1.058634e-07,0,1.700416e-07,1.772752e-06,1.227523e-06,4.462941e-07,2.2303e-07,4.1627e-07,1.276514e-07,8.788133e-08,2.326509e-05,4.66222e-06,4.780402e-06,6.37036e-05,1.206081e-05,9.58846e-07,4.958089e-05,9.479753e-06,5.95077e-05,1.506461e-05,1.775904e-05,1.965646e-05,9.175437e-07,7.978928e-07,1.072281e-05,6.315815e-07,1.35076e-06,1.151016e-05,6.378065e-07,8.925539e-07,7.848587e-08,7.203633e-07,7.128014e-08,3.087759e-07,0,0,1.370654e-07,1.037333e-05,9.604035e-08,7.314219e-08,7.764354e-08,0,4.236716e-07,0,3.016373e-07,7.947104e-07,7.016429e-07,4.820952e-08,3.767411e-07,0,0,2.847496e-06,0,1.388753e-06,6.84866e-07,1.045503e-06,6.389817e-07,0,1.010078e-06,5.136351e-07,1.214506e-07,4.625844e-07,0,0,2.408746e-08,8.062768e-07,9.777636e-07,4.992318e-07,3.464716e-07,0,4.781909e-07,0,4.755032e-07,3.127396e-08,3.187077e-08,3.043845e-07,1.524734e-07,6.196663e-07,0,2.873821e-05,1.496662e-05,0,1.483658e-06,8.596383e-07,1.540451e-06,1.236142e-06,1.644727e-06,9.73444e-07,2.020652e-06,1.180576e-06,7.726595e-05,4.561499e-07,1.717883e-07,7.059877e-08,2.863114e-07
"Saccharomyces",0,0,0,0,2.311811e-06,1.088615e-05,8.744915e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789721e-06,2.58724e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212746e-07,0,7.864684e-07,0,8.20311e-07,0,0,0,0,0,0,0,0,0,0,0,0,0.0002442684,1.639668e-06,1.285667e-05,0,0,0,0,0,0,0,0
"Saccharopolyspora",3.638281e-05,7.981612e-06,0.0008685556,5.58872e-05,2.848582e-05,9.653187e-05,3.963572e-05,0.0004671215,0.0001008798,5.950157e-05,2.723213e-05,2.554801e-05,2.781796e-05,2.478128e-05,0.0001654614,0.0002061733,0.0001909646,0.0001474249,0.0001012228,7.361985e-05,1.869196e-05,1.644891e-05,6.023528e-05,3.661985e-05,2.311577e-05,1.507226e-05,6.715023e-06,7.371655e-06,5.137776e-05,8.568895e-06,3.096182e-05,1.79964e-05,1.102073e-05,3.218692e-05,2.698554e-06,1.813054e-05,8.601688e-06,6.902401e-06,1.404481e-05,9.080532e-06,5.832612e-06,1.567166e-05,1.060424e-05,4.169847e-05,1.754709e-05,6.047463e-05,3.621924e-05,2.052211e-05,5.9245e-05,5.048442e-05,4.130947e-05,2.55391e-05,2.421148e-05,1.500601e-05,8.143806e-06,1.194316e-05,3.999868e-05,0.0001994303,0.0001363961,0.0005475619,8.444367e-05,2.647327e-05,0.000194434,6.461282e-05,5.571693e-05,3.750706e-05,2.088124e-05,9.452883e-06,1.481481e-05,8.13992e-06,4.421077e-05,5.560646e-05,6.890243e-05,1.212613e-05,2.300871e-05,1.492249e-05,0.0001174054,5.512865e-05,1.849256e-05,2.652882e-05,3.984562e-05,4.598376e-05,9.347541e-06,6.949421e-06,1.564824e-05,4.380274e-05,0.0002136957,0.0001960938,0.0004066595,0.0007638003,0.000281352,1.790187e-05,0.0001635026,0.0001124801,0.00130214,3.413701e-05,8.252885e-06,2.651382e-05,3.869426e-05
"Saccharothrix",3.141917e-06,1.37277e-06,0.0001158101,1.633721e-05,5.669391e-06,1.695171e-05,6.289541e-06,4.808664e-05,5.313679e-06,8.190189e-06,2.447577e-05,2.80829e-05,1.357223e-05,1.991213e-05,2.580682e-07,2.904033e-07,0,1.235948e-07,0,6.497542e-08,3.089294e-08,0,2.652167e-07,0,1.321489e-07,0,0,0,4.275582e-08,0,0,3.376367e-08,0,0,0,1.074933e-07,0,0,0,0,0,0,0,5.576742e-08,0,0,1.99228e-08,0,9.227918e-07,6.20429e-07,1.5143e-06,1.028483e-07,8.919199e-07,4.872935e-07,1.960196e-07,0,9.546948e-08,2.830655e-08,0,2.911608e-07,4.516091e-09,1.528223e-07,7.175783e-06,1.522807e-06,8.052061e-07,4.499307e-07,2.495223e-07,3.353176e-07,1.973535e-07,0,0,0,0,0,0,0,1.772987e-05,6.792724e-06,5.605805e-06,2.041148e-07,5.637298e-07,3.19319e-07,4.243986e-07,0,0,2.165229e-07,1.43747e-06,9.868102e-07,1.456692e-06,2.412125e-06,3.914579e-06,1.627995e-07,5.272675e-06,4.296387e-06,1.172338e-05,2.925792e-07,1.95767e-07,3.841639e-07,7.663522e-07
"Salimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063317e-07,2.257705e-07,4.889637e-08,0,0,0,0,0,0,0,0,0,5.53166e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinicoccus",0,3.651453e-06,2.821757e-07,4.615071e-08,0,1.112083e-07,7.563918e-08,2.54742e-06,1.801102e-06,6.543804e-06,2.545305e-07,4.182587e-07,2.115192e-07,8.245808e-08,0.0001259957,1.988137e-05,1.574476e-05,8.49097e-05,9.198137e-05,3.173692e-06,0.0003145148,4.952356e-05,0.001457958,0.001645531,0.004393828,0.002779812,1.489612e-05,1.440793e-05,0.0001716254,7.006119e-08,1.059775e-06,3.966368e-07,1.434339e-05,9.697942e-07,5.07649e-08,3.689705e-06,5.067088e-07,2.481216e-07,2.810264e-07,0,3.186056e-06,1.428212e-06,2.302449e-06,4.975924e-06,9.888261e-07,5.513355e-06,7.149883e-06,4.265211e-06,7.268264e-07,9.18336e-07,7.378574e-06,1.815756e-07,1.713698e-06,2.25504e-06,1.971345e-06,0,5.811471e-06,5.974797e-06,4.211956e-06,1.120159e-06,4.540578e-07,2.479191e-06,1.145038e-06,2.146373e-06,3.921904e-06,1.369672e-05,2.506114e-07,1.556656e-06,3.714777e-06,5.686835e-07,8.322228e-06,2.322486e-06,2.761465e-06,7.197304e-06,5.246284e-06,2.764765e-06,1.825422e-06,1.227874e-06,2.087658e-06,1.049386e-06,7.547824e-06,4.833799e-06,8.663641e-07,0,0,7.40805e-07,1.30192e-06,5.910728e-07,8.180657e-07,0,5.717152e-08,9.676406e-07,3.215737e-06,3.46883e-06,1.040145e-05,2.012416e-06,1.592021e-06,1.996917e-07,9.041388e-06
"Salinisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951482e-06,0,0,0,0
"Salinispora",4.378745e-07,2.032061e-07,1.958844e-05,3.122552e-06,7.718459e-07,2.684732e-06,1.073318e-06,8.65103e-06,1.831039e-06,1.269519e-06,5.883647e-06,4.162739e-06,4.184638e-06,3.169286e-06,1.953812e-06,4.631322e-07,6.55108e-08,4.166812e-06,2.755799e-07,2.129613e-07,1.020718e-06,3.493213e-07,2.442793e-06,3.767607e-07,3.705632e-07,9.383138e-07,3.544562e-09,7.308164e-09,8.392203e-09,2.541536e-07,7.178658e-08,3.882078e-08,7.202475e-07,1.831094e-07,1.616635e-07,2.306229e-08,0,4.565993e-08,1.110157e-07,3.550731e-09,0,0,1.39676e-08,6.193743e-08,0,0,1.507311e-08,0,2.11839e-07,2.009027e-07,6.222086e-07,4.06943e-08,3.909996e-08,8.576815e-08,2.813999e-07,0,0,2.505175e-08,1.043245e-08,5.886295e-08,0,1.533438e-08,1.104452e-06,1.570126e-06,2.189582e-07,4.132451e-07,5.751654e-08,9.912254e-08,1.051194e-07,0,6.696498e-08,4.617022e-08,0,0,1.208047e-08,0,3.029236e-06,1.420801e-06,6.769316e-07,3.63041e-07,1.102117e-07,3.379557e-07,3.311361e-07,0,0,0,2.711883e-07,1.394654e-07,1.251655e-06,9.064858e-07,4.941366e-07,7.103959e-08,1.011563e-06,9.389817e-07,1.009658e-05,9.517149e-07,5.993273e-08,7.636367e-07,4.038676e-07
"Salmonella",6.552231e-05,2.002398e-05,1.002797e-05,1.815886e-06,2.514614e-06,9.297102e-06,9.507217e-06,3.063101e-05,2.901375e-05,5.125057e-06,5.116675e-06,2.28171e-06,8.063064e-06,3.141618e-06,0.0001664275,3.979463e-05,0.0001566798,0.0002685255,0.0003861654,2.386017e-05,0.0002399843,2.890257e-05,0.000325928,0.0002186343,0.0003015457,0.0003218764,9.122614e-07,1.244841e-06,3.478723e-05,1.935893e-06,4.868931e-06,1.608591e-06,6.960174e-05,7.643369e-06,1.08549e-06,0.0001537808,2.212322e-06,2.056481e-06,3.544694e-07,6.248222e-07,3.75032e-07,1.009809e-05,5.292841e-05,8.143798e-06,3.669248e-06,4.420206e-06,4.9078e-06,0.0007829228,1.331558e-05,0.0003814823,6.52465e-06,5.662307e-07,1.828095e-06,1.027373e-06,1.041871e-06,7.532929e-05,1.073169e-05,4.76863e-06,2.092533e-05,7.710705e-05,3.423163e-06,5.889164e-06,0.001923414,4.739721e-06,4.70683e-06,3.698945e-06,1.76276e-06,6.116023e-06,1.610046e-07,7.362602e-05,0.0001334566,1.393435e-05,8.361856e-05,0.0005242224,0.0001786069,0.0003253264,3.997532e-05,2.1848e-05,3.011269e-06,4.139729e-06,1.041727e-05,2.099482e-06,2.712392e-06,0,0.0001410557,1.10553e-05,2.644748e-06,1.823007e-05,0.0001224721,3.151835e-05,2.862967e-05,0.002487633,1.847741e-05,8.57585e-06,6.792648e-06,2.053628e-05,1.436388e-06,7.532419e-06,1.074732e-05
"Sanguibacter",4.854389e-06,1.122204e-06,8.727755e-05,1.767609e-05,4.667215e-06,2.260558e-05,9.032002e-06,8.237336e-05,1.804475e-05,5.238729e-05,2.510098e-05,3.332323e-06,3.321037e-06,9.470492e-07,3.41887e-06,1.053405e-06,8.953271e-06,1.507108e-06,4.682528e-07,1.028121e-06,7.350752e-07,2.847528e-06,5.432904e-06,1.561916e-06,9.547657e-07,1.007915e-06,1.041378e-07,8.714616e-07,6.663993e-06,2.591008e-06,4.003926e-07,0,7.074707e-07,1.72586e-06,4.645644e-08,1.545646e-05,2.741657e-06,3.614759e-06,4.082102e-07,2.418304e-07,5.713926e-07,2.195232e-05,6.349001e-06,7.919842e-06,3.371645e-06,1.040604e-05,2.101519e-06,1.112774e-06,8.830553e-06,5.321619e-06,8.780083e-06,4.607866e-06,5.404124e-06,2.281264e-06,9.827343e-07,7.303177e-06,7.546471e-06,3.203693e-05,5.472677e-05,0.0001187882,0.0001181802,2.176133e-06,9.082431e-05,1.883621e-05,5.436356e-06,4.521958e-06,1.882031e-06,1.458986e-07,1.180154e-07,2.160774e-06,1.284581e-05,1.450544e-05,3.376037e-05,3.866803e-06,1.731107e-06,1.227691e-06,1.528039e-05,4.310111e-05,5.101079e-06,5.632333e-06,1.150657e-06,3.217634e-06,2.345179e-07,1.426187e-05,0,1.203371e-05,5.232949e-05,3.364221e-05,0.0001153906,7.033978e-05,6.497775e-05,1.802774e-05,8.910528e-05,2.6757e-05,1.525924e-05,6.961875e-06,3.05335e-07,8.008335e-07,4.885441e-06
"Sanguibacteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,1.429241e-08,0,0,1.219509e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.817532e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.856271e-07,0,0,0,4.267475e-07,0,0,0,0,9.804989e-08,5.573677e-08,5.040469e-08,0,1.304783e-07,3.146131e-07,0,0,1.66463e-07,0,0,2.075867e-06,0,0,0,0,0,0,0,0,2.056874e-07,0,0,1.062176e-07,0,0,0,0,0,0,0,1.273995e-07,0,0,0,0,0,0,0,1.206633e-07
