"","CBJMC00700","CBJMC01400","CBJMC02800","CBJMC04200","CBJMC04201","CBJMC04202","CBJMC04203","CHCFC00700","CHCFC01400","CHCFC02800","CHCFC04200","CHCFC05601","CHCFC05602","CHCFC05603","DGYFC06201","DGYFC06202","DGYFC06203","DGYMC06201","DGYMC06202","DGYMC06203","DHCFC07801","DHCFC07802","DHCFC07803","DHCMC07801","DHCMC07802","DHCMC07803","DHKFC23501","DHKFC23502","DHKFC23503","DSLFC04101","DSLFC04102","DSLFC04103","DSLMC04101","DSLMC04102","DSLMC04103","DSTFC04001","DSTFC04002","DSTFC04003","DSTMC04001","DSTMC04002","DSTMC04003","HBJMC00700","HBJMC01400","HBJMC02800","HBJMC04200","HBJMC04201","HBJMC04202","HBJMC04203","HHCFC00700","HHCFC01400","HHCFC02800","HHCFC04200","HHCFC05601","HHCFC05602","HHCFC05603","LBJMC00700","LBJMC01400","LBJMC02800","LBJMC04200","LBJMC04201","LBJMC04202","LBJMC04203","LHCFC00700","LHCFC01400","LHCFC02800","LHCFC04200","LHCFC05601","LHCFC05602","LHCFC05603","MBJMC00700","MBJMC01400","MBJMC02800","MBJMC04200","MBJMC04201","MBJMC04202","MBJMC04203","MHCFC00700","MHCFC01400","MHCFC02800","MHCFC04200","MHCFC05601","MHCFC05602","MHCFC05603","NBJMC00100","NBJMC00700","NBJMC01400","NBJMC02800","NBJMC04200","NBJMC04201","NBJMC04202","NBJMC04203","NHCFC00100","NHCFC00700","NHCFC01400","NHCFC02800","NHCFC04200","NHCFC05601","NHCFC05602","NHCFC05603"
"Enterobacter hormaechei","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterobacter kobei","4.156897e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.981507e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.391744e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.398995e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.065123e-05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterobacter lignolyticus","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterobacter ludwigii","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.680108e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterobacter massiliensis","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterobacter mori","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.320796e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterococcus asini","7.700482e-08","0.000000e+00","0.000000e+00","1.336725e-07","0.000000e+00","1.121571e-06","0.000000e+00","6.531561e-06","3.056902e-07","2.381824e-07","9.535121e-08","9.710693e-08","2.954044e-08","7.829690e-08","3.963181e-06","2.354278e-06","7.802727e-06","1.385930e-06","0.000000e+00","4.256485e-08","1.351815e-05","6.611976e-07","2.370558e-07","9.688205e-07","2.547738e-07","3.681756e-07","7.711710e-08","2.715526e-07","1.954227e-07","0.000000e+00","0.000000e+00","3.013434e-07","2.327660e-07","0.000000e+00","6.191186e-07","1.322737e-06","1.246898e-06","1.277845e-07","8.836303e-07","7.285237e-07","4.852621e-07","1.094565e-07","0.000000e+00","0.000000e+00","1.371248e-07","1.200869e-07","1.250549e-07","0.000000e+00","6.921392e-05","6.301048e-08","2.977835e-07","0.000000e+00","0.000000e+00","3.505160e-07","1.016984e-06","5.378938e-08","0.000000e+00","0.000000e+00","1.348903e-07","0.000000e+00","1.109940e-07","0.000000e+00","2.332234e-06","6.336569e-08","3.311379e-07","1.692798e-08","1.976746e-07","1.199657e-07","1.820909e-07","1.856976e-07","0.000000e+00","1.577141e-07","0.000000e+00","0.000000e+00","5.959811e-08","2.358980e-07","1.679971e-07","2.103384e-08","0.000000e+00","1.715299e-07","3.663871e-06","3.249820e-06","6.373678e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.502968e-07","1.128331e-07","0.000000e+00","0.000000e+00","3.572718e-06","1.434446e-06","1.159288e-07","9.637729e-08","3.931343e-06","9.119284e-08","2.893284e-07","1.736516e-06"
"Enterococcus avium","2.065741e-05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.513669e-07","6.248992e-08","1.757954e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.742004e-08","1.452618e-08","1.871327e-07","0.000000e+00","0.000000e+00","1.509554e-07","0.000000e+00","0.000000e+00","4.603971e-07","0.000000e+00","7.451522e-08","2.022044e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.578943e-08","0.000000e+00","0.000000e+00","1.193023e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.473977e-05","3.673436e-06","1.946411e-07","0.000000e+00","8.519677e-08","5.392510e-08","0.000000e+00","2.999146e-05","0.000000e+00","1.060285e-07","4.841491e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.227721e-04","1.275328e-04","8.433589e-08","0.000000e+00","0.000000e+00","0.000000e+00","2.911511e-08","2.883357e-06","1.146999e-07","0.000000e+00","2.702117e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.003929e-06","8.928419e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.000986e-07","1.907482e-06","2.560075e-08","1.676603e-07","0.000000e+00","0.000000e+00","0.000000e+00","7.024740e-06","0.000000e+00","4.713839e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.473703e-03","9.336282e-08","3.222426e-06","0.000000e+00","8.119565e-07","0.000000e+00","3.030625e-07","1.551231e-07"
"Enterococcus casseliflavus","2.410189e-04","7.258399e-07","4.889227e-07","6.948322e-08","9.160754e-07","5.482778e-07","1.510161e-07","2.576341e-06","9.118935e-07","9.691665e-07","4.558944e-07","8.733283e-07","3.829763e-07","2.396781e-07","4.804092e-07","1.799111e-07","1.142218e-07","3.150251e-07","1.416826e-08","2.845960e-07","1.378196e-06","5.521814e-07","2.810195e-07","8.960818e-07","2.234738e-07","9.712272e-07","1.953989e-07","4.442161e-07","1.176788e-07","5.102977e-07","0.000000e+00","1.483097e-07","1.255462e-07","4.238960e-07","1.652872e-08","2.526345e-07","1.747402e-07","1.640623e-07","0.000000e+00","4.207645e-08","3.344002e-07","2.058186e-06","3.920135e-07","6.573536e-08","7.645603e-07","1.248428e-07","6.500377e-08","6.593103e-07","1.738932e-04","1.239020e-06","9.078620e-07","1.560178e-06","1.716141e-07","2.912253e-07","5.256356e-07","2.204807e-05","2.604795e-06","3.774723e-07","1.473369e-07","6.288517e-07","5.472342e-07","3.258431e-07","1.288082e-05","1.424135e-06","7.548610e-07","7.610652e-07","8.908485e-07","2.119404e-07","2.214059e-07","2.725307e-05","1.631003e-06","2.491015e-07","5.027876e-07","4.390510e-07","4.116533e-08","0.000000e+00","1.003231e-06","1.205787e-05","2.058867e-07","1.272091e-06","1.910823e-07","1.895086e-07","3.596358e-07","1.603077e-04","9.888741e-06","2.747210e-06","8.480710e-08","5.611314e-07","3.985694e-07","2.493512e-07","2.474518e-07","1.709869e-02","1.383325e-06","1.570550e-05","5.417460e-07","2.512429e-06","3.736435e-07","1.458925e-06","2.710724e-06"
"Enterococcus cecorum","4.931225e-06","4.784279e-06","6.094274e-07","2.011729e-05","8.278899e-06","8.876737e-06","8.904179e-06","3.515651e-04","9.813673e-06","5.013192e-05","1.137799e-05","1.733572e-06","8.407731e-06","1.574077e-06","7.932244e-05","1.446496e-05","3.020736e-04","1.438956e-05","1.079445e-07","2.582924e-06","7.366044e-04","5.220310e-05","2.158775e-06","5.770078e-05","2.232337e-05","6.989646e-06","7.910225e-06","8.293411e-06","4.023900e-06","3.819014e-06","1.095407e-06","1.496196e-05","2.953283e-05","1.755188e-06","2.748088e-06","2.300582e-06","1.532584e-06","6.223717e-06","1.407390e-06","1.187775e-06","1.294862e-06","2.661837e-06","3.670472e-05","1.757998e-05","3.936195e-06","6.316477e-06","1.921946e-05","3.770025e-05","4.026539e-03","7.514126e-06","3.951964e-05","7.660997e-06","1.164224e-06","3.506324e-05","6.307691e-05","2.847664e-05","3.337458e-05","8.027275e-06","4.513916e-05","1.208497e-05","4.833453e-06","6.180648e-06","2.111423e-04","7.940208e-06","5.644734e-06","1.070528e-05","1.180187e-06","3.310310e-05","6.992619e-06","2.985226e-05","1.923543e-06","4.132759e-06","1.933154e-05","5.707395e-06","9.558774e-06","4.854593e-06","7.002301e-04","1.023580e-05","3.880993e-05","1.128485e-05","4.686596e-05","1.153468e-04","3.165906e-06","2.883476e-04","2.718099e-06","2.723117e-06","8.603129e-07","2.969380e-05","1.511280e-05","3.505653e-05","6.353068e-06","6.177812e-03","4.303936e-05","1.253144e-05","1.007165e-05","3.873211e-05","2.362219e-05","3.224358e-06","1.345730e-04"
"Enterococcus columbae","0.000000e+00","0.000000e+00","0.000000e+00","5.447918e-07","0.000000e+00","0.000000e+00","0.000000e+00","2.050519e-06","7.191254e-08","3.793454e-07","3.330507e-07","0.000000e+00","1.473587e-07","0.000000e+00","5.976994e-07","0.000000e+00","3.606556e-06","1.618143e-07","0.000000e+00","0.000000e+00","7.676558e-06","1.247920e-06","0.000000e+00","4.674168e-07","4.163926e-08","0.000000e+00","3.373873e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.115034e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.954781e-07","0.000000e+00","0.000000e+00","0.000000e+00","6.528120e-08","3.346902e-07","0.000000e+00","0.000000e+00","2.521824e-07","5.471151e-08","0.000000e+00","4.703508e-05","0.000000e+00","6.894230e-08","8.496772e-08","0.000000e+00","5.734997e-07","3.675442e-07","6.019500e-07","0.000000e+00","0.000000e+00","2.113952e-07","1.112984e-07","0.000000e+00","0.000000e+00","4.761974e-06","1.562292e-07","0.000000e+00","8.444308e-08","0.000000e+00","4.031677e-07","0.000000e+00","1.691407e-07","1.178276e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.277670e-05","4.046421e-08","7.978312e-07","6.296511e-08","9.184798e-07","7.631777e-07","1.556363e-07","4.011104e-06","0.000000e+00","2.062328e-07","0.000000e+00","0.000000e+00","5.312771e-08","0.000000e+00","0.000000e+00","8.335880e-05","4.056435e-07","0.000000e+00","3.046601e-08","5.220656e-07","3.359598e-07","0.000000e+00","1.601577e-06"
"Enterococcus dispar","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.917945e-05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Enterococcus durans","7.611907e-07","9.518518e-06","1.089357e-06","1.220488e-07","0.000000e+00","1.662618e-07","2.652630e-07","1.123301e-06","7.271703e-07","6.745842e-08","4.725178e-07","4.359257e-07","2.059666e-07","0.000000e+00","6.228185e-08","7.426990e-07","6.944064e-07","2.476280e-06","0.000000e+00","0.000000e+00","3.026266e-07","3.076827e-07","1.410832e-07","4.600461e-07","0.000000e+00","1.487263e-06","1.652509e-06","4.078058e-07","7.167250e-08","0.000000e+00","0.000000e+00","8.731402e-07","2.223884e-07","9.690493e-07","1.474092e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.657716e-08","6.639060e-06","1.092326e-06","4.021816e-08","0.000000e+00","7.641441e-07","0.000000e+00","2.181662e-04","1.057149e-06","5.735563e-07","2.571197e-07","3.756513e-08","5.636682e-08","9.399119e-07","3.250311e-07","1.172793e-06","3.982769e-06","0.000000e+00","7.034897e-08","8.107386e-07","1.848177e-07","7.915480e-07","4.567094e-07","6.074914e-08","6.314874e-08","0.000000e+00","0.000000e+00","1.300649e-07","3.549125e-07","1.738967e-06","1.199603e-06","5.585945e-07","0.000000e+00","2.176627e-07","0.000000e+00","5.652333e-06","8.196038e-07","1.606168e-07","0.000000e+00","7.318226e-08","0.000000e+00","7.400605e-07","4.367646e-05","0.000000e+00","3.416482e-06","1.725048e-07","0.000000e+00","1.966386e-07","0.000000e+00","7.984866e-08","5.971743e-06","1.051340e-06","4.708337e-07","4.767663e-08","1.088685e-07","0.000000e+00","0.000000e+00","3.994813e-07"
"Enterococcus faecalis","1.809334e-04","1.141227e-04","5.937495e-05","6.405469e-05","3.129383e-04","1.174804e-04","7.943631e-05","1.538510e-04","3.068644e-05","3.432504e-05","2.157775e-05","2.539617e-05","1.490997e-05","7.011024e-05","2.620818e-04","3.571018e-05","1.221238e-04","1.383779e-04","1.661222e-05","6.669820e-05","2.087092e-04","1.436931e-04","1.992186e-05","9.533173e-05","6.701894e-05","8.146418e-05","9.651505e-05","8.167088e-05","6.240058e-05","1.194989e-04","1.851075e-05","8.303701e-05","1.716566e-04","9.364371e-05","9.495242e-05","1.501589e-04","1.193710e-04","1.598531e-04","2.150777e-04","9.980778e-05","1.400710e-04","1.945500e-04","4.944997e-04","7.739210e-05","8.948044e-05","1.265922e-04","9.045087e-05","8.682282e-05","1.191219e-03","4.469705e-05","3.024224e-05","1.435869e-05","8.059186e-05","7.801996e-05","7.414683e-05","1.683193e-04","2.092866e-04","6.328942e-05","1.178242e-04","1.021565e-04","7.794011e-05","1.139592e-04","1.509376e-04","3.396832e-05","2.092585e-05","2.786200e-05","2.806476e-05","3.887450e-05","5.729672e-05","7.257571e-04","7.587089e-05","3.960915e-05","1.225988e-04","5.017496e-05","4.496559e-05","6.108574e-05","9.343228e-05","3.651536e-05","2.441078e-05","1.800331e-05","1.739705e-05","3.608489e-05","2.794784e-05","2.668963e-01","1.062474e-04","1.855738e-04","8.230112e-05","1.051170e-04","8.768674e-05","8.048862e-05","5.165832e-05","5.774666e-03","8.323493e-05","4.404032e-05","2.755003e-05","5.309667e-05","1.496185e-05","1.523305e-05","1.822096e-04"
"Enterococcus faecium","2.994117e-04","2.541645e-04","1.101912e-04","7.869532e-05","8.711947e-05","1.199290e-04","1.259663e-04","3.052802e-04","2.033618e-04","1.061313e-04","6.518176e-05","9.698098e-05","2.472959e-05","6.110959e-05","1.572325e-04","6.897218e-05","1.176566e-04","1.294266e-04","2.051853e-05","3.972751e-05","2.037408e-04","1.752202e-04","5.851227e-05","1.027528e-04","6.407910e-05","9.015429e-05","1.110402e-04","1.098867e-04","9.882148e-05","1.521258e-04","9.611261e-05","1.362009e-04","1.778503e-04","1.033358e-04","1.682181e-04","3.236455e-04","2.530532e-04","2.679555e-04","4.733907e-04","2.155839e-04","2.806933e-04","3.085626e-04","2.343236e-04","1.079809e-04","9.416713e-05","1.114061e-04","7.153047e-05","1.060335e-04","2.859459e-02","1.031840e-04","8.137655e-05","7.874137e-05","7.327029e-05","8.040796e-05","8.679327e-05","3.730605e-04","1.668386e-04","9.741353e-05","1.477715e-04","9.902092e-05","9.740679e-05","1.247307e-04","6.011149e-04","1.592220e-04","5.202878e-05","6.609509e-05","4.634210e-05","5.856620e-05","1.253206e-04","6.163480e-04","1.912710e-04","7.272301e-05","1.028894e-04","7.926224e-05","7.879358e-05","8.305388e-05","2.017633e-04","9.933029e-05","8.640368e-05","6.398212e-05","4.005649e-05","6.473349e-05","7.404485e-05","2.867142e-02","1.273913e-04","1.899999e-04","1.161530e-04","9.797784e-05","9.256185e-05","9.214967e-05","1.147828e-04","3.904666e-03","3.910696e-04","1.711430e-04","7.825836e-05","1.689295e-04","6.441500e-05","3.640423e-05","1.547934e-04"
"Enterococcus gallinarum","2.013250e-04","3.572522e-06","0.000000e+00","2.403455e-07","0.000000e+00","9.535621e-08","1.759431e-07","3.271592e-06","1.299504e-06","3.608226e-07","3.217205e-08","3.762840e-08","3.041597e-07","0.000000e+00","1.954274e-08","5.285285e-07","4.663342e-08","3.339906e-07","0.000000e+00","5.210743e-07","5.721522e-07","0.000000e+00","1.020358e-07","2.810258e-07","7.127211e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.943203e-08","8.003511e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.227454e-08","0.000000e+00","4.378536e-08","8.046067e-08","0.000000e+00","7.770409e-06","8.259471e-07","7.783736e-08","2.526419e-07","9.071310e-08","0.000000e+00","0.000000e+00","2.186411e-05","1.747475e-06","7.798787e-08","1.502782e-07","0.000000e+00","0.000000e+00","2.950937e-07","4.530370e-04","4.174861e-05","8.521766e-07","7.743836e-08","0.000000e+00","0.000000e+00","0.000000e+00","9.921810e-06","2.756977e-07","9.695922e-08","2.750974e-07","0.000000e+00","0.000000e+00","5.202597e-09","7.863773e-05","1.089550e-05","0.000000e+00","1.874557e-07","0.000000e+00","0.000000e+00","4.454908e-08","3.225112e-06","6.042675e-06","2.136200e-07","3.096410e-07","0.000000e+00","1.732793e-08","0.000000e+00","3.383078e-03","1.291835e-06","2.898662e-05","4.468481e-08","0.000000e+00","5.207683e-08","0.000000e+00","0.000000e+00","8.153405e-03","5.794835e-08","7.624931e-06","1.301244e-07","1.861198e-06","4.212717e-08","3.016590e-07","6.920889e-07"
