"","CBJMD00700","CBJMD01400","CBJMD02800","CBJMD04200","CBJMD04201","CBJMD04202","CBJMD04203","CHCFD00700","CHCFD01400","CHCFD02800","CHCFD04200","CHCFD05601","CHCFD05602","CHCFD05603","DGYFD06201","DGYFD06202","DGYFD06203","DGYMD06201","DGYMD06202","DGYMD06203","DHCFD07801","DHCFD07802","DHCFD07803","DHCMD07801","DHCMD07802","DHCMD07803","DHKFD23501","DHKFD23502","DHKFD23503","DSLFD04101","DSLFD04102","DSLFD04103","DSLMD04101","DSLMD04102","DSLMD04103","DSTFD04001","DSTFD04002","DSTFD04003","DSTMD04001","DSTMD04002","DSTMD04003","HBJMD00700","HBJMD01400","HBJMD02800","HBJMD04200","HBJMD04201","HBJMD04202","HBJMD04203","HHCFD00700","HHCFD01400","HHCFD02800","HHCFD04200","HHCFD05601","HHCFD05602","HHCFD05603","LBJMD00700","LBJMD01400","LBJMD02800","LBJMD04200","LBJMD04201","LBJMD04202","LBJMD04203","LHCFD00700","LHCFD01400","LHCFD02800","LHCFD04200","LHCFD05601","LHCFD05602","LHCFD05603","MBJMD00700","MBJMD01400","MBJMD02800","MBJMD04200","MBJMD04201","MBJMD04202","MBJMD04203","MHCFD00700","MHCFD01400","MHCFD02800","MHCFD04200","MHCFD05601","MHCFD05602","MHCFD05603","NBJMD00100","NBJMD00700","NBJMD01400","NBJMD02800","NBJMD04200","NBJMD04201","NBJMD04202","NBJMD04203","NHCFD00100","NHCFD00700","NHCFD01400","NHCFD02800","NHCFD04200","NHCFD05601","NHCFD05602","NHCFD05603"
"Methylocapsa",0,0,0,0,0,0,0,0,6.727352e-07,5.329615e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.210841e-07,8.533345e-07,3.701504e-07,1.906866e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.71239e-07,1.928609e-07,0,0,0,0,0,0,0,0,0,0,1.754412e-07,0,9.123856e-08,7.720953e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062104e-07,0,0,0
"Methyloceanibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181198e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459169e-07,0,0,0,0,0,0,1.188335e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylocella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.075871e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.356837e-08,0,0,0,0,0,3.806809e-07,0,0,0,0,0,0,0,0,0,0,0
"Methylocystis",0,0,0,0,0,0,0,0,0,3.422174e-08,0,0,0,0,1.736679e-07,0,4.571448e-06,0,0,0,1.672526e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.950968e-07,0,0,0,0,0,0,7.142534e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143613e-07,0,0,0,0,0,0,0,0,7.965001e-05,0,0,0,0,0,0,0,0
"Methylomicrobium",0,0,0,0,0,0,0,0,0,1.985383e-07,7.63771e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.879301e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.000987e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.394143e-07,2.549108e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.410753e-07,0,0,0,0,0,0,0,0,0,0,0,1.577779e-07,5.940291e-07,2.438241e-07,0,0,0,0,0,0,0,0,0,0,0,2.838851e-07,2.883706e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28169e-07,0,0,0,0,0
"Methylophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.638678e-07
"Methylopila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132602e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.269815e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.320477e-07,0,0,0,0,0,0,0,0,0,0,0
"Methylosarcina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylosinus",0,0,0,1.32071e-07,5.123752e-08,6.254183e-07,0,0,2.406853e-07,0,0,2.343647e-08,2.008518e-07,0,0,0,1.65161e-06,0,0,0,0,0,0,0,0,0,0,6.809793e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.499341e-07,1.514281e-07,6.583623e-08,8.459553e-08,3.593984e-07,0,0,0,0,0,0,3.381723e-06,0,0,0,2.736056e-07,6.80915e-07,8.556009e-08,0,1.141698e-07,1.465781e-07,0,0,0,0,0,0,1.897473e-06,5.089487e-07,1.178276e-07,6.528507e-08,2.015886e-07,0,0,0,0,0,0,0,4.454604e-07,0,0,5.656423e-06,0,0,0,0,3.93967e-07,0,1.345125e-06,0
"Methyloversatilis",0,0,4.224918e-05,2.479068e-05,7.856011e-06,4.947362e-05,6.308628e-07,1.207407e-06,1.450798e-06,1.848873e-06,1.200143e-06,0,1.008103e-07,2.570025e-07,0,0,4.53659e-07,0,0,0,0,0,0,0,0,9.237629e-08,0,0,2.449701e-07,0,0,0,0,3.652138e-07,4.076205e-08,2.07795e-07,0,1.316966e-07,0,0,0,0,0,1.189636e-05,1.668658e-06,5.043283e-07,9.008212e-06,0,1.021677e-07,2.360321e-06,1.090736e-06,2.484041e-06,0,0,0,0,0,2.115325e-06,1.029331e-05,5.307427e-06,1.004847e-06,1.338803e-05,4.697206e-06,7.112952e-07,8.916231e-06,1.399782e-06,0,2.321506e-07,0,0,0,1.402579e-06,3.242948e-06,5.152903e-05,1.764883e-07,0.000632216,4.429863e-07,7.469809e-07,2.028581e-06,2.059296e-06,0,5.753583e-08,8.498734e-08,3.973303e-05,0,2.851496e-06,2.116325e-05,0.0001492785,2.170918e-05,0,6.321894e-05,0,0,0,1.672607e-06,7.422745e-07,0,2.031263e-07,0
"Meyerozyma",2.222085e-05,4.302487e-06,0.0004837605,0.001000547,0.0001361373,0.000834029,1.319112e-06,2.968343e-05,3.991591e-05,2.937233e-05,2.661579e-05,1.062006e-05,2.667724e-06,1.823468e-05,7.774604e-07,0,2.059873e-06,2.396637e-06,1.619599e-06,2.503349e-06,2.267057e-06,3.442013e-06,9.36536e-06,2.189335e-06,8.649655e-06,3.087831e-06,5.238612e-07,4.554399e-06,7.344327e-06,5.744384e-05,2.451559e-05,6.312299e-06,8.362741e-05,0.0002852211,1.351078e-05,2.671791e-05,1.070595e-05,6.602471e-05,6.53911e-06,5.268663e-06,1.70323e-05,2.423204e-06,3.302997e-06,8.76672e-05,8.944984e-05,3.632667e-05,7.436682e-05,2.352291e-05,1.10511e-05,1.865005e-05,2.931615e-05,5.95921e-06,8.889155e-06,3.093422e-06,2.023911e-05,1.609242e-06,5.350437e-06,5.198204e-05,0.001023188,0.001028679,0.0005627611,0.0001644347,6.267753e-06,4.05007e-05,1.01362e-05,7.626067e-06,1.205521e-05,1.243227e-05,6.751382e-06,0,9.25929e-06,0.0002880695,0.0001011611,8.423226e-05,4.355103e-05,0.0001951406,8.948728e-05,8.55697e-05,1.224545e-05,2.326603e-05,8.391209e-06,1.578366e-05,1.61564e-05,0,5.523151e-06,8.301053e-06,0.0001976784,0.001143074,0.001009293,0.0001841115,4.743292e-05,2.686363e-06,6.134436e-06,2.700481e-05,7.617045e-06,1.19642e-05,1.091297e-06,4.943004e-06,1.285482e-05
"Microbacterium",0.0003560619,0.0001987754,0.002317255,0.003250565,0.0005669837,0.00459506,9.433699e-05,0.003172739,0.001942832,0.001451494,0.000749487,0.0002345957,0.0005607772,0.0007722046,0.002446566,0.007518025,0.004840589,0.003865727,0.002681674,0.0007734761,0.009112249,0.0004445485,0.006574028,0.001214793,0.004868346,0.005976384,3.91798e-05,0.0003813783,0.0004052801,0.0005250196,0.0001944895,7.521203e-05,0.0001929845,0.0007496199,0.0003101019,0.002801195,0.0004292783,0.001099771,0.000121659,0.00055861,0.0001135539,0.0001297294,0.0001662855,0.0005971729,0.002805335,0.0002140929,0.0002676567,8.935953e-05,0.0007446056,0.002177904,0.0008649002,0.0002190802,0.0001397884,0.0001074934,0.000100712,0.0001620058,0.0001508435,0.0002036584,0.001476954,0.0005426529,0.0004083492,0.001408764,0.001985937,0.0008757401,0.0005908147,0.0007302587,0.0001172024,0.0001738527,9.097722e-05,0.000143887,0.0001471155,0.002746275,0.0001332801,0.0003457169,0.0001184858,0.001047538,0.003482687,0.004677699,0.000687646,0.0004433592,0.000205639,0.0006869919,0.0002313183,0.0003669213,8.093851e-05,0.0002268601,0.003413454,0.002055361,0.0004396591,0.0001522346,0.0006288015,0.0002748971,0.0001162089,0.001448392,0.002464643,0.004981223,2.964993e-05,0.00040209,0.001508473
"Microbispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77397e-07,4.236288e-07,7.100085e-08,5.362895e-07,0,0,3.540008e-07,0,1.729079e-07,0,3.395019e-08,4.569226e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511999e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbulbifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.518833e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93358e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcus",7.626526e-07,0,0,9.524599e-07,0,3.316285e-07,0,1.882558e-05,9.085292e-06,4.792704e-06,5.053356e-06,9.348569e-07,1.43624e-06,2.310417e-06,5.389867e-05,0.0001863743,1.93602e-05,1.795921e-05,0.0001213418,7.358371e-06,0.0002077522,6.417532e-06,8.60144e-05,2.249484e-05,0.000124305,0.0001794565,7.732712e-07,9.71434e-06,2.14203e-05,2.776562e-07,0,0,2.70237e-08,2.605045e-07,0,9.992418e-06,0,2.862273e-06,2.384952e-07,4.23309e-07,0,0,0,1.751477e-07,8.086798e-07,2.979814e-07,2.605347e-07,0,1.211558e-06,4.587327e-06,9.775008e-06,1.660962e-06,5.238733e-07,1.839652e-07,7.467235e-07,0,0,0,0,0,0,1.189343e-06,5.191109e-06,5.344411e-06,3.448767e-06,3.056646e-06,3.506875e-07,4.379749e-07,1.020578e-07,0,0,0,2.660129e-08,0,0,0,1.630385e-05,2.847776e-05,2.099706e-06,3.892797e-06,1.513961e-06,2.753799e-06,1.83256e-06,0,0,0,0,8.802579e-07,0,0,0,0,0,9.686116e-06,2.975118e-06,1.740416e-05,0,1.880949e-06,3.635847e-06
"Microcystis",0,3.102547e-06,2.701229e-06,0,0,3.939089e-07,1.667653e-07,0,3.017415e-07,1.912391e-06,0,9.872784e-06,6.948189e-07,5.400459e-07,0,0,0,1.480293e-06,3.657709e-07,1.228582e-05,8.485608e-08,0,3.552603e-07,6.532646e-07,2.278657e-06,7.301802e-08,0,0,0,0,8.173644e-08,0,1.323367e-07,0,0,1.373664e-07,7.210119e-07,2.511774e-06,0,0,0,0,0,1.596761e-05,6.509684e-06,3.091995e-05,3.267891e-05,0,0,0,2.846115e-07,4.276428e-07,9.146347e-07,8.871978e-06,2.739295e-06,0,0,2.131004e-06,9.591663e-06,0,0,2.766729e-05,0,3.149602e-07,4.817127e-07,1.568602e-07,1.260584e-06,5.240412e-07,9.188078e-06,0,0,2.183082e-06,9.87749e-06,1.138759e-05,8.389298e-06,0,0,1.963793e-07,8.184636e-08,1.9789e-07,3.507508e-06,4.49541e-06,6.261567e-07,0,0,6.513968e-07,0,1.200824e-06,0,0,0,0,0,7.224539e-07,5.761591e-07,0,0,5.043791e-07,4.500188e-06
"Microlunatus",0,0,0,1.083122e-07,0,4.997503e-07,0,0,3.688706e-07,5.324256e-07,1.588159e-07,0,0,0,4.715968e-06,1.420679e-05,5.215345e-06,7.319845e-06,3.16003e-06,5.840941e-07,7.674498e-06,0,4.209369e-06,2.26369e-07,2.608498e-06,4.56465e-06,3.560823e-08,1.046034e-06,1.803464e-06,0,0,0,0,0,0,1.071161e-06,0,9.843243e-07,0,0,0,0,0,0,1.016438e-07,0,0,0,6.061183e-08,0,5.909276e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.944253e-07,1.577846e-07,6.428695e-08,0,0,0,0,0,0,0,0,0,0,6.603038e-07,7.062955e-07,6.065997e-08,0,0,0,9.040054e-08,0,0,0,0,0,0,0,0,0,7.454882e-08,5.513265e-07,4.969483e-06,4.093097e-07,0,2.722046e-07,0
"Micromonospora",0,0,0,0,0,0,0,0,6.896949e-07,4.249758e-08,0,0,0,0,5.578821e-07,8.644452e-07,0,3.853796e-07,0,1.947403e-07,1.285862e-06,0,2.055187e-06,0,2.182803e-06,1.372895e-06,0,2.514728e-08,0,0,0,0,0,0,0,3.698327e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.313485e-07,6.3247e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.582222e-06,0,0,0,0
"Microvirga",0,0,0,8.415479e-07,0,2.200369e-06,0,0,2.088503e-06,2.704589e-06,4.764476e-08,5.347049e-07,9.972869e-07,3.557205e-07,0,0,1.228793e-06,0,0,0,0,0,0,1.336e-07,0,0,0,0,7.176512e-08,0,8.358012e-08,0,0,0,0,2.845712e-07,0,3.497055e-07,0,0,0,0,0,5.293938e-07,0,0,4.026217e-07,0,0,3.332999e-06,1.214999e-06,1.107799e-07,5.404075e-07,0,0,0,0,2.905429e-07,2.83197e-07,0,1.787677e-07,0,5.032099e-06,1.13531e-06,4.110367e-07,4.375732e-07,7.229217e-07,9.203513e-07,5.694138e-08,0,0,0,0,1.116641e-06,0,5.855714e-06,6.139865e-07,1.465308e-06,7.950789e-08,3.056725e-07,1.712925e-07,3.43084e-07,0,0,0,0,1.138741e-06,2.732022e-06,0,0,7.282312e-07,0,0,9.369491e-07,4.862619e-07,6.432884e-07,1.243165e-07,4.969331e-06,0
"Microvirgula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104016e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.008935e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella",0,0,0,0,0,0,0,0,0,0,2.565487e-07,0,0,0,9.008008e-08,0,2.032309e-06,0,0,1.833467e-07,0,0,0,0,3.689254e-07,0,0,0,0,0,0,0,0,3.379871e-07,0,7.169563e-08,6.809556e-08,4.031699e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136148e-07,0,0,0,6.440368e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855184e-07,0,0,8.125675e-08,1.18274e-07,0,0,0,0,2.563769e-07,0,0,1.747755e-06,0,0,0,0,0,0,0,0
"Mobilicoccus",0,0,0,0,0,0,0,4.597433e-07,1.37939e-07,6.094902e-07,1.500849e-06,1.926121e-07,2.837699e-08,4.481971e-07,7.528284e-06,1.171325e-05,1.080328e-05,1.998284e-06,8.752507e-06,1.044425e-06,6.748145e-05,0,1.835234e-05,1.390781e-06,5.630988e-05,5.331926e-05,2.529485e-07,5.003249e-07,5.734165e-07,0,0,0,0,0,0,1.329448e-06,0,1.076871e-06,0,2.113455e-07,0,0,0,0,0,5.354922e-08,0,0,0,0,1.892337e-06,2.232607e-08,0,0,0,0,0,0,0,0,0,0,5.000448e-07,1.153061e-07,5.902065e-08,1.974588e-07,0,0,0,0,0,2.945428e-07,0,0,0,0,1.25901e-06,7.10346e-06,2.88794e-07,3.904502e-07,1.005737e-07,2.226747e-08,1.153893e-07,0,0,0,2.868137e-06,6.216722e-08,0,0,0,0,0,4.340201e-07,0,9.154291e-06,0,1.0267e-06,6.423156e-07
"Mobiluncus",0,0,0,0,0,0,0,0,0,0,0,0,5.338722e-08,6.473228e-07,0,5.978485e-08,8.414075e-07,0,6.029678e-07,6.904428e-07,6.994198e-08,0,3.660257e-07,2.019182e-07,5.781158e-07,3.457534e-07,0,3.51181e-07,6.763647e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.545256e-08,0,1.581233e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.361736e-07,0,0,0,0,0,0,0,0,0,0,0,3.714565e-07,1.509302e-07,1.824613e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82341e-07,0,1.162637e-07,4.796439e-07
"Modestobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.020088e-07,4.49554e-07,1.004613e-07,3.449147e-07,6.477193e-08,0,4.958777e-07,0,2.306725e-07,8.09776e-08,2.594007e-07,2.586055e-07,0,0,0,0,0,0,0,0,0,3.192696e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moesziomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mogibacterium",0,0,0,0,0,0,0,0,1.415064e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650391e-07,0,1.112275e-07,0,0,0,0,0,0,0,0,0,0,0,0,5.250194e-07,2.823833e-07,5.07091e-07,0,0,0,0,0,1.461118e-07,0,0,0,0,3.690315e-07,3.148841e-07,0,0,0,0,6.117623e-07,0,0,0,0,1.225607e-07,0,0,0,0,0,0,0,0,0,1.478352e-07,0
"Moraxella",1.560103e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747608e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302676e-07,0,0,0,0,0,0,0,0,0,0,0,0,4.233353e-07,1.69561e-07,0,0,0,0,0,0,0,0,0,0,1.885581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella",0,0,0,3.355902e-07,0,2.055928e-07,0,5.5922e-07,2.385295e-06,6.282251e-08,5.198345e-07,0,0,0,0,1.617131e-07,4.160125e-07,2.258117e-06,1.630978e-06,0,5.67562e-07,0,1.584111e-06,2.912918e-07,1.088632e-06,1.790737e-06,0,1.261486e-07,8.700411e-07,0,0,0,0,2.714978e-07,0,6.076499e-07,0,0,9.253444e-08,0,0,0,0,3.101795e-07,3.820168e-07,0,1.336842e-06,0,0,2.191722e-07,5.497033e-08,5.880478e-07,0,0,0,0,0,1.33364e-06,1.401999e-07,0,0,3.085487e-07,1.889525e-06,2.610642e-06,2.227906e-07,4.925493e-07,0,0,0,0,0,0,5.330074e-08,7.006111e-06,0,0,2.050306e-06,1.602042e-07,2.908527e-07,4.965505e-08,0,8.125675e-08,0,0,0,0,2.692023e-06,0,0,0,9.387465e-06,7.839342e-06,0.0006994042,1.187907e-06,0,8.165898e-07,0,0,0
"Mucinivorans",0,0,0,4.053574e-07,0,0,0,9.006124e-07,4.123306e-05,5.735729e-07,1.781167e-06,0,0,0,0,0,6.709065e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.791242e-07,0,7.047828e-07,0,4.015033e-07,1.648426e-07,0,0,0,0,0,0,0,0,0,1.622277e-06,5.623644e-06,2.247897e-06,5.226196e-07,1.057741e-07,2.846299e-08,4.71366e-08,0,0,7.130564e-07,1.832022e-07,0,0,0,5.43698e-07,3.494296e-05,3.270744e-06,4.798644e-06,0,0,0,0,0,0,0,0,0,1.028351e-06,2.863216e-07,1.796651e-05,2.956867e-06,1.572945e-06,0,0,5.244214e-07,0,0,5.929206e-06,1.175826e-06,5.24529e-08,0,0,0.0001090084,0,0,5.763905e-07,1.923297e-06,3.617939e-06,0,0,8.811829e-08
"Mucispirillum",0,0,0,1.32071e-07,0,0,0,0,0,0,2.577076e-07,3.409873e-07,1.643002e-07,5.896439e-07,5.832529e-07,1.006582e-07,0,2.138402e-08,0,7.09801e-08,1.607225e-06,1.971204e-05,5.684164e-07,6.075721e-07,5.208359e-07,1.27816e-06,0,1.115908e-07,3.705348e-07,2.415146e-06,1.638162e-07,6.754552e-08,0,5.270346e-07,0,6.005365e-09,1.249e-07,9.590178e-08,2.531823e-07,0,6.720022e-08,0,0,0,6.322339e-08,2.276788e-07,1.905312e-07,0,2.733124e-07,0,1.905818e-08,8.146855e-08,3.632895e-08,3.508858e-07,1.832964e-07,7.839081e-07,0,0,5.918094e-08,0,0,0,1.503233e-07,1.873608e-07,2.286749e-06,1.400537e-07,0,7.581544e-08,5.915923e-07,0,0,0,0,0,0,0,1.230105e-07,3.936051e-08,1.471144e-07,4.771815e-08,3.668883e-07,0,1.669751e-07,0,0,0,3.230428e-06,2.487618e-08,0,0,0,0,0,1.028893e-07,0,3.550045e-07,0,0,5.344574e-07
"Mumia",0,0,0,5.890521e-05,5.727932e-07,9.020821e-06,9.970611e-08,0,1.763376e-05,2.258744e-06,4.00216e-08,2.312561e-06,7.535218e-06,9.160812e-06,8.460118e-07,4.785188e-07,2.923276e-07,4.217603e-07,4.662715e-06,2.93203e-07,1.078545e-07,2.969733e-07,2.069201e-07,2.084691e-06,3.049287e-07,1.383412e-07,3.74715e-07,5.224676e-07,7.359648e-06,0,1.467837e-07,3.791265e-08,2.796112e-07,8.448316e-07,0,9.491088e-07,4.633732e-07,1.534723e-06,2.451052e-07,2.895434e-07,8.696499e-08,0,0,2.989318e-07,5.384339e-07,2.128589e-07,5.193905e-07,0,0,9.074748e-07,6.950679e-07,0,2.530034e-06,1.262387e-07,0,0,0,7.626751e-08,2.76468e-06,3.98057e-06,0,2.90474e-06,1.824205e-06,5.22867e-06,0,9.593458e-08,8.115495e-06,5.629663e-06,3.464675e-06,0,0,3.308271e-07,2.323062e-06,9.61351e-06,2.546489e-07,0.0002164377,7.063969e-08,8.064819e-06,0,1.632028e-07,2.025197e-06,0,0,1.795792e-06,0,0,0,5.007857e-06,0,0,8.67339e-07,0,0,8.206029e-07,6.468201e-07,4.059763e-07,8.358433e-08,2.396618e-05,0
"Mycetocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.016195e-07,0,0,1.582265e-07,0,0,0,9.254583e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56284e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.895393e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308591e-07,0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium",0.0001896132,0.0001765609,0.0002681873,3.232243e-05,1.211663e-05,3.172237e-05,1.97997e-05,0.0001086449,4.33343e-05,5.656832e-06,7.284339e-06,1.969317e-05,9.028201e-06,1.067645e-05,8.925569e-05,0.0005893986,0.0003604082,0.0002902623,0.0001875845,6.251896e-05,9.632325e-05,8.277244e-05,0.0001006864,1.96336e-05,6.789374e-05,9.369341e-05,3.692231e-06,1.27746e-05,1.926479e-05,7.907693e-06,1.129255e-05,4.760725e-06,3.582043e-06,8.073516e-06,7.533568e-06,1.384253e-05,9.926698e-06,1.436362e-05,2.326713e-06,3.009683e-05,4.853152e-06,0.0002070555,0.0001656956,1.493715e-05,8.489082e-06,2.578625e-05,1.666179e-05,7.738608e-05,1.449867e-05,1.991725e-05,9.583229e-06,7.544511e-06,1.817585e-06,1.045147e-05,5.701475e-06,0.0002408606,0.0001796668,4.161585e-06,1.22993e-05,0.0001933594,4.387592e-06,2.763496e-05,0.0001836816,2.344787e-06,3.964826e-05,9.648614e-06,3.790378e-06,2.420343e-06,1.462118e-05,0.0002402733,0.0002531577,3.222718e-05,2.221427e-06,2.330692e-05,2.630275e-06,7.610335e-05,6.152115e-06,4.276836e-06,7.347045e-06,3.9197e-06,1.419885e-05,1.985803e-05,4.298196e-06,0.0001384053,0.0002277526,0.0001494014,0.0001922216,1.523562e-05,0.0002200206,0.0002064375,8.931404e-05,0.0002540173,1.174076e-06,3.346475e-05,0.0001644779,3.201458e-05,3.07963e-06,1.555606e-05,2.877708e-05
