"","CBJMD00700","CBJMD01400","CBJMD02800","CBJMD04200","CBJMD04201","CBJMD04202","CBJMD04203","CHCFD00700","CHCFD01400","CHCFD02800","CHCFD04200","CHCFD05601","CHCFD05602","CHCFD05603","DGYFD06201","DGYFD06202","DGYFD06203","DGYMD06201","DGYMD06202","DGYMD06203","DHCFD07801","DHCFD07802","DHCFD07803","DHCMD07801","DHCMD07802","DHCMD07803","DHKFD23501","DHKFD23502","DHKFD23503","DSLFD04101","DSLFD04102","DSLFD04103","DSLMD04101","DSLMD04102","DSLMD04103","DSTFD04001","DSTFD04002","DSTFD04003","DSTMD04001","DSTMD04002","DSTMD04003","HBJMD00700","HBJMD01400","HBJMD02800","HBJMD04200","HBJMD04201","HBJMD04202","HBJMD04203","HHCFD00700","HHCFD01400","HHCFD02800","HHCFD04200","HHCFD05601","HHCFD05602","HHCFD05603","LBJMD00700","LBJMD01400","LBJMD02800","LBJMD04200","LBJMD04201","LBJMD04202","LBJMD04203","LHCFD00700","LHCFD01400","LHCFD02800","LHCFD04200","LHCFD05601","LHCFD05602","LHCFD05603","MBJMD00700","MBJMD01400","MBJMD02800","MBJMD04200","MBJMD04201","MBJMD04202","MBJMD04203","MHCFD00700","MHCFD01400","MHCFD02800","MHCFD04200","MHCFD05601","MHCFD05602","MHCFD05603","NBJMD00100","NBJMD00700","NBJMD01400","NBJMD02800","NBJMD04200","NBJMD04201","NBJMD04202","NBJMD04203","NHCFD00100","NHCFD00700","NHCFD01400","NHCFD02800","NHCFD04200","NHCFD05601","NHCFD05602","NHCFD05603"
"Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.052298e-07,0,3.904792e-07,4.11807e-07,2.121315e-07,0,2.059237e-07,0,1.917278e-07,8.267666e-08,6.717129e-07,4.894094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Accumulibacter",0,0,5.427719e-06,6.400806e-07,0,0,0,7.72894e-07,2.943286e-06,4.514662e-06,1.386821e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424401e-08,0,0,0,0,0,0,0,0,7.563605e-08,0,0,0,0,0,1.969939e-07,0,0,0,0,7.933019e-08,2.400348e-06,2.21495e-06,2.590893e-06,0,0,0,0,0,0,2.607454e-07,0,0,0,4.129537e-06,7.33947e-07,6.929264e-06,1.774504e-06,0,1.946742e-08,0,0,0,0,4.449378e-07,0,2.242599e-08,3.770619e-07,6.174376e-07,4.964729e-07,2.462454e-06,2.317429e-06,0,0,0,2.005345e-06,0,0,0,1.482822e-06,0,0,0,0,0,1.887538e-06,2.493874e-06,1.387693e-06,0,0,0
"Acetivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetobacter",0,8.070679e-06,0,9.264124e-07,1.824108e-07,7.726518e-07,0,0,4.967022e-07,1.35002e-05,1.575548e-06,2.325355e-07,4.847693e-07,1.106146e-06,5.890236e-06,1.644083e-05,2.772643e-06,5.886545e-07,8.290807e-06,2.009225e-07,8.334753e-06,0,1.342094e-06,3.896666e-08,7.378508e-06,6.068609e-06,0,0,2.452685e-06,1.099887e-06,0,0,0,7.090811e-07,0,2.691666e-07,3.686376e-08,3.235967e-07,0,0,0,0,0,1.70071e-07,1.50494e-06,4.709194e-07,1.969743e-07,0,2.276141e-07,8.675567e-07,2.417481e-06,7.945587e-07,0,7.252008e-08,8.488133e-08,0,4.830044e-06,4.570756e-07,1.031587e-07,5.732021e-06,5.920297e-08,0,2.463632e-07,3.325389e-07,1.388547e-06,6.51152e-06,3.82753e-07,2.564923e-07,9.962533e-08,0,0,6.868271e-07,3.379633e-07,1.561464e-07,1.16996e-07,1.10567e-06,9.598128e-08,4.686385e-07,1.118414e-05,1.394237e-06,4.762689e-07,6.821238e-07,4.421958e-07,0,0,0,0,2.306949e-06,0,0,2.986692e-05,0,0,5.733933e-07,0,4.371251e-07,0,1.823397e-06,0
"Acetobacterium",0,0,0,1.451249e-07,0,0,0,0,5.324761e-07,2.031916e-07,8.291479e-08,0,0,0,0,2.416559e-07,3.216716e-06,1.261096e-07,9.294659e-07,0,0,0,2.023134e-07,0,3.399733e-07,0,0,0,6.229942e-07,0,0,0,0,5.255856e-07,0,1.695023e-07,0,4.929514e-08,1.093153e-07,0,0,0,0,1.951137e-07,0,0,0,0,0,0,2.214909e-07,0,0,8.019867e-08,0,0,0,4.904331e-07,0,0,0,0,0,2.493478e-07,1.190502e-07,2.03268e-06,0,0,7.281926e-08,0,0,9.243436e-08,0,0,0,0,7.927343e-08,1.352835e-07,2.271654e-07,0,0,0,2.684166e-07,0,0,0,0,4.382182e-07,0,0,8.108141e-07,0,0,0,0,8.414068e-08,0,0,7.897724e-07
"Acetomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acholeplasma",0,0,0,0,0,0,0,0,0,1.121057e-07,0,0,0,0,2.60992e-07,2.649035e-07,1.321364e-06,0,0,9.611865e-08,1.106308e-07,0,0,3.188278e-07,0,7.131439e-06,0,0,7.999116e-08,5.65792e-08,0,0,0,4.537361e-08,0,2.058435e-07,0,0,1.226619e-07,1.719379e-07,0,0,0,1.892725e-07,1.56684e-07,0,0,0,0,9.529227e-08,0,0,0,8.418571e-08,0,0,0,8.90836e-06,0,0,0,0,0,4.083201e-07,7.495758e-08,3.883444e-07,0,0,0,0,0,2.644589e-07,0,0,0,0,0,6.575947e-07,5.827804e-08,0,0,0,6.4956e-08,0,0,0,1.457913e-06,3.456291e-07,0,0,1.802392e-06,0,1.529471e-06,0,0,0,0,4.385905e-08,1.836744e-07
"Achromobacter",8.656268e-07,2.605092e-06,0,2.997371e-06,0,9.247826e-06,0,1.309643e-05,2.158774e-05,4.5666e-06,0,0,4.048039e-07,0,0,4.719857e-08,1.534979e-06,1.004339e-07,2.098938e-07,2.761771e-07,0,0,0,0,0,0,5.453919e-08,0,8.199535e-07,0,4.690361e-08,0,0,0,1.268243e-06,1.998532e-07,0,4.815821e-07,1.134156e-06,2.161473e-06,0,0,0,3.629349e-07,4.95111e-06,0,7.45357e-07,0,2.24102e-06,5.884474e-06,1.722481e-06,5.769308e-07,0,5.049546e-08,9.196956e-08,0,0,2.9878e-07,3.49189e-07,2.418574e-06,6.158157e-07,1.537633e-06,1.523911e-05,1.209402e-05,3.239048e-07,9.618346e-08,3.206146e-07,4.381548e-07,3.195445e-08,2.036846e-06,4.570222e-06,1.447343e-06,7.445619e-08,3.257503e-07,0,1.031208e-05,1.811259e-06,8.845752e-06,5.212787e-07,3.934e-07,1.298547e-07,4.249206e-08,8.398157e-08,0,3.164054e-06,0,6.061221e-06,1.895632e-06,6.915795e-06,1.009859e-05,1.016372e-05,8.225893e-07,8.49075e-06,1.374021e-06,7.107242e-06,1.239505e-06,2.258055e-07,5.788654e-07,7.103775e-07
"Acidaminococcus",9.95891e-07,0,0,7.248401e-07,0,3.741012e-07,0,5.830891e-07,6.229474e-07,7.929427e-07,5.723551e-07,2.006648e-07,4.461538e-08,4.618286e-07,0,2.064516e-07,5.55927e-06,0,0,1.498327e-07,0,0,2.756324e-07,1.184587e-07,3.732803e-08,5.015379e-08,0,1.231266e-07,1.000814e-06,2.032194e-06,0,0,0,8.861565e-07,5.318951e-08,3.360065e-07,0,2.836458e-07,2.888682e-07,1.418993e-06,0,0,0,3.594781e-07,1.342106e-07,0,0,0,2.183051e-06,3.074444e-07,1.653182e-06,2.837045e-07,0,0,6.601881e-08,0,0,3.955938e-06,1.065744e-07,0,0,0,0,2.047528e-06,7.968513e-07,3.763226e-06,4.977915e-08,4.629447e-08,4.617807e-08,0,0,2.632085e-07,1.761524e-07,0,0,2.228093e-06,3.977183e-07,1.941941e-06,2.087734e-06,3.264932e-07,0,8.066479e-07,8.730697e-07,3.42833e-06,3.640199e-06,0,1.871284e-06,1.035414e-06,0,0,7.890538e-05,0,0,5.31421e-07,8.361333e-07,0,0,1.045664e-07,0
"Acidiphilium",0,0,0,0,0,1.875006e-07,0,0,0,1.040341e-07,6.138282e-08,0,0,1.17514e-07,3.084342e-07,7.8916e-08,0,8.476625e-08,0,0,0,0,0,0,2.515401e-07,2.256921e-07,0,0,0,9.527937e-08,0,0,0,6.97083e-07,0,1.857569e-07,0,7.926658e-08,0,0,0,0,0,0,0,0,0,0,0,3.331418e-07,7.330902e-08,3.568063e-08,0,0,0,0,0,0,1.013178e-07,0,0,0,0,6.090225e-07,3.625316e-07,4.556075e-07,0,0,0,0,0,0,0,0,0,0,2.432253e-07,4.943409e-07,1.947788e-07,4.507746e-07,0,1.052644e-07,0,0,0,0,0,2.009995e-07,0,0,1.677845e-06,0,0,3.112281e-07,0,0,0,0,0
"Acidipropionibacterium",0,0,0,3.928926e-07,0,9.356659e-07,0,3.075998e-06,4.258258e-06,8.855672e-07,9.032331e-07,5.649715e-07,0,0,1.114182e-05,3.294226e-05,8.551427e-06,5.550897e-06,1.826208e-05,4.002373e-06,2.703145e-05,0,1.389324e-05,1.074699e-06,1.814516e-05,1.834895e-05,3.866128e-07,5.374267e-05,4.631718e-05,8.930054e-07,2.925304e-07,0,0,5.710816e-07,0,6.248629e-07,0,6.443309e-07,0,0,0,0,0,0,3.467812e-07,0,7.029945e-07,0,4.722618e-07,5.838958e-07,6.558544e-06,2.219825e-08,0,7.491085e-08,0,0,0,1.49776e-07,9.877231e-08,0,0,4.544386e-07,1.364473e-06,0,7.457514e-07,3.47797e-06,0,1.150348e-07,0,0,0,3.63847e-07,0,2.269638e-07,2.72562e-07,2.535416e-06,4.752156e-07,1.125771e-06,2.669673e-07,3.220191e-07,1.906992e-07,4.453495e-08,0,0,0,0,0,0,0,0,8.275672e-07,0,0,9.110696e-07,3.373171e-06,5.843582e-06,6.345319e-08,8.333739e-07,9.147762e-07
"Acidisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.929663e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42771e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidocella",0,0,0,0,1.473608e-07,0,0,0,2.344963e-07,1.337581e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.223762e-06,8.110072e-07,0,0,0,0,0,0,0,0,0,0,0,4.257155e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.920039e-07,7.835764e-07,5.923504e-07,0,0,0
"Acidomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.250342e-07,2.258173e-07,0,0,0,0,0,0,0,0,0,0,0,9.87208e-08,0,0,0,0,0,0,3.986977e-08,0,9.666656e-08,0,0,0,0,0,0,2.960874e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidothermus",0,0,0,0,0,0,0,0,0,0,0,0,0,2.369234e-07,0,3.182097e-07,9.955387e-07,0,0,0,0,0,5.195204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.598116e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94569e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidovorax",2.04934e-05,0,2.509286e-05,3.577954e-06,6.074398e-06,2.550589e-05,1.235654e-06,0.0006334138,1.422341e-05,4.035113e-05,6.574523e-06,5.935837e-07,5.54066e-07,1.771763e-06,3.446005e-06,1.654594e-06,2.152163e-05,9.548455e-07,1.221731e-06,2.246171e-06,5.533398e-07,0,4.570751e-07,6.039688e-08,5.347178e-07,2.549605e-07,0,9.236593e-08,1.602972e-05,1.154096e-06,1.114345e-07,1.377806e-07,8.089843e-07,2.282204e-06,4.296355e-07,1.483788e-06,0,5.795138e-06,7.077967e-08,0,9.538095e-08,0,0,2.995436e-07,3.671283e-05,2.331062e-06,4.114765e-06,0,0.0002810953,3.195315e-05,1.99493e-05,9.42975e-06,1.859499e-06,1.999577e-06,2.175843e-06,1.828515e-06,0,1.979757e-06,2.210811e-06,2.179476e-06,1.568803e-06,1.277611e-05,4.037025e-05,4.40514e-06,4.345289e-05,1.050857e-05,5.126016e-07,3.830335e-07,4.004528e-07,0,0,2.514478e-05,1.491474e-06,9.576317e-06,2.984742e-07,0.0002427539,0.0001068933,5.490297e-06,7.547532e-06,1.960884e-05,4.861374e-06,2.891801e-06,1.161998e-06,1.150883e-05,0,0,6.456613e-05,1.22593e-05,0,0,2.646757e-05,0,5.276633e-06,1.24396e-05,1.358273e-05,8.312846e-06,0,1.922294e-06,3.382206e-06
"Acinetobacter",0.005161492,0.0001035539,0.002455989,0.0004966043,2.950043e-05,0.000123237,7.266235e-06,0.0002445026,0.0001685686,0.0004315696,1.781523e-05,7.482578e-05,6.514812e-05,4.146319e-05,0.0001173054,0.0001504284,0.00626244,0.000105711,0.0001522883,0.001892465,7.899837e-05,9.210596e-05,0.000155077,4.642225e-05,9.615133e-05,0.0001251631,4.954571e-05,2.365051e-05,0.004858826,7.378912e-05,1.515786e-05,2.782732e-05,2.818206e-05,7.191249e-05,8.667809e-06,0.0004098154,4.91778e-05,0.002277299,4.407029e-05,2.340269e-05,0.0002251577,0.0001961592,0.0001506652,6.903115e-05,0.000218369,8.913418e-05,0.0002403852,0.0001066731,0.0001073574,0.0004175561,0.0002160678,1.431387e-05,8.360903e-05,0.0004973598,0.0007640406,0.0005904133,8.969045e-05,0.0001729278,0.000174039,0.0001166428,4.029859e-05,0.0003078208,0.000790099,4.001689e-05,7.875762e-05,2.088698e-05,4.29578e-05,9.213416e-05,9.889234e-05,4.776743e-05,0.0002546745,0.00403766,0.0001625396,0.000159068,0.0001158723,0.0003028478,0.0001453884,3.343398e-05,5.331971e-05,4.170106e-05,0.000107293,0.0003042489,0.0002815064,0.007314503,5.92585e-05,0.0001901485,0.004973361,0.0007767906,7.700403e-05,2.420134e-05,0.000847075,4.346988e-05,0.0003390866,0.001648764,0.0003054877,9.609958e-05,8.620602e-05,0.0001312322,0.0006071783
"Acremonium",0,0,0,2.429792e-07,1.048862e-07,4.284482e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.828705e-08,0,1.00905e-07,0,5.88031e-08,0,0,0,0,0,0,0,0,2.516894e-07,0,0,0,0,0,0,0,0,0,0,0,4.256431e-07,0,2.274543e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.531519e-07,0,0,0,0,0,0,0,0,0,0,0
"Actibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.745082e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus",0,0,4.612868e-06,0,0,4.533381e-08,0,0,0,4.644378e-08,2.917026e-08,0,5.624725e-08,0,6.368007e-07,2.404559e-06,5.969381e-08,1.27968e-06,1.541748e-06,2.893284e-07,1.934407e-06,0,6.878344e-07,1.932604e-07,2.856197e-07,2.2237e-06,0,3.274822e-07,0,0,0,0,0,0,0,5.063107e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.590045e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.218077e-07,0,0,0,0
"Actinobacillus",1.327855e-06,0,0,2.649968e-07,1.154088e-07,3.413239e-06,0,1.547356e-06,9.186134e-06,1.262549e-06,8.094984e-07,1.542711e-07,1.019368e-07,6.697269e-07,4.366989e-07,3.192395e-07,5.992563e-07,9.121287e-06,1.609865e-07,2.457887e-07,7.096056e-07,4.171082e-07,1.719965e-06,8.338109e-07,1.647628e-06,1.96038e-06,0,2.988375e-07,6.87691e-07,4.625212e-07,0,0,0,4.823699e-07,0,6.30543e-06,0,1.154368e-06,3.136017e-07,0,6.124136e-07,0,0,1.491702e-06,4.521465e-06,2.835163e-07,0,0,5.237333e-06,6.940454e-06,1.440558e-06,1.505746e-07,5.031971e-08,4.412225e-08,0,0,0,9.254121e-06,1.639446e-07,0,8.29608e-08,0,5.970121e-06,2.128622e-05,0,1.917809e-06,0,1.474232e-07,0,0,3.505316e-06,1.201048e-06,1.869838e-07,7.448892e-05,2.006727e-07,0,2.262593e-06,1.122985e-05,2.16138e-07,2.612916e-07,1.493959e-07,2.997822e-07,1.37795e-07,4.393588e-06,0,0,1.986347e-06,5.767372e-07,0,0,2.036219e-05,5.047344e-06,0.0001587462,1.781416e-06,3.147692e-06,3.530274e-06,0,3.329881e-07,3.564245e-06
"Actinobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58062e-07,5.218835e-07,6.641326e-07,2.30958e-07,4.876945e-07,2.681723e-07,5.546935e-07,0,4.049653e-07,1.645259e-07,6.604349e-07,9.570524e-07,0,3.416536e-06,3.168291e-06,0,0,0,0,0,0,4.983721e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16206e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681724e-07,0,4.327099e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.57868e-08,0,0,3.837151e-07
"Actinokineospora",0,0,0,0,0,0,0,1.099156e-06,0,0,0,0,0,0,0,2.241932e-07,8.868305e-08,1.605421e-07,0,3.845504e-07,8.742748e-08,0,2.038624e-07,1.306529e-07,0,7.523069e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034148e-07,0,0,0,0,0,0,0,0,0,0,0
"Actinomadura",0,0,0,0,0,5.095126e-07,0,0,5.47158e-07,0,0,0,0,0,4.116218e-07,1.464993e-06,1.753506e-07,1.253939e-07,3.515536e-07,0,8.372173e-07,0,2.662005e-07,0,5.325369e-07,5.20081e-07,0,0,0,3.175979e-07,0,0,0,2.208182e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720318e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.030075e-07,2.183764e-07,1.882322e-06,0,0,0,0,0,0,0,0,0,0,0,4.870207e-07,1.484147e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808355e-06,0,0,0,0
"Actinomyces",1.17684e-05,0,0,5.394893e-06,2.038906e-07,5.251029e-06,4.973701e-07,3.794371e-06,1.076941e-05,3.316839e-06,4.831147e-06,1.745421e-06,3.638366e-06,2.447835e-06,5.361116e-05,0.000152175,6.800588e-05,4.794411e-05,0.000106048,2.127727e-05,0.0002124671,1.064612e-05,0.0001420488,3.437951e-05,0.0001353009,0.0001863192,8.749242e-07,1.78238e-05,4.177888e-05,1.027149e-06,8.822346e-08,3.649975e-08,3.19519e-07,3.95592e-06,0,1.202363e-05,2.329972e-07,4.402877e-06,9.406667e-07,0,0,0,0,2.193498e-07,1.568173e-06,0,0,0,1.334702e-05,2.489842e-06,1.218039e-05,1.156109e-06,8.900439e-07,2.697048e-07,6.776119e-07,3.141854e-06,5.223045e-06,1.181309e-05,2.665791e-06,0,2.080357e-06,1.606904e-06,3.221747e-06,9.944723e-06,3.855047e-06,8.398958e-06,7.787519e-07,2.208464e-07,4.081547e-07,0,4.298185e-06,2.0618e-06,2.41345e-07,5.081445e-07,4.688146e-07,0,1.078573e-05,3.645969e-05,4.935783e-06,2.048085e-06,3.846966e-06,9.169464e-06,2.593527e-06,0,0,0,0,5.516288e-06,0,0,3.752783e-06,0,5.057091e-06,2.027311e-06,4.359145e-06,3.480295e-05,5.422303e-07,2.914628e-06,1.461875e-05
"Actinomycetospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.640185e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoplanes",0,0,0,5.910728e-07,0,0,0,0,3.697013e-07,8.98912e-08,1.47863e-07,0,3.612285e-08,0,3.222841e-06,7.96547e-06,3.926217e-06,3.840398e-06,2.159965e-06,6.836055e-07,7.590299e-06,8.288516e-07,1.529226e-05,1.45718e-06,2.918418e-06,5.572328e-06,2.585158e-07,0,6.50732e-08,0,0,0,0,5.018596e-07,0,1.245251e-07,0,1.592978e-07,0,0,0,0,0,0,4.248774e-08,0,0,0,0,6.694971e-08,2.525608e-07,1.336998e-07,0,0,0,0,0,0,2.281932e-07,0,0,0,0,0,0,2.897663e-08,0,0,0,0,0,4.392725e-07,0,0,0,0,2.610223e-07,8.416256e-08,7.694312e-08,0,0,1.001434e-07,1.835319e-07,0,0,0,0,2.263508e-07,0,0,0,0,7.604837e-08,0,2.697613e-06,8.508775e-07,0,0,2.463541e-07
"Actinopolyspora",0,0,0,1.290322e-05,3.97551e-07,4.538664e-06,0,0,0,9.389357e-08,0,0,1.093696e-07,3.377285e-07,7.038353e-07,3.229188e-07,6.473903e-07,3.18225e-07,0,1.620218e-06,1.304388e-06,0,1.733076e-06,9.763076e-08,5.465562e-07,6.796517e-07,0,7.656783e-08,0,1.040168e-07,0,0,9.277209e-08,0,0,0,4.878488e-08,0,0,0,0,0,0,2.026219e-07,1.631319e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443541e-07,0,1.592229e-07,0,0,0,0,5.137341e-08,4.061583e-08,2.779787e-07,0,0,0,9.163554e-07,0,0,0,0,1.461012e-07,6.2332e-08,0,0,0,1.150717e-07,0,0,0,0,0,4.817136e-07,0,0,5.891308e-07,5.41538e-06,0,0,4.042091e-06,0,0,0,0
"Actinosynnema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.200365e-08,0,0,0,0,0,0,0,0,1.615732e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinotalea",0,0,0,8.949374e-07,3.030706e-07,4.668523e-06,0,0,8.053408e-07,0,1.124202e-07,1.231777e-07,0,1.769789e-07,1.735682e-06,5.914358e-06,3.348751e-06,2.475085e-06,3.32086e-06,9.995913e-07,6.509305e-06,0,3.770907e-06,6.621411e-07,2.947065e-06,5.875067e-06,0,1.860619e-07,1.022109e-07,0,0,0,0,2.03207e-07,0,5.589439e-07,0,5.414384e-08,0,0,0,0,0,5.635904e-07,0,0,0,0,0,0,3.388835e-07,0,0,0,0,0,0,0,7.167722e-07,0,0,0,0,1.611171e-07,1.654367e-07,3.98797e-07,0,0,0,0,0,1.815998e-06,1.964436e-07,0,1.050981e-07,1.278732e-05,4.321806e-07,1.235115e-07,2.031544e-07,0,1.876558e-07,0,3.835915e-08,0,0,0,0,4.21439e-07,0,0,1.676525e-06,0,8.118047e-08,4.526285e-07,1.437705e-06,5.095633e-07,0,0,0
"Actinotignum",0,0,0,0,0,0,0,0,1.224981e-07,0,0,0,0,0,5.703295e-07,2.469267e-06,4.704722e-07,1.332803e-07,2.961002e-06,0,8.909769e-07,0,7.646421e-07,0,6.18811e-07,1.595989e-06,0,5.87674e-07,3.90998e-07,0,0,0,0,0,0,1.201956e-07,0,0,3.148933e-08,0,0,0,0,0,0,0,0,0,0,0,9.605722e-08,0,0,0,0,0,0,0,0,0,0,0,0,9.089888e-08,0,1.755897e-07,0,0,0,0,0,0,0,0,7.338208e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.056978e-07,0,0,0,4.587898e-07
"Adlercreutzia",0,0,0,4.990725e-07,7.307646e-08,4.131399e-07,0,1.147349e-06,2.173069e-06,5.123048e-07,7.19611e-07,2.240425e-07,1.866756e-07,1.052993e-07,6.835864e-07,9.794539e-07,3.001783e-06,7.514738e-08,3.528003e-07,2.454715e-07,3.624965e-06,0,4.846984e-07,2.131171e-07,1.569895e-06,2.595225e-06,0,0,9.46653e-07,1.2013e-07,1.400599e-07,0,1.889973e-07,8.618682e-07,0,1.579237e-06,6.430007e-08,1.842177e-06,8.094328e-07,1.180846e-07,5.054375e-08,0,0,8.03859e-07,3.682136e-07,0,0,0,0,2.965746e-06,4.121541e-06,1.540982e-07,0,1.11757e-07,2.318114e-08,0,1.700526e-06,2.85239e-06,2.905558e-07,0,0,0,5.014317e-07,6.95336e-06,1.594087e-06,7.427683e-06,6.740315e-08,1.130165e-07,1.729042e-08,0,0,8.995223e-07,0,0,0,0,1.8393e-06,3.969288e-06,2.520682e-06,8.03923e-07,0,4.04304e-07,7.565394e-07,8.860647e-06,0,0,2.60629e-06,8.294079e-07,0,0,0,0,1.039601e-05,4.472841e-07,2.361485e-06,4.314689e-07,0,1.286593e-07,8.429207e-07
"Advenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004843e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
