"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Facklamia sourekii","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Faecalibacterium prausnitzii","1.323387e-04","1.081933e-04","7.848691e-06","7.502534e-05","2.604848e-06","3.341038e-06","7.758186e-07","9.614238e-05","1.599753e-04","9.140390e-05","4.120710e-05","1.857667e-05","4.769972e-05","6.285515e-05","1.207571e-04","5.423089e-05","1.216813e-04","6.442931e-06","1.134953e-04","1.342109e-04","1.432319e-05","2.806948e-05","5.634703e-05","2.521836e-05","1.459525e-05","4.933050e-06","7.159603e-05","4.797667e-06","3.664055e-05","1.068404e-04","3.581647e-05","5.509184e-05","7.951232e-05","6.560509e-05","3.700084e-06","1.379782e-04","4.654010e-06","2.275096e-05","6.114395e-06","1.973323e-06","1.099547e-05","6.870548e-05","1.015528e-04","2.408410e-05","1.763079e-06","1.191263e-06","1.065630e-06","8.425094e-06","2.609512e-05","2.009423e-04","3.745635e-05","7.884655e-06","7.643818e-05","1.346609e-05","2.597000e-05","1.434761e-04","4.376692e-05","2.506661e-05","6.799705e-06","2.812581e-06","3.775520e-06","5.417478e-06","2.310400e-05","9.134450e-05","5.938286e-06","4.936491e-06","1.803321e-05","6.552278e-05","1.598971e-04","1.823663e-04","1.887295e-04","1.436689e-06","2.054572e-05","4.549134e-06","5.268294e-06","3.804778e-07","7.844557e-05","1.300848e-05","7.375009e-06","4.543895e-05","7.124587e-05","1.339987e-04","1.593700e-04","0.000000e+00","2.158555e-04","9.251711e-05","1.222943e-05","2.003525e-05","2.943882e-06","4.049148e-05","1.030125e-05","4.238603e-06","3.220721e-06","3.004151e-05","9.281502e-05","1.685320e-05","5.491186e-05","7.595049e-06","9.384679e-05"
"Faecalicoccus pleomorphus","1.922080e-07","4.345220e-07","7.023533e-08","1.074914e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.784015e-08","2.089892e-07","4.914610e-07","0.000000e+00","4.381390e-07","2.193883e-07","4.475720e-07","1.471921e-06","1.133937e-06","0.000000e+00","5.010805e-07","1.764963e-07","0.000000e+00","2.596459e-07","0.000000e+00","1.552557e-07","9.938007e-07","0.000000e+00","3.753392e-08","7.419761e-08","3.247069e-07","1.071460e-06","2.010116e-07","2.802923e-07","0.000000e+00","5.823013e-08","0.000000e+00","1.228288e-06","0.000000e+00","1.217379e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.765082e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.832748e-07","0.000000e+00","0.000000e+00","1.824841e-07","9.988063e-08","7.681604e-08","0.000000e+00","0.000000e+00","0.000000e+00","5.953774e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.767928e-07","8.325065e-08","0.000000e+00","2.606303e-07","1.128085e-07","7.495056e-08","4.429630e-07","1.554565e-07","0.000000e+00","1.373206e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.977026e-07","7.917261e-08","0.000000e+00","3.249988e-07","6.782807e-08","1.010454e-06","5.247171e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.064171e-07","0.000000e+00","0.000000e+00","4.851057e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.105461e-07","1.580227e-07","0.000000e+00","1.588096e-07","0.000000e+00","1.876242e-07"
"Faecalitalea cylindroides","7.083664e-05","1.389072e-05","1.639783e-06","4.373313e-05","1.752493e-07","8.137924e-07","7.099699e-07","8.975624e-05","5.304554e-05","4.967173e-05","1.394152e-05","2.438834e-06","5.494353e-06","1.460349e-05","1.098734e-04","1.154081e-04","2.542761e-05","1.218723e-06","2.194217e-05","8.485935e-05","1.627150e-06","5.468316e-06","1.984360e-06","2.408837e-06","1.617177e-05","9.914393e-07","7.553141e-06","1.749342e-06","7.786269e-06","3.106004e-05","1.656281e-05","1.396602e-05","3.881229e-06","2.203438e-05","6.487714e-07","7.112530e-05","1.279429e-06","1.760344e-05","1.955986e-06","7.947660e-08","5.375124e-06","2.069341e-05","1.761988e-06","4.948588e-06","1.051998e-07","5.190634e-07","6.184153e-07","1.432794e-06","2.453054e-05","6.512269e-05","1.304226e-05","2.050108e-06","3.035338e-06","1.074551e-06","1.285334e-06","4.378772e-05","3.457100e-06","5.669913e-06","9.275067e-07","3.048362e-07","9.576999e-07","1.441176e-06","9.160735e-06","5.033033e-05","2.206634e-06","2.000536e-06","3.067757e-06","3.431725e-06","1.301049e-06","8.293617e-05","1.960696e-05","4.352815e-07","8.605773e-06","1.473161e-06","8.947668e-07","2.834575e-07","4.258532e-04","1.893368e-06","1.878467e-06","5.320131e-06","1.785487e-06","3.200755e-05","2.152162e-05","0.000000e+00","9.175575e-06","1.996767e-05","3.667456e-06","4.016072e-06","2.771596e-07","7.804107e-06","4.807788e-06","1.526362e-05","3.368946e-06","1.443228e-05","2.450662e-05","1.992535e-06","1.328436e-05","9.657552e-07","9.430070e-06"
"Flavobacterium aquatile","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.619635e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Flavonifractor plautii","1.324489e-03","9.256439e-05","5.780809e-06","7.653802e-04","4.600282e-07","5.893487e-07","8.167923e-08","2.359013e-04","1.103981e-04","7.286986e-05","2.416550e-05","4.663081e-06","9.678756e-06","1.505906e-05","8.346667e-05","4.527244e-05","2.613049e-05","1.515302e-06","1.990096e-05","6.929514e-05","1.447683e-05","1.564955e-05","2.443903e-05","7.933113e-06","8.075161e-06","9.886402e-07","3.206744e-05","1.747915e-05","9.842816e-05","5.752061e-05","2.224616e-05","2.210860e-04","9.760190e-05","5.778334e-05","2.183644e-06","6.759360e-05","1.113593e-06","4.427045e-05","3.104674e-04","6.595369e-07","1.581599e-05","4.795682e-04","1.224053e-03","1.031811e-05","1.145126e-06","5.456541e-07","1.425437e-06","3.535516e-06","2.629637e-04","8.444839e-05","1.216668e-05","4.129924e-06","1.951629e-06","1.994461e-06","1.988236e-06","4.267725e-04","1.067170e-04","1.949386e-05","4.016385e-06","4.528435e-08","2.089260e-06","3.364149e-06","1.263633e-04","6.669148e-05","3.052858e-05","9.037086e-06","4.618109e-06","6.955055e-06","9.128894e-06","1.276593e-03","4.010422e-05","1.404159e-05","2.044442e-05","2.988482e-06","1.234400e-06","6.219538e-08","1.240911e-04","5.661378e-05","8.540959e-06","1.825323e-05","8.942148e-06","5.794795e-05","5.061424e-05","3.601890e-05","4.125357e-04","1.094539e-04","5.876889e-06","1.328766e-05","6.914667e-07","1.635332e-05","6.114552e-06","1.602810e-05","4.209780e-04","8.807342e-05","5.559348e-05","3.804477e-06","3.179807e-05","3.068634e-06","1.947966e-05"
"Fusarium avenaceum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.227365e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.332695e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusarium fujikuroi","0.000000e+00","0.000000e+00","4.517351e-07","5.790555e-07","5.383978e-07","2.021134e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.410509e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.393803e-08","0.000000e+00","0.000000e+00","5.530979e-08","0.000000e+00","7.735577e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.655928e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.074849e-06","0.000000e+00","0.000000e+00","4.195768e-07","3.982343e-07","3.209757e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.360430e-08","7.817748e-07","8.857898e-07","1.110706e-07","1.371544e-06","3.271729e-06","3.885588e-07","0.000000e+00","1.111949e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.858993e-07","0.000000e+00","0.000000e+00","1.855376e-06","7.487631e-07","6.000988e-08","0.000000e+00","0.000000e+00","9.072753e-08","2.970966e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.882596e-07","6.770805e-07","1.397893e-06","2.202143e-07","1.494999e-06","9.182608e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.467697e-08"
"Fusarium oxysporum","2.369075e-07","7.481142e-07","1.323656e-06","2.970773e-06","1.602730e-06","3.442155e-06","2.851371e-07","0.000000e+00","1.112242e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.127534e-08","0.000000e+00","1.425067e-07","0.000000e+00","0.000000e+00","7.113598e-07","2.763614e-06","1.443439e-07","3.836786e-07","3.222836e-07","1.464616e-06","0.000000e+00","0.000000e+00","3.668565e-08","0.000000e+00","6.536102e-08","0.000000e+00","4.988698e-08","0.000000e+00","0.000000e+00","2.362743e-06","2.195911e-06","2.970814e-07","9.185354e-06","7.502064e-06","9.567959e-07","0.000000e+00","1.111949e-07","5.914738e-08","4.412066e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.101450e-06","3.315225e-06","5.296071e-06","9.307714e-07","0.000000e+00","0.000000e+00","2.259186e-07","0.000000e+00","0.000000e+00","0.000000e+00","5.096770e-08","0.000000e+00","0.000000e+00","0.000000e+00","4.941594e-07","1.862363e-06","3.969881e-06","3.486622e-07","4.963059e-06","3.214000e-06","0.000000e+00","0.000000e+00","4.745393e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusarium pseudograminearum","0.000000e+00","0.000000e+00","1.921639e-07","4.967847e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusarium verticillioides","1.155161e-05","1.790028e-05","4.469544e-05","6.528775e-05","6.248089e-05","1.029954e-04","6.096910e-06","2.389547e-06","2.327364e-06","6.203386e-07","0.000000e+00","6.014487e-07","1.181959e-06","2.007246e-06","4.616998e-08","9.983629e-08","0.000000e+00","0.000000e+00","4.268922e-08","0.000000e+00","2.880743e-08","3.834686e-07","3.485450e-07","2.514084e-07","2.882184e-07","0.000000e+00","2.426121e-06","1.117122e-07","4.373229e-07","2.623227e-07","2.960577e-07","6.128364e-07","3.173610e-06","8.681548e-07","6.563983e-08","1.504981e-06","9.989328e-07","2.913629e-06","2.798623e-06","1.556116e-06","4.818437e-07","1.934900e-04","1.778053e-05","9.597013e-05","8.081961e-06","2.524808e-05","1.955146e-05","4.737981e-05","1.480141e-05","2.676537e-06","2.369160e-06","8.303801e-08","7.588785e-07","1.194251e-07","1.584191e-07","1.095922e-05","1.294942e-05","1.245505e-04","9.622315e-05","1.759708e-05","3.492376e-04","2.336466e-04","1.717988e-05","2.561650e-06","3.056413e-06","2.810212e-06","1.878281e-06","1.318592e-06","9.620023e-07","1.713320e-05","1.720533e-06","2.633152e-05","1.382860e-04","1.458695e-04","2.535676e-05","1.990226e-06","4.671531e-06","4.107055e-06","1.074708e-06","1.929587e-06","1.339828e-07","8.232620e-07","4.590538e-07","0.000000e+00","7.489615e-05","5.659707e-05","1.030686e-04","1.505449e-04","1.593000e-05","2.915346e-04","1.067207e-04","3.037059e-06","2.438369e-06","5.834939e-06","8.023947e-07","2.046935e-07","0.000000e+00","5.993124e-07","9.512371e-07"
"Fusobacterium gonidiaformans","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.147232e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.522976e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusobacterium mortiferum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.679253e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusobacterium necrophorum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.208672e-07","0.000000e+00","0.000000e+00","0.000000e+00","5.494821e-07","4.935624e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.174187e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.279176e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.380795e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Fusobacterium perfoetens","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Gallibacterium anatis","0.000000e+00","6.858050e-07","6.222923e-08","1.304545e-08","0.000000e+00","1.408511e-07","0.000000e+00","1.010619e-07","5.274917e-07","7.095182e-07","0.000000e+00","9.994820e-05","1.366924e-06","6.966610e-05","4.326601e-07","1.293595e-06","1.384668e-06","0.000000e+00","4.145214e-07","2.560548e-06","1.504039e-07","2.347227e-05","2.172656e-05","8.247927e-04","2.048902e-03","7.583347e-07","3.776630e-06","8.758447e-06","1.155442e-05","6.324422e-08","7.042468e-08","0.000000e+00","0.000000e+00","2.987206e-07","9.052363e-07","9.284924e-07","2.292729e-04","1.919488e-05","1.922850e-07","1.041111e-07","4.940224e-07","0.000000e+00","1.271739e-06","2.713773e-07","3.769095e-07","3.956828e-08","4.297115e-07","1.877018e-07","2.800219e-07","9.287958e-07","2.707384e-07","2.042995e-07","3.053664e-06","1.680879e-06","9.631156e-07","2.841529e-07","4.996514e-07","2.855469e-07","1.147522e-06","0.000000e+00","2.804594e-07","5.981969e-07","4.902401e-08","2.479080e-06","1.272070e-06","1.133855e-06","2.528571e-06","2.293057e-06","2.246257e-06","0.000000e+00","3.831792e-06","0.000000e+00","5.018994e-07","6.136178e-07","1.372835e-06","9.855114e-08","3.870986e-06","3.927746e-06","1.644430e-06","1.551796e-07","9.655679e-05","1.171144e-04","1.190019e-06","2.717488e-05","1.334359e-06","1.211668e-06","3.278796e-07","1.429290e-07","2.020537e-06","0.000000e+00","2.607335e-07","1.521098e-06","2.068450e-07","4.241783e-06","3.267084e-07","4.628504e-07","9.889854e-06","3.849796e-06","3.116915e-06"
