"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Beduini massiliensis","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Beutenbergia cavernae","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.197935e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.270024e-07","0.000000e+00","2.107612e-07","0.000000e+00","1.138379e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.031095e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.039437e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.193324e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.538880e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bhargavaea cecembensis","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.967535e-07","0.000000e+00","0.000000e+00","1.167441e-07","1.794692e-07","2.350982e-07","1.528157e-06","2.906870e-06","7.499584e-08","1.002196e-06","2.089695e-06","1.548549e-07","9.397048e-07","4.384562e-06","1.491422e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.361677e-07","4.861038e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.185369e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.995795e-07","0.000000e+00","2.652086e-08","3.354379e-07"
"Bifidobacterium adolescentis","0.000000e+00","0.000000e+00","1.177244e-07","0.000000e+00","0.000000e+00","2.512408e-08","0.000000e+00","0.000000e+00","0.000000e+00","4.150276e-07","1.296181e-07","6.614467e-08","1.041339e-08","4.922824e-08","3.521761e-07","2.328002e-06","3.620411e-07","1.246332e-07","2.960217e-07","1.725764e-06","1.760611e-08","4.405455e-08","1.377103e-07","0.000000e+00","0.000000e+00","0.000000e+00","1.314294e-07","1.120289e-07","9.295683e-07","6.881038e-07","1.573292e-07","6.540933e-08","2.568529e-08","2.819538e-07","0.000000e+00","4.971603e-07","2.845269e-08","3.032943e-08","6.672009e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.035876e-08","0.000000e+00","8.888439e-08","7.164776e-07","0.000000e+00","5.844044e-08","1.080187e-08","0.000000e+00","7.421404e-07","0.000000e+00","0.000000e+00","0.000000e+00","5.783727e-08","0.000000e+00","2.588160e-07","0.000000e+00","1.291414e-08","1.469582e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.110985e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.041896e-09","0.000000e+00","2.956977e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.363645e-08","2.795704e-07","1.818775e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.905594e-08","4.832491e-08","6.044406e-08","2.517300e-08","3.196229e-08","1.287163e-07"
"Bifidobacterium angulatum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.813647e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.852591e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium animalis","8.410265e-07","6.521264e-05","1.878840e-05","9.327998e-07","4.470397e-07","1.160634e-06","9.654337e-08","0.000000e+00","8.796951e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.331100e-07","4.507760e-08","5.447368e-08","1.784040e-06","8.060924e-06","6.156109e-08","4.199125e-08","3.068875e-07","2.559160e-08","4.411739e-07","1.543578e-07","3.103310e-08","1.476625e-07","5.065948e-08","3.769953e-07","1.604145e-07","0.000000e+00","0.000000e+00","1.333574e-07","0.000000e+00","0.000000e+00","9.741295e-08","0.000000e+00","4.596573e-08","0.000000e+00","0.000000e+00","1.236287e-06","3.728078e-03","4.049499e-06","0.000000e+00","1.593506e-07","1.221845e-07","6.642290e-07","2.258649e-07","4.027152e-07","0.000000e+00","1.139612e-07","4.557282e-08","0.000000e+00","0.000000e+00","3.026850e-07","1.008654e-03","1.014158e-06","2.360836e-07","6.559248e-07","1.049335e-06","5.220843e-07","0.000000e+00","2.555926e-07","0.000000e+00","1.085904e-06","2.045904e-07","1.145339e-07","0.000000e+00","9.205821e-07","1.341972e-04","1.352376e-06","7.022319e-07","7.244046e-07","2.326227e-06","0.000000e+00","2.677321e-07","0.000000e+00","0.000000e+00","0.000000e+00","4.305255e-08","0.000000e+00","1.472886e-07","0.000000e+00","5.929708e-06","1.813295e-05","2.104099e-06","6.289536e-06","1.271897e-07","1.216485e-06","3.604668e-07","0.000000e+00","4.911064e-07","0.000000e+00","1.778911e-06","2.938043e-07","5.413149e-09","7.754081e-08","0.000000e+00"
"Bifidobacterium bifidum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium breve","0.000000e+00","1.067128e-05","5.856250e-06","3.297047e-07","4.792213e-07","1.219025e-07","2.402761e-07","5.030434e-08","1.601395e-07","1.512832e-07","2.149735e-07","0.000000e+00","4.204211e-08","2.880845e-08","1.099384e-07","1.081655e-06","6.740098e-07","6.567629e-07","1.349579e-05","1.020661e-04","4.030457e-08","2.939387e-07","3.373766e-07","7.448175e-07","2.914050e-06","3.641951e-07","0.000000e+00","0.000000e+00","5.776098e-07","9.206799e-07","2.999406e-08","2.827128e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.356774e-07","2.811986e-07","0.000000e+00","3.003505e-08","0.000000e+00","0.000000e+00","3.294970e-06","2.310437e-06","0.000000e+00","2.881765e-07","0.000000e+00","4.446264e-07","0.000000e+00","1.004407e-07","1.633743e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.042434e-08","6.570256e-06","2.343707e-06","3.481424e-06","5.606255e-08","2.002259e-07","3.214413e-07","0.000000e+00","7.573112e-08","9.839801e-08","0.000000e+00","0.000000e+00","3.225671e-07","2.494564e-07","0.000000e+00","5.529184e-07","0.000000e+00","1.212586e-06","1.998184e-06","4.443046e-07","1.013704e-06","0.000000e+00","0.000000e+00","9.394362e-08","0.000000e+00","0.000000e+00","8.589619e-08","6.425662e-07","1.074647e-06","0.000000e+00","0.000000e+00","5.920066e-06","6.371140e-06","9.868003e-07","7.007432e-07","2.110101e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.500061e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium choerinum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.442679e-07","0.000000e+00","2.803093e-08","1.491176e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.241416e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.314790e-07","5.659105e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium cuniculi","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.349119e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.132141e-06","0.000000e+00","8.120642e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.903385e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.214509e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium gallinarum","2.475367e-06","7.534820e-04","4.358171e-04","1.923738e-05","1.795301e-05","1.882621e-05","2.589526e-06","6.373788e-08","3.793405e-07","2.660697e-07","6.908022e-08","0.000000e+00","3.373439e-08","5.554978e-06","2.304444e-05","1.263605e-04","1.837245e-05","5.495112e-05","9.084388e-04","5.582128e-03","9.867256e-06","2.836703e-05","2.192677e-05","1.464893e-05","1.114182e-04","5.347568e-05","1.366272e-06","2.611737e-06","4.074347e-05","1.995840e-05","2.018262e-06","1.908938e-06","4.091911e-07","4.144000e-07","1.677999e-06","1.137184e-05","1.034541e-05","1.854777e-06","8.743278e-07","2.717960e-06","1.785101e-06","3.536710e-05","1.460702e-04","1.364412e-04","2.721437e-06","1.290775e-05","1.521939e-05","3.410609e-05","1.400110e-07","1.263448e-07","1.607779e-07","0.000000e+00","6.118052e-06","1.109068e-06","1.117657e-05","3.889293e-04","1.964087e-04","1.908840e-04","1.248237e-05","1.327067e-05","2.952276e-05","2.671746e-05","2.706125e-08","4.200545e-07","3.205821e-08","0.000000e+00","5.664610e-06","8.149887e-06","7.613431e-07","1.951062e-05","4.061281e-06","3.199492e-05","8.120672e-05","1.540635e-05","3.555424e-05","2.138268e-07","3.580026e-07","1.894618e-07","2.685405e-07","0.000000e+00","3.238638e-08","1.364730e-06","1.146777e-06","4.016713e-05","3.449792e-06","4.961207e-04","6.141664e-04","8.845129e-05","1.712729e-05","2.663364e-05","2.846398e-05","1.201438e-06","0.000000e+00","5.466315e-07","0.000000e+00","7.727873e-08","0.000000e+00","3.486210e-08","1.417714e-06"
"Bifidobacterium kashiwanohense","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.161271e-07","6.375969e-08","0.000000e+00","2.072041e-06","2.329283e-06","1.510575e-07","1.309139e-07","0.000000e+00","1.565604e-07","2.004304e-07","1.893802e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.081551e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium longum","9.224604e-05","1.916134e-05","1.905077e-06","4.599465e-05","4.701742e-07","4.705423e-07","9.206456e-08","4.214437e-05","4.422776e-05","4.551660e-05","1.447319e-05","4.368030e-06","5.977584e-06","1.528934e-05","1.204090e-04","5.769842e-05","1.557167e-05","1.780123e-06","1.658630e-05","8.875681e-05","1.202804e-06","2.981073e-06","8.208135e-07","7.631063e-07","8.817372e-06","1.978056e-06","1.823748e-06","0.000000e+00","1.947935e-06","1.533851e-05","1.023067e-05","1.463028e-05","2.340107e-06","2.441435e-05","3.592613e-07","3.341153e-05","3.947757e-07","1.063598e-05","6.103511e-07","3.210445e-07","4.147931e-06","3.628035e-05","2.490356e-06","2.911287e-06","2.103995e-07","0.000000e+00","9.722661e-07","1.460294e-06","1.898824e-05","4.904644e-05","3.362473e-05","2.739395e-06","1.693103e-06","9.089311e-07","1.314797e-06","2.789818e-05","6.103378e-06","2.504540e-06","4.556182e-07","3.835942e-08","1.072926e-06","1.278727e-06","1.509873e-05","1.297897e-04","3.516532e-06","8.190800e-07","4.965687e-06","4.497636e-06","2.630304e-06","1.078386e-04","6.660130e-05","7.170496e-07","3.137749e-06","4.087837e-06","7.113167e-07","1.004930e-07","6.053493e-05","5.526655e-06","3.291829e-06","1.710509e-05","3.384021e-06","3.996062e-05","3.778425e-05","0.000000e+00","2.071352e-05","1.044923e-05","3.358828e-06","3.325221e-06","3.545065e-07","6.149608e-06","1.110663e-06","1.623370e-06","2.250704e-06","1.069187e-05","7.406490e-05","2.747642e-06","2.337724e-05","1.341850e-06","6.111185e-06"
"Bifidobacterium magnum","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.924893e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.299780e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium mongoliense","1.195263e-06","1.012740e-05","2.258979e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.622566e-05","2.516104e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.547404e-07","0.000000e+00","0.000000e+00","0.000000e+00","6.478927e-05","1.846655e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.439671e-06","0.000000e+00","8.351160e-08","6.597818e-08","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.403810e-07","0.000000e+00","3.681101e-07","1.790017e-07","0.000000e+00","0.000000e+00","5.055270e-07","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"Bifidobacterium pseudocatenulatum","4.775433e-06","1.942617e-07","2.654197e-07","6.136244e-06","0.000000e+00","0.000000e+00","0.000000e+00","1.177566e-06","6.605281e-06","2.729569e-06","3.183033e-07","0.000000e+00","5.602517e-07","8.862566e-07","1.794356e-06","7.438221e-07","4.922348e-07","4.394009e-08","2.867961e-07","1.531407e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.317747e-07","0.000000e+00","1.152168e-07","0.000000e+00","7.844544e-07","9.687963e-07","7.105249e-07","1.303541e-07","0.000000e+00","6.868289e-07","0.000000e+00","3.040456e-06","0.000000e+00","5.281419e-07","0.000000e+00","0.000000e+00","5.483840e-07","0.000000e+00","2.849369e-07","3.617930e-07","6.858327e-08","0.000000e+00","0.000000e+00","2.146645e-07","5.062475e-07","2.974376e-07","6.597336e-08","5.849363e-08","0.000000e+00","1.854014e-07","7.496827e-08","3.395420e-06","4.027717e-07","1.410530e-06","0.000000e+00","0.000000e+00","1.520984e-07","2.280419e-07","2.658894e-07","7.284714e-07","2.083113e-07","0.000000e+00","0.000000e+00","2.854851e-07","0.000000e+00","4.445008e-06","1.393018e-06","0.000000e+00","4.415503e-07","0.000000e+00","0.000000e+00","0.000000e+00","3.516918e-07","9.273256e-08","9.228002e-08","1.903308e-07","7.944503e-08","1.165371e-06","3.339627e-06","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.106415e-07","0.000000e+00","2.599738e-07","0.000000e+00","0.000000e+00","0.000000e+00","2.947896e-07","1.259856e-06","0.000000e+00","1.064985e-07","0.000000e+00","7.325292e-08"
