"","CBJMC00700","CBJMC01400","CBJMC02800","CBJMC04200","CBJMC04201","CBJMC04202","CBJMC04203","CHCFC00700","CHCFC01400","CHCFC02800","CHCFC04200","CHCFC05601","CHCFC05602","CHCFC05603","DGYFC06201","DGYFC06202","DGYFC06203","DGYMC06201","DGYMC06202","DGYMC06203","DHCFC07801","DHCFC07802","DHCFC07803","DHCMC07801","DHCMC07802","DHCMC07803","DHKFC23501","DHKFC23502","DHKFC23503","DSLFC04101","DSLFC04102","DSLFC04103","DSLMC04101","DSLMC04102","DSLMC04103","DSTFC04001","DSTFC04002","DSTFC04003","DSTMC04001","DSTMC04002","DSTMC04003","HBJMC00700","HBJMC01400","HBJMC02800","HBJMC04200","HBJMC04201","HBJMC04202","HBJMC04203","HHCFC00700","HHCFC01400","HHCFC02800","HHCFC04200","HHCFC05601","HHCFC05602","HHCFC05603","LBJMC00700","LBJMC01400","LBJMC02800","LBJMC04200","LBJMC04201","LBJMC04202","LBJMC04203","LHCFC00700","LHCFC01400","LHCFC02800","LHCFC04200","LHCFC05601","LHCFC05602","LHCFC05603","MBJMC00700","MBJMC01400","MBJMC02800","MBJMC04200","MBJMC04201","MBJMC04202","MBJMC04203","MHCFC00700","MHCFC01400","MHCFC02800","MHCFC04200","MHCFC05601","MHCFC05602","MHCFC05603","NBJMC00100","NBJMC00700","NBJMC01400","NBJMC02800","NBJMC04200","NBJMC04201","NBJMC04202","NBJMC04203","NHCFC00100","NHCFC00700","NHCFC01400","NHCFC02800","NHCFC04200","NHCFC05601","NHCFC05602","NHCFC05603"
"Salmonella",0.0005169264,8.641956e-06,2.617839e-05,1.527919e-05,2.02225e-06,1.034602e-06,4.092556e-05,8.904373e-05,5.890866e-06,1.391905e-05,4.588994e-06,2.090995e-06,3.397655e-06,4.094944e-06,2.537521e-06,1.150164e-05,2.493825e-06,3.035441e-06,1.502529e-06,1.069638e-06,5.66276e-06,2.756063e-06,7.686099e-07,6.903164e-06,5.045881e-05,4.932356e-06,1.880244e-06,2.46594e-06,2.616406e-06,8.786465e-07,9.752757e-07,1.2889e-06,1.569788e-05,4.012437e-06,4.154713e-07,7.342711e-08,1.183602e-06,1.559051e-06,2.407483e-07,1.539387e-06,9.881611e-07,4.105826e-05,0.0001681421,1.586075e-05,5.598783e-06,2.922863e-06,0.00114685,7.560467e-06,6.365515e-05,4.377059e-05,4.579472e-05,4.071287e-06,2.906856e-06,2.798242e-06,3.717486e-07,4.766395e-05,6.594768e-06,1.805982e-06,3.948249e-05,2.457639e-06,3.835489e-06,1.135182e-05,2.696685e-05,4.120961e-05,1.048087e-05,2.270527e-06,2.75039e-05,1.712019e-06,6.306963e-07,5.456804e-05,2.537616e-05,2.680725e-05,3.192366e-05,1.628909e-06,3.26353e-06,9.309701e-06,1.836953e-05,6.244505e-05,6.179996e-06,2.448712e-06,1.130133e-05,1.202679e-06,5.396104e-06,0.000985371,0.001219854,9.396477e-05,9.728138e-06,1.80168e-05,3.349975e-06,0.0001961148,5.503629e-06,0.002159829,0.0001412498,1.495524e-05,1.846707e-05,2.997758e-06,4.996714e-06,2.780467e-06,4.155204e-06
"Sanguibacter",0,3.743959e-07,5.757241e-07,4.840736e-07,7.210247e-08,3.810416e-07,4.787412e-07,2.486521e-07,3.598966e-07,3.111565e-07,3.480428e-07,2.887281e-08,0,5.290131e-07,2.189954e-07,4.052517e-07,2.819329e-07,9.218529e-08,2.008427e-07,7.859784e-07,3.454027e-07,2.029908e-07,1.458828e-06,2.822091e-07,8.691727e-06,1.022685e-05,0,1.335538e-07,1.826423e-07,5.855937e-08,0,1.355132e-07,3.083398e-07,3.545998e-07,3.506335e-08,4.769484e-08,4.74874e-08,0,6.206099e-08,4.028172e-08,2.473423e-08,0,0,0,4.7036e-07,0,0,1.833645e-07,1.705986e-05,3.587479e-07,5.070186e-07,8.663447e-07,1.687181e-07,0,1.277389e-07,0,0,3.324793e-06,4.215473e-07,0,5.845522e-07,7.727956e-07,2.104838e-07,1.499102e-07,6.078086e-07,5.575443e-07,1.325651e-07,1.551188e-07,1.761952e-06,0,0,4.708999e-07,1.588265e-07,0,4.851009e-08,3.005982e-08,7.02219e-07,0,5.053263e-07,9.291181e-07,6.211041e-08,1.74541e-08,0,0,0,0,8.12703e-07,1.130961e-07,1.923689e-06,4.774307e-08,2.080036e-07,6.477066e-07,3.173406e-07,3.600051e-07,3.251157e-07,9.667765e-07,1.287157e-07,0,1.616052e-07
"Sanguibacteroides",0,3.902357e-07,5.086397e-08,1.915725e-06,4.223633e-07,1.953447e-07,1.445746e-07,1.762405e-07,0,6.922272e-06,7.791981e-07,0,2.924503e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,9.762696e-07,1.996922e-06,0,0,0,0,0,0,0,0,0,0,4.460634e-08,0,0,0,2.29649e-06,2.042853e-07,3.532428e-07,0,1.244622e-07,4.121357e-07,0,0,6.031391e-06,1.516347e-06,8.296115e-07,1.300773e-06,2.663275e-07,2.366733e-07,0,0,1.928567e-07,4.061518e-07,1.657019e-07,2.51825e-07,0,1.394045e-07,1.647433e-06,1.208638e-06,2.348478e-06,9.493922e-07,7.843915e-07,0,0,0,0,0,3.038787e-07,3.81066e-07,0,0,3.497456e-07,5.741421e-07,0,1.106321e-07,1.132554e-06,0,0,4.716914e-07,2.144871e-07,1.531515e-06,3.088205e-07,4.774307e-08,5.626303e-07,0,0,0,1.759468e-05,3.501167e-06,3.040603e-07,0,1.740218e-06
"Sarocladium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia",0,0,0,0,0,0,0,0,8.309066e-08,1.454572e-07,0,1.943725e-08,0,1.027647e-07,0,7.26902e-08,0,0,1.073426e-07,0,0,0,0,0,0,0,5.29235e-08,2.329495e-08,8.474167e-08,0,0,1.182869e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212095e-07,1.288399e-07,3.365194e-07,2.662342e-07,9.78834e-07,0,0,0,0,3.090981e-07,0,0,0,0,4.92068e-07,7.119711e-08,7.153135e-07,1.314009e-07,2.576948e-07,0,0,0,0,0,0,0,0,0,4.736138e-08,1.668882e-07,0,0,4.05901e-07,0,0,0,0,0,0,0,0,0,3.266696e-08,0,4.2462e-08,8.86305e-07,1.977778e-07,9.894757e-08,0
"Scheffersomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sciscionella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.891804e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518514e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scytonema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sedimenticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276239e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sediminispirochaeta",0,1.221927e-06,1.290134e-06,4.088893e-07,4.025433e-07,1.461587e-06,1.413652e-06,3.362264e-07,6.330595e-07,4.315635e-07,1.074846e-06,1.552056e-06,1.667699e-06,5.021625e-07,9.383691e-07,4.64212e-06,8.249402e-07,3.575257e-07,4.995226e-07,6.277432e-07,5.992257e-07,5.313869e-07,3.066251e-07,8.979746e-07,3.861031e-07,1.047245e-06,2.108257e-06,2.524816e-06,1.66306e-06,1.463197e-06,4.333471e-06,3.778428e-06,1.753889e-06,7.056637e-06,7.816557e-06,5.076039e-07,8.472318e-07,9.584438e-07,2.575144e-06,4.743759e-06,4.106668e-06,1.653314e-07,1.259244e-06,2.940645e-06,2.199595e-06,2.415863e-06,9.528149e-07,1.155532e-06,1.123527e-07,2.155863e-06,1.949185e-06,1.443517e-06,1.376175e-06,1.457035e-06,9.584462e-07,0,0,1.577212e-06,9.93452e-07,1.029914e-06,1.257286e-06,1.496638e-06,1.231662e-06,1.739717e-06,4.495871e-07,1.328862e-06,1.103021e-06,7.977157e-07,1.909226e-06,0,5.697884e-07,2.155885e-06,1.913938e-06,8.83882e-08,1.233174e-06,1.008277e-06,8.267331e-08,1.262985e-06,1.17013e-06,2.011333e-06,9.135057e-07,7.934011e-07,1.528548e-06,0,6.186772e-08,7.016005e-08,1.57253e-06,1.427648e-06,1.568378e-06,7.47122e-07,7.430706e-07,1.68908e-06,1.992764e-07,7.304133e-07,6.084123e-07,4.020816e-06,5.102393e-07,6.035619e-07,8.00922e-07
"Segetibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.749954e-08,0,0,8.719795e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Segniliparus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas",1.753216e-05,9.251473e-06,2.3207e-05,4.054286e-05,3.129811e-05,4.120565e-05,3.912678e-05,3.261773e-05,1.432881e-05,2.756087e-05,2.868713e-05,2.093799e-05,2.574804e-05,2.072214e-05,1.635091e-05,3.023887e-05,1.60084e-05,1.644342e-05,3.172813e-06,1.705975e-05,2.868998e-05,2.175716e-05,6.837881e-06,2.800306e-05,1.987893e-05,2.959642e-05,5.265635e-05,2.045317e-05,1.890896e-05,5.236974e-05,3.191365e-05,5.959926e-05,3.122592e-05,3.428273e-05,2.420314e-05,3.075253e-05,4.783494e-05,3.520799e-05,4.889168e-05,3.839589e-05,4.194757e-05,3.860377e-05,1.391493e-05,2.828624e-05,3.829479e-05,4.24982e-05,0.0002464722,2.800003e-05,1.936331e-06,1.283738e-05,1.911789e-05,2.269274e-05,2.197891e-05,4.70838e-05,4.324801e-05,1.600577e-06,5.541452e-06,8.32819e-05,3.477473e-05,7.395469e-05,4.584245e-05,5.536959e-05,3.323309e-05,1.617558e-05,1.675971e-05,2.370507e-05,3.17467e-05,2.228859e-05,4.491363e-05,1.436491e-05,2.139619e-05,2.134154e-05,3.166574e-05,2.382168e-05,6.503325e-06,0.0003938837,5.984933e-05,1.811289e-05,1.070436e-05,2.247532e-05,2.601424e-05,4.052984e-05,5.144629e-05,5.487869e-07,9.131565e-06,4.174141e-06,1.201528e-05,2.511317e-05,0.0001761346,2.851013e-05,3.555914e-05,1.483779e-06,4.050433e-05,8.275285e-06,2.002193e-05,1.739289e-05,2.109382e-05,1.24797e-05,1.29831e-05
"Senegalimassilia",1.572599e-06,9.360243e-06,2.914729e-06,1.62504e-06,1.005934e-06,1.900276e-06,4.893549e-07,7.034262e-06,5.482373e-06,3.177422e-06,1.011852e-05,2.764179e-05,9.845872e-06,5.138528e-06,9.927087e-06,1.296926e-05,6.855821e-06,3.680416e-06,8.48399e-06,1.071077e-05,4.577111e-06,6.198014e-06,6.967676e-06,5.181519e-06,2.600591e-05,2.983315e-05,3.511539e-06,9.948303e-06,4.873125e-06,1.207228e-05,4.834802e-06,1.499017e-05,5.577976e-06,1.613734e-05,1.240966e-05,2.958986e-05,3.158889e-05,1.520972e-05,3.561556e-05,9.691348e-06,2.56192e-05,1.342237e-06,3.204443e-05,3.481379e-06,3.072164e-06,6.731962e-06,1.949875e-06,2.335704e-06,9.997033e-07,4.578338e-05,9.948456e-06,4.649979e-06,1.11545e-05,3.060584e-06,1.192665e-05,1.361182e-05,1.449822e-05,3.376557e-06,3.025369e-06,2.360388e-06,1.537841e-06,1.978146e-06,1.223847e-05,2.218477e-05,3.610673e-06,2.188099e-06,7.274815e-06,9.149881e-07,2.539272e-06,8.027272e-06,1.80612e-05,4.284918e-06,7.249718e-06,2.25165e-06,2.343251e-06,6.874459e-07,5.158486e-06,6.630983e-06,3.680995e-06,8.82662e-06,6.014601e-06,4.174265e-06,8.081437e-07,0,2.637127e-07,1.783513e-05,7.828009e-06,2.228196e-06,2.266821e-06,3.662784e-06,3.107505e-06,5.934141e-07,4.1844e-06,8.594559e-06,2.011104e-06,2.283327e-05,1.028352e-05,1.34222e-05,3.11474e-06
"Serinicoccus",0,0,0,0,4.951036e-07,1.308499e-07,0,6.329078e-08,0,2.431887e-08,4.007998e-07,4.397634e-08,2.112141e-07,3.653855e-07,4.684108e-07,1.027009e-07,2.554605e-08,1.074504e-07,2.867998e-07,2.606629e-07,9.317783e-07,4.669782e-07,1.73088e-07,2.418327e-07,0,2.779276e-07,0,0,1.063527e-07,8.816439e-08,0,2.32631e-07,0,5.439108e-08,0,0,0,8.459395e-08,0,8.499443e-08,0,1.617523e-07,0,0,0,0,0,2.760655e-07,2.479704e-07,0,0,2.190279e-07,1.331475e-07,6.262981e-07,1.463145e-07,0,0,0,0,0,0,1.18078e-07,1.995788e-07,1.420266e-08,0,3.455254e-07,9.045732e-08,0,0,0,0,0,0,0,0,0,0,2.828689e-08,0,0,0,2.658443e-08,2.974383e-07,0,3.340857e-07,0,0,0,0,0,1.388479e-07,0,0,0,0,2.958283e-07,0,6.451304e-07,2.459806e-08
"Serratia",1.337406e-05,8.407138e-07,7.993588e-07,9.380346e-07,6.32528e-07,7.183279e-07,1.579392e-06,1.591012e-06,6.793446e-06,1.576593e-06,1.57355e-06,1.227354e-06,6.443616e-07,2.942938e-06,7.864315e-07,8.780709e-07,3.680993e-07,1.26951e-06,0,1.464195e-06,8.753479e-07,1.798468e-06,2.555663e-07,6.279612e-07,9.196786e-07,0,5.267142e-07,7.353827e-07,1.004369e-06,1.113809e-06,1.52813e-06,3.455558e-07,2.106292e-06,2.020645e-06,1.090412e-06,1.493287e-06,4.319289e-07,1.926755e-06,1.864004e-07,3.373674e-07,6.817294e-07,4.483821e-06,6.036401e-06,1.152523e-06,1.731656e-06,3.53943e-06,4.151144e-06,2.345959e-06,3.160007e-07,8.251904e-06,2.191936e-06,1.202799e-06,9.523729e-07,4.194454e-07,1.810136e-07,1.65448e-06,2.071074e-06,2.955857e-07,7.1571e-07,6.460701e-07,3.027969e-07,7.991049e-07,1.046942e-06,2.027074e-06,2.233693e-06,3.943728e-07,8.2826e-07,9.712735e-07,1.494875e-07,8.276044e-07,5.573303e-06,1.139549e-06,4.027933e-07,9.743715e-07,7.275353e-07,1.375901e-06,2.972206e-06,1.017617e-05,1.772619e-06,1.476941e-06,2.193297e-06,1.791641e-06,2.529108e-06,7.367749e-06,6.093755e-06,1.916866e-06,4.022402e-07,4.557443e-07,7.186476e-07,4.59976e-06,1.65216e-06,5.108897e-05,2.08191e-06,4.326673e-06,1.514589e-06,1.405217e-06,3.802897e-06,9.264153e-07,2.15985e-06
"Sharpea",1.677605e-07,3.154391e-06,2.708416e-06,1.125e-06,3.317393e-06,2.263753e-06,3.953785e-06,2.917761e-07,2.33925e-07,1.15017e-06,7.498572e-07,3.264589e-07,5.843384e-07,5.828305e-07,1.084659e-06,6.080402e-07,1.180924e-06,1.579258e-06,3.441963e-08,6.400974e-08,9.726099e-07,1.048072e-06,5.426183e-07,2.380276e-06,1.003133e-06,8.529251e-07,4.566135e-06,9.464855e-07,2.75435e-06,4.521804e-06,2.111377e-06,6.894621e-06,3.947559e-07,9.548763e-06,4.024785e-06,3.430193e-06,1.079124e-05,4.583939e-06,5.62846e-06,3.938961e-06,3.1227e-06,1.682088e-07,2.733372e-07,1.865452e-06,1.295378e-06,2.23122e-06,2.585374e-06,3.353448e-06,0,4.706894e-07,2.597556e-06,3.53731e-07,8.30472e-07,1.818864e-06,3.707257e-06,0,0,1.110215e-06,3.176576e-06,4.563274e-06,1.888257e-06,6.842757e-06,1.148731e-05,5.765065e-07,1.114579e-06,1.242577e-06,7.501162e-07,5.493763e-07,1.929478e-06,4.905168e-06,9.384128e-07,8.076488e-07,2.416783e-06,1.51e-07,7.35779e-07,8.821363e-07,1.568292e-07,3.203604e-07,1.646172e-06,8.721781e-07,7.804207e-07,1.337631e-06,8.328719e-07,1.944325e-07,2.430696e-08,0,5.71566e-06,2.526001e-06,1.914823e-06,4.634442e-06,8.954859e-07,4.435359e-07,8.693079e-07,8.305735e-07,4.268314e-06,1.875637e-06,1.725861e-07,5.028973e-07,1.748993e-06
"Shewanella",0,0,0,0,0,0,0,0,0,9.819897e-08,1.155295e-06,0,2.12989e-07,2.76342e-07,0,9.102472e-08,0,1.054102e-07,0,3.184282e-07,0,0,1.183095e-07,0,0,9.224796e-07,1.881406e-06,1.878784e-07,5.388176e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.730464e-08,0,6.067482e-07,4.459401e-07,4.167186e-07,0,0,0,0,0,0,0,0,0,0,0,1.60752e-07,4.113597e-07,2.420195e-07,0,0,0,0,0,0,0,0,0,0,8.995104e-08,1.065311e-07,5.453937e-07,8.471345e-08,0,0,0,0,0,0,0,0,0,0,0,0,2.246797e-07,0,0,8.4225e-08
"Shigella",0.0003976144,2.729753e-05,5.996266e-05,3.139927e-05,1.632227e-06,1.652007e-06,7.513572e-05,0.0001788703,1.579663e-05,3.009968e-05,1.196959e-05,3.997937e-07,6.322719e-06,1.232913e-06,1.061854e-06,2.881419e-06,2.590021e-06,2.228418e-06,6.498048e-07,3.321099e-07,1.355243e-05,3.70555e-06,1.774124e-07,1.061797e-05,0.0001273049,1.398755e-06,5.452724e-08,1.69367e-07,3.790664e-07,1.809548e-06,2.061758e-07,3.249094e-06,3.352604e-05,1.601838e-05,2.529082e-07,3.359637e-07,2.359846e-08,3.422955e-06,7.128649e-08,4.874065e-07,0,3.140454e-05,0.000429772,3.338824e-05,1.065459e-05,4.107337e-06,0.0008792283,1.297179e-05,0.0001589631,4.879783e-05,0.0001571979,4.448642e-06,3.519481e-07,3.216866e-07,1.612446e-07,3.563105e-05,1.801178e-05,1.128518e-06,8.493917e-05,1.354857e-06,6.153099e-06,2.30241e-05,6.064578e-05,2.944421e-05,1.172454e-05,4.380646e-06,7.069733e-05,2.168281e-06,1.548336e-07,6.57958e-05,6.544042e-05,5.811325e-05,7.089402e-05,1.898593e-06,9.009641e-07,2.52388e-05,3.990304e-05,6.014296e-05,2.354206e-05,7.541295e-06,1.122216e-05,8.710561e-07,1.323699e-05,0.003429515,0.001668974,0.0003154736,1.571524e-05,2.923349e-05,1.709303e-06,0.0004545715,1.029088e-05,0.003314489,0.000185365,2.814595e-05,6.843938e-05,3.914629e-06,7.788392e-06,1.493398e-06,9.443931e-06
"Shinella",0,0,3.14116e-07,1.369328e-07,5.071793e-07,1.273914e-07,0,2.708331e-07,0,1.628504e-07,0,0,0,0,7.167481e-07,1.08796e-07,6.678888e-07,4.062149e-07,6.178743e-08,4.7754e-07,0,0,0,1.30329e-07,5.667002e-08,5.924869e-08,0,2.640094e-08,0,0,3.174641e-07,1.361742e-07,4.087014e-08,7.758728e-08,7.046878e-08,1.042307e-07,3.828194e-08,3.805634e-07,1.999323e-07,4.14607e-08,1.481779e-07,0,2.551153e-07,1.230694e-06,2.107039e-07,0,2.232554e-07,3.574949e-07,1.694663e-05,0,0,0,0,0,2.571935e-08,0,9.805272e-08,6.541174e-08,1.727253e-07,7.275113e-08,1.137011e-07,8.294257e-07,1.752399e-07,3.358336e-07,4.800664e-08,0,0,0,0,0,0,8.078038e-08,8.173756e-08,2.188895e-07,0,6.041291e-08,0,0,1.122018e-07,6.932812e-08,0,0,0,0,7.333588e-08,6.730232e-07,4.74966e-07,7.698131e-08,0,4.914042e-08,1.828729e-07,2.783795e-07,0,0,0,9.343232e-08,0,0,0
"Shuttleworthia",8.121404e-06,7.469691e-06,2.821414e-06,2.378129e-06,5.108748e-06,4.858798e-06,1.503486e-06,1.770331e-06,3.428049e-06,2.414719e-06,1.755215e-06,2.151377e-06,3.067873e-06,1.006161e-05,2.980464e-06,6.665098e-06,5.078566e-06,1.169462e-05,5.106402e-07,1.371726e-06,4.543519e-06,7.696722e-06,4.079393e-06,3.278159e-06,6.295705e-06,5.012809e-06,6.220809e-06,4.669728e-06,4.434978e-06,3.046998e-06,1.447555e-06,1.240966e-06,1.948359e-06,1.280606e-06,1.308041e-06,1.454568e-06,1.029318e-06,3.337518e-06,2.950146e-06,2.358899e-06,4.143928e-06,1.036583e-06,1.695439e-06,2.291356e-06,2.718562e-06,2.258581e-06,2.525161e-06,1.602206e-06,5.60481e-08,4.990719e-06,2.504422e-06,1.546044e-06,5.160118e-06,6.308265e-06,2.93332e-06,9.853843e-07,0,4.254879e-06,2.538196e-06,4.859935e-06,2.062796e-06,1.110518e-05,5.891851e-06,3.323897e-06,1.255896e-06,3.529247e-06,4.06249e-06,5.605838e-06,3.779385e-06,4.040381e-07,5.987723e-07,2.13195e-06,3.466939e-06,1.85542e-06,1.007479e-06,4.12554e-06,2.53641e-06,6.593785e-07,1.334687e-06,4.373328e-06,5.481933e-06,9.328128e-06,1.291815e-05,2.237306e-07,1.023271e-06,1.054747e-06,2.508152e-06,3.112848e-06,2.102413e-06,2.939809e-06,2.47978e-06,9.379505e-07,1.864842e-06,1.123074e-06,1.937182e-06,1.966126e-06,8.951323e-06,9.13118e-06,1.078998e-05
"Siccibacter",2.049401e-06,0,4.62085e-07,0,0,0,0,5.091392e-07,0,5.171812e-07,7.256585e-08,0,0,0,0,0,0,0,0,0,0,1.126673e-07,0,0,1.1456e-06,0,0,0,0,0,0,0,9.30931e-08,8.793225e-08,0,0,0,1.576071e-07,0,0,0,1.516428e-07,3.265321e-06,1.475394e-07,0,0,3.465062e-06,0,5.284869e-07,1.50175e-07,6.832948e-07,0,0,0,0,0,2.233423e-07,0,1.160618e-06,0,0,0,9.97894e-08,0,0,0,7.055228e-08,0,0,0,2.919506e-07,0,5.5854e-07,0,0,1.290067e-07,0,4.950402e-07,8.419801e-08,0,0,0,0,2.431703e-05,4.792041e-06,1.011352e-06,0,0,0,5.386678e-07,1.388479e-07,2.119292e-05,4.442707e-07,0,3.72722e-07,0,0,0,6.931015e-08
"Simplicispira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singulisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinorhizobium",0,0,0,0,0,0,0,0,1.875614e-07,0,0,0,0,0,0,7.989947e-08,0,0,0,7.733702e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.914632e-08,0,0,0,0,0,0,0,0,0,0,0,0,2.685548e-07,0,0,9.522952e-08,0,0,0,1.139538e-07,0,0,0,0,0,0,5.443058e-08,0,3.324784e-08,1.406022e-08,0,0,0,0,0,0,0,0,0,0,0,8.718375e-08,0,0,0,0,0,0,0,0,0,0,0,0,5.825788e-08,7.079995e-07,0,0,0,3.79267e-08,0,0,0
"Skermanella",0,1.565761e-07,1.766633e-07,1.155194e-07,1.222478e-07,1.453888e-07,1.25536e-07,4.714252e-08,2.639753e-07,1.276991e-06,1.101926e-06,9.790617e-08,3.389856e-07,2.706559e-07,1.768497e-07,7.250137e-07,2.347503e-07,1.028075e-07,5.733772e-07,3.795804e-07,9.820685e-08,1.251859e-07,4.230905e-07,1.343515e-07,5.258884e-07,3.498842e-07,3.33222e-08,2.933438e-08,3.391908e-08,3.265348e-07,1.238852e-07,1.321114e-06,1.034368e-06,8.46755e-07,1.218704e-06,1.143106e-06,4.820689e-07,3.210514e-07,4.992973e-07,1.049314e-07,8.806608e-07,5.990826e-08,1.023812e-07,6.010863e-07,1.185029e-07,1.037788e-07,1.621082e-07,6.755161e-07,0,2.447296e-06,6.010464e-07,4.461679e-07,1.232847e-07,4.639245e-07,1.354764e-07,0,0,1.103655e-07,1.457148e-07,3.068721e-07,1.438811e-07,4.810584e-07,9.239759e-07,3.728928e-07,1.538978e-06,2.988521e-07,1.045219e-07,1.604811e-07,2.098167e-07,0,1.081299e-07,2.044442e-07,2.758222e-07,0,5.150454e-08,1.019312e-07,1.377515e-07,8.540779e-07,6.236889e-07,1.40368e-06,2.424351e-07,2.663366e-07,1.101623e-07,0,0,5.046904e-07,4.016117e-07,2.597723e-07,1.950202e-07,2.487355e-07,5.142517e-08,0,3.290894e-07,6.868875e-08,5.591704e-07,5.478301e-07,1.89777e-07,2.402431e-08,5.476358e-08
