"","CBJMR00700","CBJMR01400","CBJMR02800","CBJMR04200","CBJMR04201","CBJMR04202","CBJMR04203","CHCFR00700","CHCFR01400","CHCFR02800","CHCFR04200","CHCFR05601","CHCFR05602","CHCFR05603","DGYFR06201","DGYFR06202","DGYFR06203","DGYMR06201","DGYMR06202","DGYMR06203","DHCFR07801","DHCFR07802","DHCFR07803","DHCMR07801","DHCMR07802","DHCMR07803","DHKFR23501","DHKFR23502","DHKFR23503","DSLFR04101","DSLFR04102","DSLFR04103","DSLMR04101","DSLMR04102","DSLMR04103","DSTFR04001","DSTFR04002","DSTFR04003","DSTMR04001","DSTMR04002","DSTMR04003","HBJMR00700","HBJMR01400","HBJMR02800","HBJMR04200","HBJMR04201","HBJMR04202","HBJMR04203","HHCFR00700","HHCFR01400","HHCFR02800","HHCFR04200","HHCFR05601","HHCFR05602","HHCFR05603","LBJMR00700","LBJMR01400","LBJMR02800","LBJMR04200","LBJMR04201","LBJMR04202","LBJMR04203","LHCFR00700","LHCFR01400","LHCFR02800","LHCFR04200","LHCFR05601","LHCFR05602","LHCFR05603","MBJMR00700","MBJMR01400","MBJMR02800","MBJMR04200","MBJMR04201","MBJMR04202","MBJMR04203","MHCFR00700","MHCFR01400","MHCFR02800","MHCFR04200","MHCFR05601","MHCFR05602","MHCFR05603","NBJMR00100","NBJMR00700","NBJMR01400","NBJMR02800","NBJMR04200","NBJMR04201","NBJMR04202","NBJMR04203","NHCFR00100","NHCFR00700","NHCFR01400","NHCFR02800","NHCFR04200","NHCFR05601","NHCFR05602","NHCFR05603"
"Candida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.110055e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,6.033753e-08,3.450261e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.811013e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.189881e-07,0,0,0,0,0,0,0,0,0,0
"Capnocytophaga",5.827518e-07,1.019979e-06,6.514986e-07,4.272556e-06,1.493697e-06,2.97522e-06,0,4.80583e-08,0,4.399469e-07,4.673184e-07,1.916747e-06,8.803647e-08,1.187622e-06,4.329511e-06,3.00471e-06,4.696439e-07,1.895831e-06,2.665256e-07,8.569151e-07,9.962914e-06,5.951901e-06,2.075164e-06,1.821374e-08,4.193262e-06,1.903239e-06,2.603607e-06,1.9855e-06,1.241344e-07,6.913739e-07,8.885036e-07,1.00831e-06,1.354726e-07,1.910814e-07,8.565884e-07,6.530584e-07,3.496335e-06,2.273511e-06,8.56615e-07,4.566055e-07,3.59867e-07,1.066937e-06,0,6.85389e-07,2.112474e-06,8.962672e-07,4.353591e-07,1.842451e-07,8.984563e-08,6.228049e-08,1.150412e-07,2.748194e-07,7.54602e-07,1.274465e-06,5.613409e-07,0,2.651439e-07,1.026212e-06,1.034338e-06,1.999314e-06,1.462619e-06,3.889647e-07,1.036024e-07,1.68929e-07,1.032116e-06,1.821189e-07,7.233183e-07,3.569537e-07,4.036132e-07,3.800244e-07,3.722118e-08,2.541161e-07,5.642219e-07,1.707943e-06,7.212853e-07,1.396556e-06,0,1.583248e-08,7.955597e-07,1.145229e-07,2.403588e-07,5.699649e-07,5.594191e-07,0,2.341603e-07,3.708044e-07,1.623437e-07,6.382412e-07,4.930996e-08,1.189247e-06,1.926202e-06,0,1.660833e-07,0,7.033839e-08,1.147339e-07,2.642379e-07,1.031297e-06,3.877926e-06
"Capronia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium",0,0,0,0,0,0,0,5.255548e-07,2.85484e-07,0,0,6.596001e-07,6.767353e-07,1.299791e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.696222e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487273e-07,8.687597e-08,0,0,0,0,0,0,0,0,0,0,0,1.420031e-07,0,0,0,0,8.240155e-08,0,0,0,0,0,0,0,0,1.110238e-07,1.675604e-07,2.366995e-07,0,0,0,7.127227e-08,0,0,0,0,0,0,0,0,0,0,2.146606e-07,1.082345e-07,0,1.314499e-07,8.661245e-08,2.21591e-08
"Carnobacterium",0,5.00953e-06,1.810274e-07,2.083173e-07,1.993346e-07,0,9.602993e-09,3.411604e-07,6.774921e-07,2.333792e-07,2.908536e-07,6.314073e-08,1.267444e-07,2.032247e-08,8.678813e-07,1.642723e-07,1.793571e-05,4.660216e-07,0,1.065217e-06,7.361483e-07,1.440318e-07,2.119011e-07,6.126096e-06,1.687409e-07,7.214294e-06,6.538045e-07,1.580602e-06,6.014061e-07,2.184478e-07,7.447177e-08,1.426754e-07,1.975385e-06,1.697669e-07,2.185013e-08,0,1.597052e-07,0,1.186655e-06,1.403436e-07,1.858561e-07,1.51905e-07,2.189354e-07,2.053237e-07,5.738489e-07,0,1.646249e-07,9.993234e-08,3.645014e-06,9.953515e-08,3.391083e-07,0,0,1.060942e-07,3.640715e-07,0,2.278927e-05,4.218453e-07,1.326159e-06,0,2.364041e-06,9.42744e-07,9.49028e-07,8.300524e-07,9.980359e-08,5.915279e-08,3.54424e-08,0,1.65046e-07,1.795289e-07,5.040907e-07,0,1.787812e-06,3.610197e-07,1.135191e-07,0,6.160859e-08,4.649075e-08,5.357134e-07,0,9.002118e-07,1.254951e-07,1.487905e-07,1.060408e-05,9.636721e-08,4.427684e-07,0,2.806355e-07,6.623853e-07,0,0,1.499289e-05,7.260977e-07,4.864523e-07,7.330453e-08,0,1.263182e-08,9.689624e-08,5.725732e-07
"Catellicoccus",0,0,0,0,0,0,2.876213e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium",5.093126e-06,3.950941e-05,4.235065e-06,1.202023e-06,2.058223e-06,2.695574e-06,8.242692e-08,3.942781e-07,7.213691e-07,7.416234e-07,8.027906e-08,2.06106e-07,3.936748e-07,6.180141e-07,3.713765e-06,6.244387e-07,1.365793e-06,2.828471e-06,2.749405e-07,9.616699e-07,1.39301e-05,5.137482e-07,1.046636e-06,2.589222e-06,5.410583e-06,5.290743e-07,2.264488e-06,9.192131e-09,1.810659e-07,5.212085e-06,1.973891e-07,1.129266e-06,7.114486e-08,4.448836e-07,3.063904e-06,8.702303e-07,7.650195e-07,1.23036e-06,6.246481e-06,4.3709e-06,3.498698e-06,1.076673e-05,2.778686e-07,1.197234e-07,1.673178e-06,2.87695e-06,1.796643e-06,4.737877e-07,1.671228e-06,1.686647e-06,1.205758e-06,2.956579e-07,3.969166e-07,1.471027e-06,1.261885e-06,5.039749e-06,1.861623e-05,1.92128e-07,5.970318e-06,1.597097e-06,1.899515e-07,8.027563e-07,2.408578e-06,8.39754e-07,5.898804e-07,3.675393e-08,2.948669e-07,5.956045e-07,1.700962e-06,1.217812e-05,1.731484e-06,8.609712e-07,6.222256e-06,1.659547e-05,7.719612e-07,8.95139e-07,7.401357e-07,1.035589e-06,8.446673e-07,9.962701e-08,7.010821e-07,3.99489e-07,1.12307e-06,2.678273e-06,7.612746e-07,1.103665e-05,2.14762e-06,3.57152e-06,3.337231e-07,2.619258e-06,1.578569e-06,2.625043e-06,3.87485e-07,8.685301e-07,7.789536e-07,8.440681e-06,1.261821e-07,9.984302e-07,2.44919e-05
"Catenuloplanes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157955e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catonella",0,8.149101e-06,1.554154e-06,6.083817e-06,4.408973e-06,2.455357e-06,0,2.674595e-06,5.202483e-07,8.87493e-07,6.276391e-07,1.232387e-06,4.743964e-07,3.197772e-06,2.655641e-06,1.775007e-06,2.214015e-06,3.948542e-06,1.15596e-06,4.891044e-06,7.34367e-06,2.291412e-06,1.088537e-05,0,2.218303e-06,1.813807e-06,1.920841e-06,0,4.163279e-07,1.083699e-06,1.432063e-06,9.247973e-06,5.867257e-07,9.383942e-07,9.958189e-07,1.610676e-06,8.919561e-06,8.564027e-06,2.397557e-06,4.840105e-06,1.241205e-06,8.844791e-06,3.078657e-07,0,3.73387e-06,9.375663e-06,5.999347e-07,5.590653e-07,2.853714e-06,1.789767e-06,2.478934e-06,3.532313e-07,1.166743e-06,2.31411e-06,9.982066e-07,0,9.387938e-07,1.105342e-06,3.441515e-06,3.115113e-06,1.537256e-07,1.403521e-06,3.858157e-06,1.178695e-06,6.641092e-07,1.264061e-06,2.538917e-06,7.667258e-07,3.752482e-06,7.803603e-06,8.158924e-06,1.391282e-06,6.600797e-06,1.119523e-06,1.1245e-06,4.635011e-06,1.411229e-05,1.36161e-06,2.902705e-06,1.827996e-07,1.328427e-06,1.545426e-06,1.770456e-06,0,3.781343e-06,1.947054e-06,1.813859e-07,4.663409e-06,4.382119e-07,1.178144e-06,2.353685e-06,1.371952e-06,5.715958e-06,1.128805e-06,6.500311e-07,1.106874e-06,4.298265e-07,8.180308e-07,2.293042e-06
"Caulobacter",3.364067e-06,1.468907e-06,2.705009e-06,1.164852e-06,7.088222e-07,1.448775e-06,3.768949e-07,5.79383e-06,5.889783e-06,2.296101e-05,1.491608e-05,7.111552e-06,5.772597e-06,5.023934e-06,2.204883e-06,5.489028e-06,3.327007e-06,1.878328e-06,1.101683e-07,2.376494e-06,4.055101e-06,2.172204e-06,3.931713e-06,1.908661e-07,5.877741e-06,9.236125e-07,2.368277e-06,2.34072e-07,2.351229e-07,6.600309e-06,1.034008e-05,4.02551e-06,6.650772e-07,1.536313e-06,2.704862e-06,4.479207e-06,4.617912e-06,3.695103e-06,3.248876e-06,2.893618e-06,4.662938e-06,1.914277e-06,2.345644e-08,5.589208e-06,1.800924e-06,4.663156e-07,1.579967e-06,8.554564e-07,1.023885e-05,7.856724e-06,2.752321e-05,2.511374e-05,5.418984e-06,1.814324e-06,1.968967e-06,1.242138e-05,6.031113e-07,3.14901e-06,3.144262e-06,1.942091e-06,1.993196e-06,3.523781e-06,8.750373e-06,3.533722e-06,2.34324e-05,1.249379e-05,4.87285e-06,6.831228e-06,5.935414e-06,4.080961e-06,3.341995e-06,7.650573e-06,2.593267e-06,1.88816e-06,1.873889e-07,1.048742e-06,5.288907e-06,4.722056e-06,2.753714e-05,1.073291e-05,5.629152e-06,7.362736e-06,2.815918e-06,1.94802e-05,7.909892e-07,2.758278e-06,1.49451e-06,1.618292e-06,3.4157e-06,3.353226e-06,2.369884e-06,2.925616e-05,9.918329e-06,1.578421e-05,1.307941e-05,1.193185e-05,6.462975e-06,2.767913e-06,4.776792e-06
"Cedecea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.770022e-08,0,0,0,0,0,0,7.688585e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celeribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulomonas",3.118961e-06,1.516859e-05,3.133614e-05,2.326602e-06,9.000133e-06,1.162316e-06,6.93675e-08,1.207218e-06,5.607258e-06,9.280329e-06,4.082274e-06,2.339616e-06,3.181911e-06,1.776346e-06,1.179472e-05,4.955261e-06,0.0001516046,9.976158e-06,2.334039e-06,1.127316e-05,2.657987e-06,6.751614e-06,3.462892e-06,8.48157e-07,9.909692e-07,1.964669e-05,2.075871e-06,2.400021e-06,1.806798e-06,2.182365e-06,5.972628e-06,1.474716e-06,2.662583e-06,2.889699e-06,4.358344e-06,4.596638e-06,3.749679e-06,4.398284e-06,4.023894e-06,7.356547e-07,1.12871e-06,6.216326e-07,1.718871e-06,2.180058e-05,6.782993e-06,2.433148e-06,1.092574e-05,2.821478e-06,2.040259e-06,2.39054e-06,1.394946e-05,2.460336e-06,1.617214e-06,1.2271e-06,1.102084e-06,2.244863e-06,9.879219e-06,2.629858e-05,8.356362e-06,4.316406e-06,1.465887e-05,4.611712e-05,1.527149e-06,2.267771e-05,3.392298e-06,1.11423e-05,1.779893e-06,3.452302e-06,2.020303e-06,5.921275e-06,1.35851e-05,1.565743e-05,1.745942e-06,1.436987e-06,8.683603e-06,3.882117e-06,1.973356e-06,5.141842e-06,7.288844e-06,4.65483e-06,1.25578e-06,5.646892e-06,1.753699e-06,0,1.773305e-06,4.353529e-06,3.409107e-06,5.25358e-06,1.019687e-05,1.916969e-05,2.582552e-06,9.273014e-06,6.305457e-07,9.395915e-06,5.59531e-06,4.892302e-06,2.493475e-06,1.189545e-06,5.701832e-07
"Cellulophaga",0,0,0,0,0,0,0,0,0,2.447067e-06,6.434204e-06,1.810591e-06,3.291802e-06,8.053436e-07,3.533635e-05,8.720124e-07,4.263298e-07,2.054814e-07,1.85694e-07,5.624668e-08,6.914185e-09,1.089627e-07,0,0,1.247781e-08,0,1.727439e-06,0,1.242749e-07,2.953327e-08,3.3091e-08,6.630921e-09,1.460103e-08,0,1.495084e-08,5.535436e-07,2.257226e-08,0,1.174882e-06,1.057844e-08,0,0,0,0,0,0,0,0,2.63427e-07,3.199722e-08,7.942946e-08,4.771007e-05,5.366333e-06,1.58362e-06,1.407929e-06,0,0,0,0,0,0,2.583867e-07,1.854734e-08,0,1.340411e-07,9.121245e-06,4.91252e-06,1.032131e-05,8.484499e-06,1.194558e-06,1.166025e-06,0,0,0,0,0,0,0,5.152641e-08,2.633052e-06,2.190222e-06,2.630067e-06,1.919866e-06,0,0,0,0,0,0,0,0,2.827901e-07,2.019853e-07,0,1.413675e-08,1.486441e-05,8.822015e-06,2.077435e-07,9.473359e-07
"Cellulosilyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.405679e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.218863e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.231126e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulosimicrobium",2.785136e-05,3.235434e-06,1.578402e-05,4.111167e-06,1.278656e-05,6.497367e-07,2.002369e-07,3.115264e-06,3.565492e-06,1.89023e-06,3.843052e-06,6.500023e-07,4.858844e-06,2.304098e-06,1.919886e-05,2.396287e-06,0.0002910207,7.880447e-06,3.347618e-06,1.099237e-05,1.371984e-06,3.057165e-06,3.201903e-06,8.567712e-07,3.542638e-07,2.505788e-06,9.646249e-07,6.175227e-07,3.369045e-06,1.382595e-06,3.499211e-06,1.78977e-06,5.915154e-06,3.036934e-06,1.648067e-06,1.301175e-06,6.565515e-06,3.468639e-06,1.379364e-06,7.781434e-07,2.712074e-06,1.061927e-06,9.53444e-06,7.868875e-05,1.722263e-05,4.453777e-06,4.544137e-05,5.291097e-06,4.101753e-06,1.118408e-06,1.383794e-06,9.857094e-07,3.934826e-06,4.228336e-06,1.998987e-06,2.501576e-05,4.937339e-06,3.236721e-05,1.323321e-05,7.83705e-06,2.141136e-05,1.624871e-05,2.334839e-06,1.981939e-06,8.601019e-07,3.303529e-06,5.615935e-06,3.849363e-06,2.291928e-06,8.343271e-06,5.412453e-06,2.308089e-05,3.299485e-06,4.253511e-07,3.667137e-06,4.394107e-06,7.162978e-06,5.275163e-06,1.089303e-06,1.954605e-06,2.989904e-06,8.395522e-07,4.690747e-06,1.150862e-05,2.992871e-06,5.923214e-06,4.700543e-06,2.262694e-05,6.125247e-05,1.746291e-05,1.777714e-06,1.829378e-05,6.508857e-07,2.25243e-06,4.111287e-06,3.588206e-05,3.919123e-06,1.034469e-06,6.991058e-07
"Cellvibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centipeda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.807589e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chaetomium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chelativorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364754e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chitinimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.257141e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chitiniphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.199955e-08,0,0,0,0,2.238901e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54408e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422338e-07,0,0,0,0,0,0,0,0,0,0,7.573867e-08,0,0,0,0,0,0,0,0,0,0,0
"Chlamydia",0.001457467,2.07142e-06,0,1.454127e-07,2.866452e-06,2.960264e-07,8.346833e-06,3.972382e-05,8.827383e-08,2.285291e-06,7.681244e-07,6.391207e-07,1.667948e-07,8.99465e-07,1.195491e-07,2.476415e-07,4.318495e-07,1.585906e-07,0,3.261087e-07,1.19173e-06,4.933808e-08,0,2.763305e-07,4.875535e-07,7.109908e-08,0,6.295489e-08,2.772734e-07,3.359371e-08,0,0,5.795266e-07,1.927226e-07,6.531178e-08,6.4268e-08,0,0,0,1.337422e-07,0,1.254288e-05,1.114983e-05,2.040759e-07,0,0,6.077863e-06,0,2.497938e-06,8.457886e-07,3.732487e-07,2.04697e-06,2.532127e-06,1.213011e-06,3.162e-08,0.002557434,0.0002907551,0,2.450627e-07,0,2.692332e-06,7.037136e-07,1.034779e-05,4.154164e-07,4.031647e-06,1.193525e-06,5.078609e-06,0,1.264255e-07,0.0003756118,9.347401e-06,7.570922e-07,2.297889e-07,0,0,0,1.132947e-06,2.543557e-07,1.279317e-07,5.477283e-07,3.781693e-07,0,7.018078e-07,0.001340349,1.890643e-05,3.90121e-05,0,0,1.408827e-05,1.081918e-06,0,0.0005667558,4.075258e-06,1.068685e-05,1.173658e-06,8.377855e-08,3.51271e-07,1.78138e-06,3.163232e-08
"Chlorobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.057069e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chloroflexus",0,0,0,0,0,0,1.332483e-07,0,0,0,0,0,0,0,0,0,1.618259e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.533669e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.594549e-07,0,0,0,0,0,0,0,0,0,0
"Chromobacterium",0,0,0,0,2.470919e-07,0,0,0,0,3.141386e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65213e-07,0,5.881886e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.982949e-08,0,0,0,0,0,3.157985e-07,0,1.62284e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34634e-08,0,0,0,0,0,0,0,0,0
"Chryseobacterium",9.435417e-05,0,1.537753e-07,1.654652e-06,1.779174e-06,6.208849e-06,2.658996e-05,9.081587e-07,3.610865e-08,0,6.745991e-07,3.376846e-07,2.147105e-07,2.922697e-06,4.31373e-07,3.771936e-07,5.581001e-06,2.06115e-07,0,6.448537e-07,6.961799e-07,5.216034e-07,2.493115e-07,6.471147e-07,4.194237e-07,3.450962e-07,3.361801e-07,6.990465e-06,1.043007e-05,2.364459e-06,1.650948e-06,2.391492e-06,2.622748e-06,1.531566e-05,3.480774e-06,3.084315e-07,1.20087e-06,2.934414e-07,6.143895e-08,9.197179e-07,5.03198e-07,7.346751e-07,5.287779e-05,7.565018e-06,1.204674e-06,4.768474e-07,3.243289e-06,1.00763e-06,0,0,0,2.528093e-06,8.492738e-08,9.132e-07,5.615735e-07,2.476533e-05,3.995677e-06,7.804436e-07,1.168468e-05,1.992066e-08,1.744857e-05,6.013562e-06,2.246256e-07,8.485371e-08,1.405269e-08,4.070534e-07,2.657415e-07,3.154738e-07,2.231376e-07,3.478552e-06,2.977632e-05,2.40646e-05,6.314679e-07,2.01722e-06,1.713228e-07,2.566852e-06,0,1.605369e-08,6.853105e-08,6.903989e-08,3.830652e-06,8.075596e-08,6.352586e-07,1.594108e-05,7.169411e-06,1.00907e-06,4.486694e-07,7.713899e-07,2.508443e-05,1.996935e-05,2.10374e-06,0,2.638543e-06,1.147069e-07,2.534271e-08,1.007189e-06,2.260241e-07,7.539572e-07,3.22257e-07
"Citricoccus",0,0,0,0,0,0,0,0,1.273239e-07,0,2.343726e-08,0,0,0,7.86452e-06,2.765602e-07,2.559892e-06,1.373011e-07,5.282484e-08,5.008546e-07,9.697518e-07,7.637246e-06,7.853339e-07,9.561277e-07,0,5.684667e-05,1.622619e-08,2.73427e-08,2.794325e-08,0,0,5.185107e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.002344e-08,0,0,0,3.475039e-08,2.125626e-07,0,2.281766e-08,0,0,0,0,0,0,2.200428e-08,0,4.74993e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.392352e-08,0,0,0,0,9.623184e-08,1.206726e-08,0,0,0,0,0,6.034951e-08,0,0,0,0,0,0,6.469949e-08,0,0,0
"Citrobacter",6.922733e-06,7.166595e-06,2.003358e-05,3.665759e-06,2.308714e-06,1.797017e-06,2.604654e-05,1.347297e-05,1.1391e-06,7.191212e-06,1.921047e-06,1.313625e-05,1.029163e-06,1.502664e-06,5.407613e-07,1.249587e-06,5.721819e-05,4.578944e-07,0,2.539737e-06,3.803979e-06,3.563587e-07,2.544877e-08,0.0001401724,5.646803e-06,4.780293e-07,3.060068e-07,1.829321e-06,1.871279e-06,1.639131e-06,6.886095e-07,4.377347e-07,1.956547e-05,0.000371639,5.962897e-06,3.669558e-07,6.140002e-07,9.15028e-08,5.644745e-07,2.688096e-07,1.205667e-05,1.890996e-05,0.0003869052,0.0003014089,6.331826e-06,0.0003814115,0.0003475746,0.0008643244,6.436405e-06,4.245385e-06,1.629614e-05,2.770453e-06,6.076868e-06,5.553126e-07,7.422998e-07,0,9.56262e-06,1.361169e-06,3.215016e-05,6.85753e-07,7.661325e-05,0.0001642247,1.402676e-05,7.098881e-06,2.701151e-06,4.56249e-06,6.399297e-06,2.506382e-06,1.928675e-07,1.325967e-05,1.674917e-05,5.182207e-05,2.394408e-05,3.211067e-06,0.001310964,0.0002506972,1.326193e-05,1.345871e-06,2.560823e-06,1.357623e-05,2.779325e-06,1.252772e-07,1.848732e-06,0.0002919288,0.0001027916,6.995227e-05,3.65506e-05,4.261331e-05,0.0001621657,0.0003053778,1.399015e-06,0.01079041,1.895543e-05,8.638744e-06,5.542747e-06,1.832517e-06,8.822896e-07,1.018099e-05,4.609229e-06
"Citromicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.665538e-08,3.883656e-07,0,0,0,0,0,0,0,0,0
"Cladophialophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.558557e-08,0,0,0,3.607221e-08,0,0,0,0,0,0,1.340444e-07,0,0,1.201406e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276038e-07,2.245474e-07,0,0,0,0,0,0,0,0,0,0,5.992024e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.154906e-08,0,0,0,0,0,0,0,0,0,0
