"","CBJMR00700","CBJMR01400","CBJMR02800","CBJMR04200","CBJMR04201","CBJMR04202","CBJMR04203","CHCFR00700","CHCFR01400","CHCFR02800","CHCFR04200","CHCFR05601","CHCFR05602","CHCFR05603","DGYFR06201","DGYFR06202","DGYFR06203","DGYMR06201","DGYMR06202","DGYMR06203","DHCFR07801","DHCFR07802","DHCFR07803","DHCMR07801","DHCMR07802","DHCMR07803","DHKFR23501","DHKFR23502","DHKFR23503","DSLFR04101","DSLFR04102","DSLFR04103","DSLMR04101","DSLMR04102","DSLMR04103","DSTFR04001","DSTFR04002","DSTFR04003","DSTMR04001","DSTMR04002","DSTMR04003","HBJMR00700","HBJMR01400","HBJMR02800","HBJMR04200","HBJMR04201","HBJMR04202","HBJMR04203","HHCFR00700","HHCFR01400","HHCFR02800","HHCFR04200","HHCFR05601","HHCFR05602","HHCFR05603","LBJMR00700","LBJMR01400","LBJMR02800","LBJMR04200","LBJMR04201","LBJMR04202","LBJMR04203","LHCFR00700","LHCFR01400","LHCFR02800","LHCFR04200","LHCFR05601","LHCFR05602","LHCFR05603","MBJMR00700","MBJMR01400","MBJMR02800","MBJMR04200","MBJMR04201","MBJMR04202","MBJMR04203","MHCFR00700","MHCFR01400","MHCFR02800","MHCFR04200","MHCFR05601","MHCFR05602","MHCFR05603","NBJMR00100","NBJMR00700","NBJMR01400","NBJMR02800","NBJMR04200","NBJMR04201","NBJMR04202","NBJMR04203","NHCFR00100","NHCFR00700","NHCFR01400","NHCFR02800","NHCFR04200","NHCFR05601","NHCFR05602","NHCFR05603"
"Serratia",0,3.137227e-06,3.423045e-06,2.807654e-06,1.836032e-06,3.522481e-07,2.400917e-06,2.529362e-06,4.402454e-06,2.037782e-06,8.804243e-07,1.342802e-06,1.109798e-06,1.011853e-06,9.511879e-07,6.585579e-07,2.795776e-06,8.510503e-07,9.711232e-08,9.958e-07,6.677989e-07,6.621179e-07,1.006537e-06,5.4259e-06,1.068337e-06,1.091622e-07,4.837943e-07,1.966896e-07,2.476669e-07,1.042044e-06,1.773247e-06,1.913143e-06,3.260969e-06,2.269125e-05,8.154714e-07,6.351549e-07,9.271776e-07,1.655033e-06,3.777264e-07,3.828882e-07,1.073981e-06,2.457517e-06,7.830951e-06,1.757389e-05,1.830308e-06,8.954805e-06,1.373229e-05,3.453618e-05,2.01163e-06,5.817248e-06,2.561922e-06,1.978909e-07,1.729636e-06,3.637334e-07,3.383645e-07,3.685317e-06,3.865092e-06,4.306066e-07,1.1108e-05,7.520289e-07,2.581775e-05,5.061491e-05,1.607002e-06,1.901305e-06,1.454607e-06,4.638041e-07,1.175323e-06,6.703509e-07,1.62222e-07,3.481519e-06,5.003171e-06,3.725278e-06,1.826765e-06,3.640877e-07,2.565895e-05,2.185428e-05,2.530585e-06,4.047748e-06,1.551486e-06,1.085917e-06,1.454424e-06,5.009909e-07,6.640047e-07,5.537731e-06,3.439649e-06,4.086114e-06,3.41444e-06,5.223946e-06,0.0001370779,0.000917291,4.758591e-07,2.011668e-05,1.859594e-06,2.917355e-06,1.523028e-06,4.520698e-07,4.012957e-06,1.374815e-06,1.663343e-06
"Sharpea",0,3.301352e-06,1.087878e-06,8.91837e-07,4.480252e-06,2.90736e-06,0,5.750414e-07,1.995069e-07,8.593246e-07,1.035028e-06,1.599214e-06,1.544116e-06,3.664833e-07,7.887107e-07,1.063884e-06,5.340052e-07,1.797618e-06,1.101802e-07,4.354751e-07,2.30406e-06,8.686716e-07,1.274447e-06,1.883607e-07,2.012883e-06,1.919984e-06,1.804836e-06,0,3.070691e-07,5.216642e-06,2.373138e-06,2.714952e-06,9.674839e-08,1.668887e-07,5.598109e-06,4.072769e-06,1.010381e-05,4.201859e-06,1.329378e-05,5.225254e-06,4.28697e-06,0,1.856651e-07,0,1.674082e-06,1.320965e-06,3.135517e-07,3.306655e-07,6.662394e-06,5.069414e-07,3.157687e-06,1.157227e-06,7.058036e-07,2.110899e-06,3.145429e-06,0,7.741255e-07,1.573363e-07,2.777717e-06,3.66387e-06,4.006219e-07,5.139053e-07,1.060524e-06,4.016375e-07,1.055434e-06,1.337005e-06,1.023288e-06,9.447426e-07,2.699604e-06,5.516524e-06,5.572759e-06,5.040493e-07,1.609468e-06,1.186361e-06,2.071419e-07,4.197219e-07,0,7.367145e-07,2.27537e-06,7.110595e-07,2.890805e-06,1.106854e-06,9.756204e-07,0,0,0,6.000255e-07,2.180346e-06,0,3.715457e-07,1.646377e-06,3.360561e-07,1.258061e-07,5.288944e-07,6.912549e-06,2.088686e-06,3.507088e-07,7.078705e-07,1.067559e-06
"Shewanella",0,0,0,0,0,0,0,0,0,0,1.70291e-07,1.885975e-07,6.930831e-07,1.154092e-06,1.041893e-07,1.919937e-07,0,5.938674e-07,0,0,2.655397e-07,9.305536e-08,2.635075e-07,0,2.32182e-07,2.735964e-07,1.475804e-06,0,1.042094e-07,0,0,1.273305e-07,0,0,0,0,0,0,0,0,0,0,0,4.212823e-07,0,0,1.698229e-07,0,0,2.721119e-08,0,1.237706e-07,0,0,5.633143e-08,0,0,0,0,0,0,0,0,0,0,0,3.983906e-07,0,2.36702e-07,0,0,2.677636e-07,0,0,0,0,0,0,0,0,0,2.622013e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242987e-07,1.077101e-07
"Shigella",3.03409e-05,5.042838e-05,0.0002684077,2.239113e-05,1.220055e-05,4.958518e-06,0.0001181496,0.0001174175,7.347921e-06,6.55357e-05,7.508875e-06,9.596025e-05,1.383976e-05,5.486736e-06,7.093553e-07,4.375344e-06,0.00044839,2.781555e-06,1.474642e-06,1.022361e-05,2.227417e-05,1.93712e-06,3.497747e-07,0.001027198,6.226211e-05,1.221919e-07,7.070112e-07,1.68264e-06,2.854295e-06,3.55642e-06,3.810184e-08,9.677552e-07,0.000271038,0.00446555,3.405429e-07,3.506263e-06,3.840299e-06,2.50006e-06,0,1.892586e-07,0,0.000137169,0.001464087,0.00214338,4.765065e-05,0.003045894,0.0008352059,0.008734453,2.556719e-05,1.811308e-05,0.0001506912,3.173392e-06,4.813362e-05,1.235081e-06,2.853947e-06,6.111043e-06,5.806469e-05,1.312578e-05,0.0001853765,2.780113e-06,0.0001854941,0.0009917435,0.0001358715,6.0248e-05,2.119955e-05,3.847431e-06,5.664141e-05,2.041992e-05,3.166672e-07,5.63618e-05,0.0001308272,0.0002159562,0.0001621771,2.654668e-05,0.008749356,0.002140092,3.905811e-05,1.121044e-05,2.205525e-05,7.549787e-05,1.109522e-05,7.945417e-07,1.684216e-05,0.00203538,0.0007653891,0.0006326171,0.0003290548,0.0003344126,0.001425241,0.002290247,4.907483e-06,0.0009218152,0.0001525528,9.963143e-06,4.705465e-05,3.657507e-06,4.935644e-06,4.997383e-05,2.837115e-05
"Shinella",0,0,3.502806e-07,2.271749e-07,4.810657e-07,5.191067e-08,0,1.565177e-07,0,1.767246e-07,3.281217e-08,0,3.371385e-08,4.258702e-08,1.762723e-07,1.963064e-07,4.102859e-06,2.085852e-07,2.958191e-08,4.332484e-07,1.139723e-07,1.116477e-07,3.826672e-08,3.338105e-08,1.319596e-07,5.85987e-07,0,7.1212e-07,1.130664e-07,0,2.397628e-07,8.551486e-08,1.165777e-07,7.954356e-08,1.47515e-07,1.743074e-07,0,0,1.210356e-07,0,0,7.69158e-07,1.47178e-06,9.722328e-06,7.736802e-08,0,4.956695e-07,0,8.420189e-07,9.419258e-08,4.389523e-08,2.410329e-07,0,0,3.269971e-08,0,0,6.871784e-06,3.872414e-07,0,3.452321e-06,2.239431e-06,5.984911e-07,1.822411e-07,5.488296e-08,0,0,0,0,0,3.318635e-06,1.093421e-05,4.559784e-07,0,5.532132e-07,0,1.620366e-07,8.97645e-08,2.169725e-07,0,0,0,0,0,8.132452e-08,1.003545e-06,1.06627e-07,2.091448e-07,2.185996e-06,4.01332e-07,0,0,5.123529e-08,9.966031e-08,0,1.686911e-07,6.063274e-08,0,0
"Shuttleworthia",1.052766e-05,3.659361e-06,1.011343e-06,3.181778e-06,5.330115e-06,5.119184e-06,0,2.66534e-06,3.013704e-06,2.755796e-06,3.302244e-06,3.435414e-06,4.16751e-06,6.298445e-06,4.089332e-06,4.235354e-06,1.618008e-06,7.359117e-06,1.122245e-06,3.408544e-06,6.325972e-06,5.059222e-06,2.333119e-06,1.01516e-07,3.13779e-06,3.112332e-06,6.542461e-06,0,4.064254e-07,2.625524e-06,1.522611e-06,3.340585e-06,2.249636e-07,2.807925e-07,1.085343e-06,1.52015e-06,8.550476e-07,2.771635e-06,2.86051e-06,3.024438e-06,3.411359e-06,1.713832e-06,0,0,5.531555e-06,1.203143e-06,2.177624e-06,4.332338e-07,1.553564e-06,6.00444e-06,3.952407e-06,3.159634e-06,6.221302e-06,7.608137e-06,3.796152e-06,0,1.428458e-06,3.86696e-06,2.466482e-06,6.036891e-06,3.079726e-07,9.298772e-07,7.005187e-06,4.655925e-06,3.017106e-06,2.47637e-06,5.026929e-06,4.804173e-06,3.54682e-06,2.492411e-06,5.559503e-07,5.410439e-07,3.318371e-06,3.111617e-06,2.048999e-07,3.158182e-06,2.189141e-06,1.048541e-06,8.117814e-06,5.443323e-06,4.571044e-06,1.189697e-05,6.718664e-06,0,1.843666e-06,2.85787e-07,1.401784e-06,6.320417e-06,1.387273e-07,2.493548e-06,5.290169e-06,0,2.800657e-06,2.429612e-06,4.700286e-06,2.266233e-06,5.846774e-06,1.125505e-05,7.686389e-06
"Siccibacter",0,1.446288e-07,6.382891e-07,1.724847e-07,0,0,3.848933e-07,2.802959e-07,0,2.388981e-07,0,6.621868e-07,0,0,0,8.426389e-08,3.236181e-06,0,0,0,3.496273e-07,0,0,9.386588e-06,7.069458e-07,0,0,0,7.699917e-08,0,0,0,1.230543e-07,1.873774e-05,0,0,0,0,0,0,0,3.893269e-07,1.589408e-05,1.152712e-05,3.414401e-07,2.442328e-05,1.325385e-06,5.097361e-05,1.421457e-07,1.768727e-07,1.094637e-06,0,8.909336e-08,0,0,0,0,0,1.9389e-06,0,7.408108e-07,8.724141e-06,0,2.575664e-07,7.744595e-08,0,2.622738e-07,5.2737e-07,0,0,2.245678e-07,1.046943e-06,2.055597e-06,0,7.413412e-05,1.912595e-05,0,0,4.20799e-07,9.70394e-08,1.682082e-07,0,7.602375e-08,1.452963e-05,1.447181e-06,4.265504e-06,1.052053e-06,3.992059e-06,9.645234e-06,1.25996e-05,0,2.309452e-06,9.19033e-07,0,1.154501e-07,0,0,2.124892e-07,2.718183e-07
"Simplicispira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.697098e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660959e-07,0,0,0,0,1.649087e-07,0,0,0,0,0,0,0,0,0,0,0,0,8.873038e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singulisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.483711e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sinorhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.136591e-08,4.330591e-07,0,0,3.136979e-08,0,0,0,0,0,0,0,4.870095e-08,0,0,2.978871e-08,0,0,1.523376e-07,3.156636e-08,0,0,0,0,0,0,0,8.379026e-08,5.840068e-07,0,0,4.234958e-07,0,2.409249e-08,6.810312e-08,0,5.397002e-08,0,0,0,0,0,0,0,0,1.792451e-07,1.070348e-06,0,0,0,1.661577e-08,0,0,0,0,2.42776e-07,0,0,0,2.461242e-07,0,3.281002e-07,0,0,4.006214e-08,0,0,0,0,0,0,0,5.554169e-08,4.710353e-07,3.815677e-07,0,0,0,2.059681e-07,0,5.895404e-08,0,0,3.285365e-08
"Skermanella",0,1.606987e-07,0,6.388321e-08,6.50777e-08,0,2.20259e-07,1.038133e-07,1.503784e-07,1.144602e-06,4.152157e-07,6.131359e-08,2.086652e-07,5.134978e-08,1.016167e-07,2.496708e-07,2.752039e-07,3.055199e-08,4.747714e-07,3.462295e-07,8.632773e-08,1.512628e-07,3.426682e-07,0,5.661228e-07,4.44735e-08,3.766078e-08,0,0,4.893899e-07,3.37115e-08,4.96746e-07,9.11513e-08,0,5.911224e-07,5.514353e-07,7.719156e-08,3.200715e-08,2.558692e-07,9.90586e-08,5.239057e-07,0,0,0,1.305386e-07,4.020293e-07,2.853416e-06,6.811264e-07,2.474388e-06,5.895757e-07,1.235569e-06,1.207146e-07,1.407895e-07,1.568127e-07,2.758618e-08,0,0,9.21313e-08,1.328298e-07,0,1.276038e-07,2.377338e-05,1.683e-06,4.871232e-07,4.58939e-07,3.178535e-07,1.942769e-07,2.929833e-07,1.026033e-07,5.11251e-07,0,4.885125e-08,1.282244e-07,8.383115e-08,1.457126e-06,0,1.315838e-07,5.957703e-07,3.11703e-08,3.594052e-07,2.491973e-07,2.273131e-07,0,0,0,0,6.739878e-07,2.571375e-07,4.784272e-07,7.135646e-06,7.844909e-08,0,2.593391e-07,4.66423e-07,5.986302e-07,6.304872e-07,2.769644e-07,0,0
"Slackia",3.516128e-05,6.621716e-05,3.147028e-05,4.054288e-05,1.833422e-05,1.449904e-05,9.258849e-08,0.000138014,0.0001890297,3.804152e-05,0.0001151869,9.722813e-05,0.0001481315,3.971756e-05,0.0004772201,0.0003952126,0.0002972953,0.0005969434,0.001018993,0.0004672904,0.0002087196,0.0004306093,0.0002977506,2.866146e-06,0.0003817687,0.0001780615,0.0002348945,1.445048e-06,4.308439e-05,0.00011683,7.293864e-05,6.232302e-05,8.403188e-06,1.023908e-05,9.640299e-05,0.0001973848,6.332497e-05,3.574867e-05,0.0001841772,6.788508e-05,9.616176e-05,2.071664e-05,1.30649e-06,1.902372e-06,5.500517e-05,2.62173e-05,1.132684e-05,4.023089e-06,5.331632e-05,8.504737e-05,0.0002175552,3.62941e-05,8.228798e-05,2.489489e-05,3.702649e-05,2.925748e-05,2.033483e-05,7.025482e-05,2.4768e-05,1.894828e-05,2.450576e-06,8.07866e-06,5.378988e-05,0.0001478605,3.061131e-05,2.707006e-05,8.537172e-05,2.491302e-05,2.726838e-05,4.030566e-05,4.650512e-05,1.853097e-05,8.915674e-05,8.931863e-05,2.140053e-06,1.304139e-05,8.428242e-05,9.040372e-05,2.87272e-05,4.663114e-05,3.594867e-05,0.0001053202,2.421823e-05,8.485127e-06,7.335629e-06,2.150601e-05,4.398601e-05,2.953619e-05,1.921496e-06,2.16821e-05,5.183144e-05,8.269204e-06,6.8662e-05,0.0001013553,3.582136e-05,0.0002069887,6.440997e-05,0.0001337312,7.154513e-05
"Smaragdicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smithella",0,0,0,0,0,2.260542e-07,7.127267e-05,0,4.938102e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.368068e-08,0,0,0,0,0,0,0,0,0,0,0,0,4.89895e-06,1.617213e-06,0,0,0,5.925989e-08,0,0,0,0,0,0,0,0,0.0001551437,1.185663e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.79127e-07,0,0,0,0,0,0,0,0,0,0,0,0,6.755071e-08,0.0007893928,4.694547e-06,2.341974e-07,0,0,0,0,0,0,0,0
"Snodgrassella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soleaferrea",3.462432e-07,6.875055e-07,4.621593e-07,1.500092e-06,5.60776e-08,6.29423e-07,0,8.393479e-07,5.74635e-07,5.737577e-07,1.200579e-06,1.453001e-06,1.380162e-07,6.134368e-07,8.850973e-07,1.602455e-06,1.119358e-06,2.737767e-07,7.926704e-08,6.101216e-07,2.349273e-06,5.443932e-07,7.067211e-07,0,1.262303e-07,3.096579e-08,1.902903e-06,6.584567e-08,2.471124e-07,5.132743e-06,4.28145e-06,2.622358e-06,3.917501e-07,7.687564e-07,3.735871e-06,0.0001116911,2.394852e-06,3.211484e-06,0.000115576,5.936135e-06,6.462939e-07,8.196355e-08,4.657682e-08,3.761637e-07,8.380477e-07,2.526437e-06,1.14511e-07,0,2.215892e-06,1.320565e-06,6.648183e-07,1.244543e-06,4.26721e-07,1.382949e-06,3.913481e-07,0,0,4.505795e-07,1.434366e-06,8.668061e-07,0,1.392516e-07,6.06542e-07,1.06075e-06,1.378708e-06,1.380847e-06,1.325457e-06,6.407291e-07,8.355125e-07,1.473124e-06,1.274602e-06,2.836762e-07,1.346181e-06,3.241823e-07,0,3.263269e-07,6.074407e-07,1.206958e-06,1.532373e-06,6.921438e-07,2.513181e-07,8.345674e-07,3.003553e-07,0,7.662778e-07,1.605276e-07,2.322597e-07,1.072828e-06,5.532612e-08,6.951399e-07,7.854929e-07,0,1.392336e-06,1.023915e-06,7.603892e-07,9.646225e-07,1.653057e-07,5.370058e-07,1.13572e-06
"Solibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321766e-07,0,7.999349e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342723e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.788601e-08,0,0,0,0,0
"Solirubrobacter",0,1.210846e-06,1.669942e-07,0,0,0,0,0,0,0,0,0,0,0,9.570878e-08,0,8.585236e-06,4.316356e-07,3.208433e-05,4.347999e-06,0,1.153995e-06,1.331326e-06,1.090706e-07,1.066417e-06,0,1.064136e-07,0,0,0,0,0,0,8.795682e-08,0,0,0,0,0,9.329937e-07,0,0,0,1.628795e-07,3.688475e-07,0,0,0,0,0,0,0,0,0,0,0,5.040817e-07,9.111357e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.350128e-07,0,0,1.248876e-07,0,7.22365e-07,0,0,0,0,0,0,0,0,0,5.653488e-07,1.174385e-05,0,0,1.416857e-07,2.216643e-07,0,0,0,0,0,0,0,0
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173238e-07,2.37953e-08,0,0,0,0,0,0,0,0,2.933195e-08,0,0,0,0,0,0,0,0,5.726443e-08,0,0,2.491034e-08,0,1.165834e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorangium",0,0,0,0,0,0,0,0,7.005539e-07,2.43981e-07,7.473882e-08,1.229388e-06,0,0,0,8.426389e-08,0,0,0,2.57118e-07,0,1.633638e-07,1.706319e-07,0,2.038042e-07,0,0,0,0,2.180593e-07,4.506288e-07,0,0,0,8.758199e-07,0,0,1.275039e-07,5.138881e-07,8.915274e-08,0,0,0,0,0,0,0,0,0,0,9.26677e-08,5.378725e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.142645e-07,1.134893e-06,2.579742e-07,7.824095e-07,4.121374e-07,0,0,0,0,0,0,0,0,1.318508e-07,8.415981e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.978846e-07,2.280613e-07,1.063947e-07,4.924063e-07,7.390929e-08,0
"Sordaria",0,0,0,0,0,0,2.876213e-07,0,0,0,1.320633e-07,0,0,1.30717e-07,0,0,0,0,0,0,1.121799e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.087535e-08,7.485291e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.985802e-07,1.323524e-07,0,0,0,7.79031e-08,0,0,0,0,0,0,0,0,0,0,4.124564e-08,7.35377e-08,0,0,0,0,0,0,4.155555e-08,0,0,5.917195e-07,2.366014e-07,0,0,0,0,0,0,0,0,0
"Spathaspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphaerobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.859129e-08,0,4.444012e-07,0,0,3.595461e-08,0,0,0,0,0,4.156561e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphaerochaeta",7.385738e-06,4.213034e-06,1.023458e-05,3.358903e-05,2.302573e-05,1.898288e-05,0,6.861058e-06,1.303228e-05,4.454254e-05,2.45888e-05,2.569068e-05,2.489765e-05,1.972127e-05,2.116213e-05,2.310492e-05,1.927927e-05,1.120231e-05,2.572631e-06,1.22731e-05,2.493872e-05,2.255523e-05,1.329363e-05,4.051868e-08,8.797467e-06,5.886097e-06,0.0006626354,6.386474e-08,5.155267e-06,3.700804e-05,7.758443e-05,4.565172e-05,2.845358e-06,3.561361e-06,3.054819e-05,2.681343e-05,9.742361e-06,1.885004e-05,2.665296e-05,1.258904e-05,1.328234e-05,9.802226e-06,6.345065e-07,8.768797e-07,2.15208e-05,2.019339e-05,7.345028e-06,5.720351e-06,2.82089e-05,2.288568e-05,3.835646e-05,1.864216e-05,3.927829e-05,2.260749e-05,1.504585e-05,3.725447e-06,2.86515e-06,1.088e-05,3.677351e-05,3.388052e-05,2.10193e-06,1.243746e-05,6.406891e-06,1.960405e-05,5.625819e-05,5.683651e-05,2.287564e-05,4.040437e-05,1.645018e-05,2.29283e-05,4.438169e-06,7.588683e-06,6.991408e-05,9.320341e-05,3.121064e-06,1.181456e-05,6.747938e-06,1.464177e-05,3.281077e-05,3.305088e-05,1.269308e-05,3.517971e-05,2.133313e-05,3.404888e-06,4.680703e-06,5.104841e-06,7.668233e-06,5.215456e-05,2.035829e-06,1.816651e-05,2.071995e-05,9.196933e-07,9.245237e-06,3.621404e-05,3.45815e-05,3.194686e-05,2.383359e-05,2.602976e-05,5.593819e-05
"Sphingobacterium",0,0,0,5.711031e-07,1.343238e-06,5.270929e-07,0,0,5.723182e-08,3.182361e-07,1.019535e-06,7.117256e-07,8.73829e-07,4.381906e-07,1.20398e-06,2.060341e-06,5.614407e-07,3.892861e-06,9.637343e-07,1.899443e-06,2.494407e-06,9.678885e-07,5.591733e-07,9.881524e-06,1.484475e-06,7.530003e-08,1.379887e-06,1.0769e-07,2.104304e-07,2.311859e-07,6.826579e-08,9.813997e-08,1.965955e-07,4.694953e-07,4.119969e-08,8.664358e-07,6.459452e-06,1.820875e-07,9.03724e-08,2.871374e-06,0,0,2.477724e-07,5.891062e-07,5.726445e-07,6.534657e-07,2.199772e-07,4.493754e-07,2.394967e-07,2.483392e-08,0,1.294179e-05,4.545053e-07,2.946755e-07,6.560769e-08,0,2.104419e-07,0,1.61928e-07,1.7172e-07,3.830367e-07,2.154448e-07,1.927427e-07,3.658734e-07,2.174769e-08,1.041661e-06,1.605586e-06,2.093274e-06,1.441894e-06,0,0,4.321666e-07,3.615289e-07,0,7.893084e-08,9.00339e-07,2.008383e-07,1.523736e-07,6.098775e-08,3.484818e-07,5.801245e-07,4.887896e-07,2.573423e-07,0,0,0,0,8.359118e-08,1.436693e-06,2.037621e-07,0,0,0,1.607443e-08,1.633728e-08,9.963384e-07,1.853878e-06,1.106167e-07,4.760387e-07
"Sphingobium",6.542662e-06,5.900373e-07,6.173867e-07,3.984166e-07,5.979323e-07,2.879492e-07,9.164938e-06,6.474327e-06,2.955096e-06,1.11682e-06,2.329798e-06,7.312371e-06,7.216542e-07,4.832154e-06,5.378051e-06,7.93837e-06,9.255549e-06,4.508657e-07,1.798652e-07,9.323268e-06,3.285306e-07,7.502808e-06,2.362292e-07,2.476756e-07,2.606527e-07,4.788279e-06,8.387724e-07,3.017802e-07,2.238092e-06,3.61887e-06,8.556468e-06,2.370678e-06,2.487124e-06,1.897996e-06,4.141863e-06,1.19581e-06,7.293941e-07,1.684118e-06,2.256215e-06,8.183578e-07,8.938329e-07,1.140372e-06,1.242852e-06,1.719655e-06,1.34968e-06,0,3.918522e-06,2.220443e-07,3.697807e-06,1.233465e-06,3.292923e-06,7.249234e-06,7.660861e-07,3.67914e-07,3.243165e-07,1.892847e-05,2.290976e-06,4.25569e-07,2.413987e-06,7.777786e-08,4.119287e-06,1.202124e-05,3.373656e-06,1.128535e-06,4.358391e-07,1.693719e-06,7.363727e-07,3.938356e-07,1.272105e-06,3.171272e-06,1.651743e-06,1.878676e-06,4.396289e-07,1.052974e-07,8.683527e-07,2.689324e-07,5.296433e-06,1.767456e-06,7.556449e-07,2.063158e-06,4.275701e-06,1.709543e-06,7.15643e-07,1.420235e-05,2.52726e-07,1.332992e-06,5.23312e-07,5.622186e-07,1.009246e-05,4.775243e-05,2.058097e-07,1.524873e-05,5.211724e-06,4.465484e-06,4.52031e-07,1.2025e-06,8.295223e-07,7.190436e-06,1.48885e-06
