"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Abiotrophia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.155514e-08,0,5.845344e-07,0,9.032278e-08,0,0,0,0,0,2.542774e-08,2.979497e-06,0,2.388851e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Accumulibacter",0,7.796312e-08,4.666436e-07,4.226531e-07,0,0,0,0,1.93746e-07,2.740057e-06,2.908727e-07,0,0,8.565713e-08,0,4.848816e-07,1.925737e-08,0,0,0,0,0,3.881018e-07,0,0,0,0,0,7.508918e-08,2.408013e-07,1.173452e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.091521e-07,6.365934e-08,0,0,0,2.784235e-06,1.990561e-07,9.504096e-07,4.691586e-08,0,0,0,0,0,1.752783e-07,8.674683e-07,0,0,0,1.34061e-07,7.7705e-07,4.281557e-07,1.980817e-07,0,0,0,6.01764e-07,0,0,2.569962e-07,1.011877e-07,0,0,0,0,6.331384e-07,5.428498e-07,0,0,0,0,0,0,0,3.247942e-07,0,0,0,0,0,0,1.115451e-06,3.275562e-07,0,0,0
"Acetivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetobacter",0,6.906064e-07,1.35195e-06,2.264998e-07,1.363676e-07,0,1.388124e-07,0,2.128839e-08,1.039695e-06,2.238526e-06,3.63623e-07,1.008312e-06,1.804325e-06,2.313262e-06,4.271576e-06,1.152704e-06,4.860262e-06,3.088531e-06,5.379088e-07,5.242953e-06,6.491147e-06,7.512695e-06,0,2.650135e-06,8.45109e-06,3.775879e-07,2.030523e-07,2.780558e-08,4.013606e-07,7.54362e-08,2.073346e-06,4.929451e-08,9.742195e-07,0,7.923492e-08,0,2.99479e-08,0,0,2.510322e-07,2.314076e-06,2.802912e-07,2.481728e-06,3.410724e-07,2.772397e-07,0,6.77189e-07,4.025315e-07,2.121065e-07,4.233901e-07,1.063851e-06,2.910121e-07,1.537846e-07,1.712554e-07,5.48229e-06,1.290181e-06,3.502721e-06,2.171083e-07,0,3.998385e-07,1.958321e-06,1.528753e-07,3.228474e-07,1.576109e-07,9.033552e-07,1.634995e-06,2.361871e-05,1.2805e-07,2.36328e-07,0,1.469607e-07,7.910894e-07,2.246691e-06,1.580899e-06,2.040009e-07,0,0,2.2196e-07,1.915071e-05,1.081169e-07,3.848811e-05,5.075489e-06,0,1.54367e-06,2.629247e-06,5.437287e-06,1.314683e-06,3.949001e-07,2.908515e-06,1.854253e-06,0,0,2.691791e-07,4.716648e-07,8.786855e-07,7.536796e-07,1.286136e-07,2.493238e-07
"Acetobacterium",5.06817e-07,1.568345e-06,0,7.691253e-07,0,0,0,5.200761e-07,5.610514e-07,6.436547e-07,6.772561e-07,1.755699e-07,3.246083e-07,5.968932e-07,1.805524e-06,1.746943e-06,2.545939e-06,0,9.284121e-07,8.759075e-07,0,0,1.577891e-07,0,6.147221e-08,0,8.615046e-08,0,1.647978e-07,1.121678e-06,5.715962e-07,5.698544e-07,4.649766e-08,7.526679e-07,1.279856e-07,4.870059e-07,0,4.666401e-07,0,0,0,0,1.052522e-06,3.282433e-08,6.175907e-08,0,0,7.976214e-07,2.240925e-07,3.887376e-07,2.423001e-07,4.42617e-07,1.984852e-07,4.328751e-08,0,4.191953e-07,2.793793e-07,7.091222e-07,0,0,2.752982e-07,0,1.119903e-07,6.38388e-07,7.075855e-08,0,2.736054e-08,1.256593e-07,1.679653e-08,1.026323e-06,1.112393e-06,0,1.973348e-07,0,0,0,9.690389e-07,0,0,6.51285e-07,1.669094e-07,2.412974e-06,1.068734e-06,0,0,0,6.695149e-07,8.842695e-08,0,0,0,0,0,0,6.721525e-07,1.038493e-07,3.032747e-07,5.925401e-08,1.881437e-07
"Acetomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acholeplasma",1.959043e-07,3.258098e-06,0,2.326255e-07,2.179984e-07,0,0,3.815028e-07,8.594362e-07,4.104275e-07,2.41135e-07,0,2.951104e-07,6.419006e-07,3.617103e-05,1.831255e-06,6.234067e-06,0,2.524011e-07,5.566114e-07,1.953896e-07,0,4.540438e-08,0,2.840754e-07,3.915349e-07,9.986387e-08,0,1.246583e-07,4.784801e-06,7.848624e-07,1.025385e-06,2.349372e-07,1.868132e-06,0,2.526624e-07,4.458955e-08,3.215619e-07,1.195109e-07,0,9.257999e-08,0,5.996532e-07,0,0,9.389676e-08,0,0,1.527392e-07,3.782629e-07,2.610482e-07,0,0,9.449636e-08,0,2.247575e-07,3.697967e-07,6.368884e-07,0,0,0,6.221528e-07,0,7.54655e-07,0,5.984984e-08,1.16075e-08,2.052726e-07,0,3.246506e-07,6.314265e-08,0,1.265568e-07,3.12101e-07,4.531639e-08,0,7.56012e-08,9.646318e-08,0,0,9.099187e-08,1.681134e-06,1.186332e-06,0,0,2.846262e-06,9.362369e-07,2.86649e-07,1.46796e-07,1.138973e-06,0,4.434684e-08,0,0,3.204768e-07,0,3.30597e-07,9.163293e-08,1.020625e-07
"Achromobacter",8.596643e-08,3.486792e-07,3.431497e-07,1.787973e-06,3.420189e-07,2.479846e-06,0,3.391033e-06,2.218571e-06,1.183106e-06,0,3.895798e-06,0,0,6.363422e-07,8.648477e-07,2.566408e-07,0,7.20708e-08,6.543623e-07,0,0,1.167885e-07,0,6.147221e-08,0,1.351379e-07,0,1.216887e-07,4.148234e-08,0,1.336122e-07,7.185826e-07,2.053062e-07,4.712009e-07,0,2.994865e-08,3.857055e-07,1.991848e-07,1.035745e-07,0,0,1.081762e-06,1.359149e-07,0,4.195977e-08,1.202901e-06,8.178483e-07,2.297827e-05,6.674335e-06,2.762584e-07,0,3.840802e-08,0,0,4.230887e-07,3.566611e-07,4.50777e-07,9.708262e-07,4.351888e-08,5.039969e-07,1.6545e-06,6.64464e-06,1.077953e-05,0,0,0,1.773368e-07,8.407153e-08,0,0,1.01732e-06,8.055189e-07,1.827974e-06,2.750453e-07,0,4.252614e-06,5.232826e-07,1.615217e-07,1.713924e-07,0,0,0,0,0,0,2.948753e-07,1.425376e-06,2.533641e-05,2.031659e-06,6.315995e-06,1.462425e-06,3.434899e-06,7.812273e-07,4.166768e-08,0,5.422285e-08,4.54573e-06,0
"Acidaminococcus",1.110764e-05,3.553554e-06,3.661659e-07,5.492757e-06,0,0,7.99725e-08,3.692799e-06,6.510162e-06,4.573487e-06,3.308904e-06,1.762918e-06,4.055483e-06,6.463999e-06,7.625791e-06,5.355864e-06,3.180122e-06,1.09673e-07,2.941832e-06,6.020878e-06,0,0,2.898271e-07,0,5.330074e-07,0,4.949383e-07,8.914493e-08,1.274253e-06,3.262886e-06,2.016193e-06,2.618143e-06,6.110832e-07,3.562025e-06,2.297983e-08,6.929987e-06,1.097464e-07,2.084529e-06,4.790521e-08,0,1.026683e-06,0,1.53951e-07,1.135366e-06,1.415164e-07,1.751532e-08,0,5.922907e-08,1.389749e-06,2.465509e-06,6.879245e-07,1.29114e-07,9.086775e-08,2.429223e-07,1.71903e-07,7.270916e-06,1.415248e-06,8.567846e-07,7.623139e-08,0,5.583586e-07,1.810333e-07,9.28168e-07,2.577305e-06,4.847827e-08,0,5.921612e-07,1.411207e-06,3.395042e-07,1.275543e-05,9.293433e-07,0,1.968445e-06,8.861486e-07,6.03758e-08,0,1.394938e-06,4.093803e-07,1.856854e-07,3.083202e-06,6.703156e-07,1.43519e-05,6.476493e-06,0,1.146512e-06,4.209084e-06,6.176525e-07,1.192673e-06,0,1.176686e-06,0,1.417073e-07,1.399988e-07,7.80639e-07,3.275614e-06,5.178219e-07,4.573697e-06,7.023102e-06,1.03496e-06
"Acidiphilium",2.315232e-07,4.810714e-07,1.921639e-07,0,0,0,0,3.380501e-07,1.116433e-06,4.487189e-07,4.609032e-07,0,9.013828e-08,1.757918e-07,2.549691e-06,3.31659e-07,2.9206e-07,2.176273e-07,3.114605e-07,1.395373e-06,1.021354e-07,0,7.646098e-08,0,9.540487e-08,0,0,0,2.366811e-07,6.664327e-07,2.78579e-07,6.740078e-07,0,6.245976e-07,1.023981e-07,1.06751e-06,0,1.274583e-07,0,5.358252e-08,2.778261e-07,0,0,7.483947e-08,0,0,0,0,0,3.230172e-07,4.356721e-07,0,0,0,0,2.523277e-07,0,0,0,0,0,0,0,7.827293e-07,6.36035e-08,0,0,0,0,0,1.50567e-06,0,3.644864e-07,0,0,0,0,2.014151e-07,6.921001e-08,0,0,5.64129e-07,1.90886e-07,0,0,6.09276e-07,0,1.142031e-07,0,0,4.630627e-07,0,0,1.556489e-07,3.350082e-07,0,0,0,1.060702e-07
"Acidipropionibacterium",0,0,8.681273e-07,1.229501e-07,1.211724e-07,3.523285e-07,0,1.253393e-07,0,2.839729e-07,1.421426e-06,4.015723e-07,1.167232e-06,9.527964e-07,4.621145e-06,1.437258e-05,7.553484e-06,1.45014e-05,5.390068e-06,4.52086e-06,2.183742e-05,1.576337e-05,1.424378e-05,8.58835e-07,6.575324e-06,2.205718e-05,2.184905e-07,1.236778e-05,5.464785e-07,7.877455e-08,4.041284e-07,2.399006e-07,1.865756e-07,1.716785e-07,0,0,0,2.487784e-07,6.703913e-07,6.795752e-08,0,0,0,1.214732e-06,1.165594e-07,4.926889e-08,2.556043e-07,2.071467e-07,9.783356e-07,7.726267e-07,1.068351e-07,0,8.372085e-08,4.10485e-07,2.339527e-07,0,1.596705e-07,2.113526e-07,1.928559e-07,0,0,9.642011e-07,1.214455e-06,1.127867e-07,7.335643e-07,3.979848e-07,0,4.936647e-07,4.572994e-07,0,0,9.690816e-07,2.775327e-07,2.471855e-07,1.868358e-07,0,3.479289e-07,1.49823e-07,0,1.291393e-06,2.479233e-07,9.476657e-07,2.646272e-06,0,0,1.225634e-06,9.262866e-07,1.695618e-07,2.097622e-05,1.708867e-06,0,4.428163e-07,4.372636e-07,4.253689e-07,1.965586e-07,1.438272e-06,5.562028e-07,2.563553e-05,7.759107e-07
"Acidisphaera",0,0,0,0,0,0,0,0,0,0,0,1.96546e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.154258e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085344e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286001e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidocella",0,0,0,0,0,0,0,0,2.452422e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837816e-07,4.013871e-08,7.728605e-07,0,0,0,0,0,0,0,0,0,0,0,2.275191e-07,0,3.189362e-07,0,0,0,0,0,0,0,0,0,0,3.913706e-07,0,0,0,9.591196e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.195926e-07,0,0,5.003e-07,0,0,0,0,0
"Acidomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.772888e-08,6.741037e-08,1.241053e-07,0,4.030286e-08,0,0,0,0,0,0,7.437703e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428977e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.660127e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.130372e-08,0,0,0,0,0,0
"Acidothermus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318078e-07,2.228891e-07,4.895099e-07,0,0,1.8628e-07,2.899329e-07,5.025404e-07,3.083104e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50886e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.350839e-07,0,0,0,0
"Acidovorax",4.044301e-06,3.460764e-08,1.558573e-06,2.613337e-05,1.098713e-07,1.439528e-06,2.719877e-07,8.757996e-06,1.95906e-06,1.644897e-05,2.508858e-06,1.397044e-06,5.805798e-07,1.098053e-06,6.13345e-07,3.286821e-05,0.0001090752,1.085875e-05,5.388046e-06,2.061235e-05,5.485784e-07,9.452161e-07,1.437925e-06,4.074936e-07,8.092339e-07,4.213119e-07,9.562141e-07,5.052941e-07,0.0001641108,1.187848e-05,1.639568e-05,4.780321e-05,1.363614e-06,3.264193e-06,8.904181e-07,9.490003e-06,4.748447e-06,8.95826e-07,2.053886e-05,5.515561e-08,0,0,1.293118e-06,4.730798e-07,1.999805e-07,6.925094e-07,5.689881e-07,2.505857e-06,5.445156e-05,9.098542e-07,6.919894e-06,2.643737e-07,4.918005e-06,2.428921e-05,1.964014e-05,6.132424e-07,1.589051e-06,1.540887e-06,3.600343e-06,6.87767e-07,4.204107e-06,1.142816e-05,7.833231e-06,2.413059e-06,2.733229e-06,3.816346e-06,2.140986e-07,8.067474e-07,1.486369e-06,1.153211e-06,0,1.782988e-05,1.121001e-05,6.462563e-06,1.373764e-06,1.84829e-07,6.37284e-06,7.507948e-07,3.834459e-06,2.583278e-06,1.119033e-07,4.800032e-05,2.484028e-05,0,2.226139e-05,0,3.970319e-06,1.393571e-05,3.135303e-06,1.703807e-05,3.204113e-06,6.319013e-06,2.207738e-05,2.788126e-06,4.168547e-06,2.187325e-06,1.84603e-07,4.99833e-07,0.0001854716
"Acinetobacter",0.001006666,5.499235e-05,0.000140736,0.001509998,1.796942e-05,1.971989e-05,2.80675e-05,2.389533e-05,5.670133e-05,0.000107587,1.102368e-05,0.0002682094,0.0001033955,0.0002779915,7.023964e-05,0.0003606409,0.0002040482,0.0002431078,0.0002169734,0.0003277504,0.0001026056,0.0001729154,0.0001400805,2.993765e-05,8.27396e-05,0.0001076738,0.000790479,5.050064e-05,5.160593e-05,0.0002661462,0.0001518012,0.0002143645,0.0001176003,0.0004182319,9.412349e-05,0.0003398697,0.004998867,0.0003351545,0.0003574106,2.000694e-05,0.0002492284,0.0004905094,0.0004360087,8.765215e-05,3.407234e-05,2.284538e-05,3.474175e-05,8.151702e-05,0.0005147155,2.891869e-05,6.938284e-05,9.859297e-06,0.0003827412,6.022239e-05,5.24469e-05,3.999379e-05,0.001409289,0.0002998161,0.0002475161,3.51504e-05,5.078695e-05,0.0004370988,0.0005782129,1.167818e-05,5.465685e-05,1.302189e-05,7.761783e-05,0.0002235472,0.0002893996,9.865332e-05,3.876792e-06,0.001700211,0.0008643514,0.0003252086,5.854474e-05,7.251611e-05,1.499912e-05,6.965901e-05,6.427365e-05,6.829721e-06,0.0002008857,3.123567e-05,1.842189e-05,5.7519e-05,0.007416159,0.0001219984,0.0003476011,0.001767185,0.001018912,0.001325174,0.0002079744,0.0001690274,0.0001217181,0.0001040593,4.693855e-05,1.139871e-05,0.000191781,0.000251502,4.875682e-05
"Acremonium",0,0,1.41297e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.551889e-08,0,0,0,5.713863e-08,0,0,0,0,0,0,0,0,0,2.220714e-07,7.419554e-08,0,1.633817e-07,0,0,0,0,0,0,0,0,0,0,5.518848e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123291e-07,0,0,1.044528e-06,0,5.762352e-08,0,0,0,0,0,0,0
"Actibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus",0,0,1.429791e-07,0,0,0,0,0,3.144131e-08,0,0,0,0,0,6.287132e-07,1.095478e-06,2.535998e-07,1.04113e-06,1.390449e-07,1.640621e-07,1.040397e-06,6.777625e-07,5.937816e-07,0,7.733806e-07,2.349876e-06,1.562116e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12325e-08,0,0,0,0,0,0,0,0,0,1.799334e-07,0,0,0,0,0,0,0,0,0,0,3.182404e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311474e-07,0,0,1.085466e-07,0,0,1.437392e-07,0,0,0,0
"Actinobacillus",9.824377e-06,7.965358e-07,1.321515e-06,4.758844e-06,1.372503e-07,0,4.335079e-07,1.290895e-06,1.987852e-06,1.252598e-06,1.242997e-06,1.17054e-05,3.372893e-06,2.107583e-06,2.823485e-05,7.649617e-05,1.90372e-06,8.236279e-07,9.239659e-07,6.80731e-06,1.948837e-06,2.1175e-06,3.340528e-06,5.215385e-06,1.570784e-05,2.078585e-06,0,9.462634e-08,2.872343e-07,1.06471e-06,5.411551e-07,1.836261e-07,4.243476e-08,5.8004e-07,0,1.794966e-07,3.008434e-06,4.43063e-07,0,4.551913e-07,1.284887e-07,1.460339e-06,7.677621e-06,4.238481e-07,1.205201e-07,4.201409e-07,0,6.287098e-08,6.878208e-06,5.949859e-05,1.421761e-06,2.741061e-07,5.063892e-07,2.115507e-07,4.391345e-08,1.939412e-06,1.512994e-06,1.593319e-07,4.045938e-07,5.779983e-07,0,1.33578e-07,0.000142012,3.341138e-05,3.859435e-07,1.63086e-07,1.036336e-06,4.300095e-07,2.056896e-07,5.310879e-06,8.60293e-08,3.717869e-07,3.276141e-06,0.0001396325,1.281764e-07,0,4.532157e-06,2.172763e-07,7.884118e-08,2.787207e-07,1.116858e-06,2.521142e-06,3.313844e-06,5.188731e-06,3.057366e-06,2.116889e-05,3.53346e-07,1.166769e-06,0,5.497394e-05,1.873231e-07,6.401581e-05,2.600624e-07,6.296476e-07,4.658144e-07,1.348108e-06,1.933861e-06,1.189102e-05,4.719954e-07
"Actinobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82957e-07,1.282732e-06,1.148379e-06,2.055839e-07,2.333512e-07,2.564519e-07,9.245003e-07,1.997276e-07,1.054591e-06,3.201148e-08,3.304131e-07,3.442089e-06,3.176161e-07,8.702244e-08,0,0,0,0,0,0,0,0,0,9.714806e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinokineospora",0,0,1.380487e-07,0,0,0,0,0,0,0,0,0,0,0,6.190974e-08,0,2.231589e-07,1.205024e-07,0,1.461944e-07,6.80903e-08,1.180209e-07,0,0,4.140836e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07528e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.134448e-07,0,0,0,0,0,0,0,0,0,0
"Actinomadura",0,0,0,0,0,0,0,0,0,5.405853e-07,7.681721e-07,0,0,4.282857e-07,5.742124e-07,1.070176e-06,0,2.944663e-07,4.293186e-07,6.159659e-07,7.600338e-07,9.218197e-08,1.811337e-07,0,7.056573e-08,3.999624e-07,0,0,1.972342e-07,4.159296e-07,8.918235e-07,7.565394e-07,0,0,0,1.056466e-07,0,5.31076e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.159963e-07,0,0,0,0,0,0,0,0,0,0,0,0,3.516089e-07,0,0,2.247212e-07,9.842439e-08,0,0,3.898848e-06,0,0,0,0,0,0,0,0,0,0,8.263563e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.614079e-07,0,3.426884e-07,0,8.839186e-08
"Actinomyces",1.170608e-05,7.581895e-06,1.480523e-06,6.63651e-06,5.093458e-07,1.864733e-06,0,2.290068e-05,2.015237e-05,7.365335e-06,3.63927e-06,4.297546e-06,5.147094e-06,4.298236e-06,6.510022e-05,8.945543e-05,4.723708e-05,0.0001048242,6.162712e-05,3.798433e-05,0.000201234,0.0001259337,0.0001404143,1.041322e-05,6.947436e-05,0.0002162473,1.717625e-05,1.482752e-05,3.19525e-06,1.181722e-05,3.07023e-06,6.343861e-06,9.313089e-07,4.385823e-06,3.880316e-07,2.862178e-05,8.85704e-07,3.678901e-06,3.322374e-07,0,1.778587e-06,1.790654e-05,5.031415e-06,4.946746e-06,1.08891e-07,1.089482e-07,2.850971e-07,9.490131e-07,4.472482e-06,9.148933e-06,6.801394e-06,1.358967e-06,3.04658e-06,1.510942e-06,8.378064e-07,4.985205e-06,2.407168e-06,2.527184e-06,1.351241e-06,2.992789e-07,2.593862e-06,1.267345e-05,3.466752e-06,9.251132e-06,2.979804e-06,4.581267e-06,2.240082e-06,2.47522e-06,2.427408e-06,5.221349e-06,2.140187e-05,8.254765e-07,3.568098e-06,1.127734e-06,1.881027e-06,0,1.887183e-05,5.273125e-06,1.599074e-06,5.032241e-06,8.800042e-07,1.145215e-05,9.116342e-06,0,3.748913e-06,5.694579e-06,2.208586e-06,1.960844e-06,5.074947e-07,1.729692e-06,2.885917e-06,2.568388e-06,1.772722e-06,6.074072e-06,8.532099e-06,1.530273e-05,7.209693e-06,2.881869e-05,1.373833e-05
"Actinomycetospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.530861e-07,0,0,0,0,0,0,1.566823e-07,0,0,0,0,0,0,0,1.096504e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82376e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoplanes",8.85828e-07,0,0,4.415536e-07,0,0,0,0,0,0,6.175017e-08,0,5.359433e-08,0,1.396695e-06,7.27261e-06,1.171195e-06,5.029239e-06,1.632692e-06,1.741939e-06,1.42308e-05,1.104568e-05,1.187454e-05,8.865497e-07,8.121902e-06,7.180524e-06,9.7321e-08,1.185387e-07,8.039439e-08,8.476826e-08,0,1.370542e-07,0,0,0,0,0,0,0,0,0,0,0,6.11309e-07,0,0,0,1.750192e-07,0,0,4.305276e-08,0,0,0,0,0,0,1.018087e-06,0,0,2.352976e-07,0,0,0,1.282329e-07,1.536389e-07,1.941716e-08,0,0,9.555872e-07,1.225026e-07,0,3.069148e-08,0,9.309225e-07,0,0,7.560628e-08,0,4.842145e-07,0,0,0,0,0,0,0,0,0,0,0,2.131281e-08,2.799975e-07,5.763019e-07,4.284147e-07,6.840153e-07,5.000317e-08,6.72825e-08,5.932916e-07
"Actinopolyspora",0,0,1.415102e-06,1.163357e-07,1.054984e-07,0,0,0,0,0,2.775751e-07,1.185919e-07,2.43656e-07,8.770355e-08,1.651967e-07,5.432345e-07,8.811164e-07,1.47548e-06,6.053531e-07,1.837897e-06,1.173255e-06,6.291403e-07,1.761023e-06,3.759079e-07,8.725126e-07,2.431452e-07,0,0,0,0,0,2.663009e-07,5.906459e-08,0,0,0,0,6.682073e-08,0,7.360237e-08,0,0,0,6.222551e-07,0,2.737295e-07,4.037538e-07,1.039818e-06,0,0,2.906246e-07,3.024956e-07,4.870036e-08,1.987328e-07,2.286954e-07,0,4.058292e-07,1.470495e-07,1.288861e-07,0,3.441227e-07,2.817446e-07,0,0,0,0,1.737535e-07,1.15177e-07,0,0,0,1.48044e-07,2.441616e-07,4.478093e-07,4.068279e-07,0,0,1.951697e-07,2.084619e-07,0,0,0,0,0,1.175033e-06,2.341323e-07,9.09857e-07,0,5.164623e-07,1.30709e-06,0,0,0,0,2.793048e-07,0,3.60978e-08,1.340224e-07,4.117633e-08
"Actinosynnema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008695e-07,0,5.805224e-08,4.736322e-08,0,6.560525e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
