"","CBJMI00700","CBJMI01400","CBJMI02800","CBJMI04200","CBJMI04201","CBJMI04202","CBJMI04203","CHCFI00700","CHCFI01400","CHCFI02800","CHCFI04200","CHCFI05601","CHCFI05602","CHCFI05603","DGYFI06201","DGYFI06202","DGYFI06203","DGYMI06201","DGYMI06202","DGYMI06203","DHCFI07801","DHCFI07802","DHCFI07803","DHCMI07801","DHCMI07802","DHCMI07803","DHKFI23501","DHKFI23502","DHKFI23503","DSLFI04101","DSLFI04102","DSLFI04103","DSLMI04101","DSLMI04102","DSLMI04103","DSTFI04001","DSTFI04002","DSTFI04003","DSTMI04001","DSTMI04002","DSTMI04003","HBJMI00700","HBJMI01400","HBJMI02800","HBJMI04200","HBJMI04201","HBJMI04202","HBJMI04203","HHCFI00700","HHCFI01400","HHCFI02800","HHCFI04200","HHCFI05601","HHCFI05602","HHCFI05603","LBJMI00700","LBJMI01400","LBJMI02800","LBJMI04200","LBJMI04201","LBJMI04202","LBJMI04203","LHCFI00700","LHCFI01400","LHCFI02800","LHCFI04200","LHCFI05601","LHCFI05602","LHCFI05603","MBJMI00700","MBJMI01400","MBJMI02800","MBJMI04200","MBJMI04201","MBJMI04202","MBJMI04203","MHCFI00700","MHCFI01400","MHCFI02800","MHCFI04200","MHCFI05601","MHCFI05602","MHCFI05603","NBJMI00100","NBJMI00700","NBJMI01400","NBJMI02800","NBJMI04200","NBJMI04201","NBJMI04202","NBJMI04203","NHCFI00100","NHCFI00700","NHCFI01400","NHCFI02800","NHCFI04200","NHCFI05601","NHCFI05602","NHCFI05603"
"Kineosphaera",0,0,1.139063e-07,0,0,0,0,7.196321e-07,0,0,0,5.654814e-08,0,0,1.614113e-06,2.551455e-06,3.041618e-06,2.231131e-06,9.1189e-07,5.236941e-07,9.435864e-06,2.477988e-06,4.769252e-06,1.622553e-07,3.329135e-06,8.383845e-06,0,4.059563e-07,0,0,0,0,0,0,0,1.164599e-07,0,0,0,0,0,0,0,0,0,4.266301e-08,0,0,6.152701e-07,0,2.631075e-08,0,0,0,0,0,0,1.375239e-07,1.185697e-07,0,1.050756e-07,3.383245e-07,2.834629e-08,0,4.785842e-07,1.032655e-07,0,0,0,0,0,2.273275e-07,0,0,0,0,3.734057e-07,1.875374e-07,0,2.426048e-07,0,0,0,0,0,0,3.791108e-07,0,4.307186e-07,2.628785e-07,0,3.549433e-08,1.28267e-07,1.485199e-07,3.648075e-07,1.723838e-07,1.794807e-08,7.245084e-08,1.197299e-07
"Kitasatospora",0.0004212459,0.0005821813,0.01069242,0.007540813,0.002504664,0.01062585,0.001393367,0.0005579865,0.001009937,0.001527912,0.006893908,0.01609901,0.003699123,0.00548399,9.644689e-06,1.685264e-05,1.306486e-05,1.28004e-05,9.608168e-06,2.196198e-05,2.573146e-05,1.510872e-05,1.436528e-05,4.161457e-06,8.44011e-06,2.752781e-05,1.752405e-05,1.66981e-05,2.704295e-05,1.953004e-05,3.491383e-05,1.262251e-05,9.462782e-06,2.247216e-05,3.728714e-05,1.387859e-05,2.516105e-05,3.997716e-06,4.169622e-06,9.420013e-06,3.182053e-05,0.00019418,2.332164e-05,2.457439e-05,1.544528e-05,3.23728e-05,1.480045e-05,4.540655e-05,0.001569537,0.0005551326,0.0007474994,7.986158e-05,0.000167251,8.901254e-05,9.262102e-05,3.206536e-05,2.529231e-05,4.28325e-05,6.630747e-05,1.630411e-05,1.997794e-05,4.433763e-05,0.0002500391,0.000430487,0.0004351262,0.0007851568,0.0002341847,0.0001958771,0.0002183472,2.161535e-05,6.240428e-05,3.823093e-05,2.077199e-05,1.452639e-05,5.405072e-06,3.495926e-06,0.0004279795,0.0007816394,0.00135771,0.0003857409,7.319329e-05,4.554934e-05,7.775802e-05,3.936184e-05,0.0001278596,0.0001074979,0.0009144395,0.001103496,0.0002714498,0.0001620577,0.0002690963,0.0007448405,0.002418726,0.0006334747,0.000494243,0.000214543,6.131847e-05,0.0001789925,0.000466615
"Klebsiella",0.03075767,3.043745e-05,7.077969e-05,0.01727395,7.78036e-06,3.015248e-05,8.406823e-05,0.0001818081,6.057434e-05,9.806152e-05,7.294038e-05,0.0006657004,4.653347e-05,1.117532e-05,2.942989e-05,5.835751e-05,6.330634e-05,0.0001528298,0.0001460692,0.0003574993,5.89133e-05,0.0001353693,8.576976e-05,0.0001368829,0.003410875,8.152984e-05,2.797546e-06,2.325909e-06,3.195748e-06,1.816602e-06,1.628916e-06,3.613622e-06,0.0002877342,7.593305e-05,1.485024e-06,3.160727e-06,0.0001965284,2.51094e-06,7.0994e-07,6.799201e-06,2.018922e-06,0.0005945209,0.0005761641,8.064768e-05,1.881168e-05,4.83158e-06,1.139289e-05,9.121223e-06,0.000772742,6.366641e-05,5.880606e-05,5.272144e-05,5.847135e-06,9.053632e-07,6.194939e-07,0.004815014,4.970727e-05,2.613733e-05,7.010203e-05,1.202572e-05,0.0001424453,0.0003112175,0.002175946,1.860994e-05,2.315782e-05,1.434009e-05,4.705666e-06,5.224901e-06,2.769729e-06,0.002107621,2.123337e-06,2.45133e-05,6.340004e-05,0.001297449,4.313792e-05,0.003702617,7.560472e-05,1.865714e-05,2.467802e-05,0.0004256743,3.443387e-06,1.086305e-05,1.303903e-05,0.0007231799,0.0005232711,0.0002997877,0.0001712543,3.999793e-05,0.00210543,0.001724465,5.330199e-05,0.001207385,4.922198e-05,4.122111e-05,1.821623e-05,0.000132113,1.030137e-05,0.0004722103,3.979724e-05
"Kluyvera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.844194e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003767e-06,0,0,0,0,0,0,0,0,0,0
"Kluyveromyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.649972e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.638441e-08,0,1.119523e-07,0,0,0,0,0,0,7.648697e-08,0,0,0,0,0,1.935885e-07,0,9.877497e-08,0,0,0,0,0,0,0,0,0,0
"Knoellia",7.836171e-07,0,0,8.483555e-07,0,0,0,2.450523e-07,0,7.796903e-08,0,4.11529e-08,8.667142e-08,0,8.287234e-06,8.503523e-06,2.332869e-06,9.43831e-06,2.722294e-06,1.357813e-06,3.063054e-05,2.376277e-05,1.991793e-05,6.39517e-07,2.264675e-05,5.02972e-05,6.629339e-08,1.143389e-06,0,5.998985e-08,0,0,0,1.5319e-07,0,5.741661e-08,0,0,1.389833e-07,4.07162e-08,0,0,0,7.995669e-08,0,0,0,0,5.111158e-07,6.150971e-07,9.699028e-08,0,0,0,0,3.292738e-07,0,1.172228e-07,1.353325e-07,0,1.176488e-07,7.846936e-07,9.310064e-08,2.35469e-07,1.511464e-07,3.656462e-07,2.367148e-08,0,1.431488e-07,0,2.04485e-07,9.903634e-08,0,2.9232e-07,5.026208e-08,0,6.367157e-07,2.113445e-07,0,1.248184e-07,2.0196e-08,0,0,0,0,0,1.733078e-07,0,4.422958e-07,4.021817e-07,0,2.981366e-07,1.497941e-07,1.662915e-07,2.675723e-07,4.398432e-07,0,1.893026e-06,3.724376e-08
"Kocuria",8.926604e-07,1.879125e-06,4.649494e-06,2.054152e-05,3.653371e-06,1.96979e-05,2.329942e-06,3.349991e-05,6.813801e-06,1.305952e-05,1.167833e-05,3.127104e-05,2.826975e-05,5.68741e-06,2.44243e-05,6.493583e-05,1.595065e-05,8.652904e-05,6.515125e-05,3.551645e-05,0.0001129467,9.415392e-05,8.713802e-05,3.7665e-05,9.856832e-05,0.0001499125,2.909315e-05,0.0001599072,0.0001157255,8.692481e-07,9.563952e-07,4.558942e-06,7.015193e-06,4.517843e-06,4.084903e-07,2.510237e-06,6.643119e-06,1.036509e-05,6.456736e-06,5.693555e-07,1.026356e-06,5.436685e-07,1.660659e-06,2.043504e-06,1.064362e-05,3.199447e-06,1.438054e-05,2.334494e-05,2.898074e-05,1.288704e-05,1.38628e-05,3.621692e-06,1.503906e-05,8.473947e-07,7.975478e-07,3.172449e-07,1.06341e-06,5.596163e-06,4.390369e-05,3.233067e-06,8.41865e-05,0.0002771795,2.916403e-05,1.774039e-05,0.0002045055,8.277881e-05,5.717355e-06,3.78315e-06,8.45914e-06,1.442637e-06,2.840937e-06,4.197914e-06,3.771347e-05,7.940816e-06,8.159109e-05,2.306684e-07,4.57195e-05,1.952285e-05,7.900212e-06,2.37078e-05,1.24594e-06,1.546717e-06,1.43496e-06,0,1.951914e-06,1.321509e-06,1.07016e-05,2.47032e-05,8.463293e-06,1.195526e-05,2.412942e-05,4.774078e-05,1.268834e-05,0.0001724362,2.022389e-05,4.753186e-05,3.973337e-06,5.088929e-05,3.455893e-05
"Komagataeibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.217464e-07,0
"Kosakonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.759376e-08,0,0,0,0,0,0,0,0,0,0,0,5.573264e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210938e-07,3.905862e-08,0,0,7.008539e-08,0,0,0,0
"Kribbella",0,0,0,0,0,4.997106e-08,0,0,0,0,0,0,0,0,9.343944e-07,2.485313e-06,4.059534e-07,2.071619e-06,1.033454e-06,9.871248e-08,2.748898e-06,4.416419e-07,1.101927e-06,0,1.064786e-07,5.376627e-07,0,3.045785e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20618e-08,5.306941e-08,0,0,0,0,0,0,0,0,0,0,3.31092e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024518e-08,0,0,0,0,0,0,0,0,1.838584e-07,0,0,2.828791e-08,0,0,3.253467e-07,0,0,0,0
"Kuraishia",0,0,0,0,5.890325e-07,0,0,0,1.97776e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.698213e-07,0,0,6.419988e-08,0,0,0,0,0,0,0,3.472763e-07,0,2.220146e-07,1.331471e-06,0,0,0,0,0,0,0,0,0,0,3.700028e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586154e-06,0,1.30709e-06,2.541451e-06,0,0,0,0,0,0,0,0
"Kurthia",0,1.161719e-07,2.388958e-07,9.853175e-07,4.098399e-07,1.389751e-06,1.526541e-07,2.721045e-06,7.504728e-07,8.905085e-07,1.853573e-05,0.0001031808,5.092953e-08,5.660163e-08,4.377656e-07,2.059187e-07,4.925548e-06,1.623768e-06,4.421269e-06,2.940374e-07,4.793557e-08,1.639869e-07,3.077723e-07,9.66988e-07,5.270769e-07,7.253011e-07,2.703091e-06,2.695117e-07,1.211087e-07,5.953191e-08,0,0,3.299092e-07,2.48373e-07,7.950166e-08,0,1.199433e-07,1.500936e-07,9.383088e-08,0,1.044816e-07,0,3.407946e-07,1.556414e-07,0,6.059895e-07,8.520142e-08,2.650889e-07,2.230043e-06,1.6289e-06,8.901368e-07,2.337674e-07,2.201743e-07,0,1.534471e-07,6.947349e-08,1.609901e-07,5.683866e-07,5.339611e-07,0,8.771959e-07,1.586597e-06,5.49328e-06,2.904258e-08,2.438703e-07,1.430826e-06,0,7.770347e-08,5.177564e-07,0,2.225013e-06,5.272431e-07,9.298206e-07,8.697124e-08,4.291728e-07,0,5.740063e-06,8.851575e-07,5.929448e-07,0,3.50129e-07,1.194485e-07,2.452647e-07,0,0,1.180976e-07,0,0,4.220385e-07,2.387231e-06,2.417532e-06,4.680886e-06,4.589343e-07,9.535025e-05,1.844759e-08,2.365096e-05,4.702902e-07,7.623789e-07,0.0002043288
"Kutzneria",1.023821e-07,0,3.050766e-07,0,0,2.449032e-07,2.692541e-07,0,3.425171e-08,0,0,1.273222e-07,0,0,1.427439e-07,7.182436e-07,2.05847e-07,4.737925e-07,1.204401e-07,3.980449e-07,8.644716e-07,2.596459e-07,1.09748e-06,0,2.76086e-07,3.325462e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995393e-07,0,0,0,0,0,7.519023e-08,0,0,2.239128e-07,0,0,0,0,6.185122e-08,0,1.121869e-07,0,0,0,0,0,6.33085e-08,0,0,0,0,0,1.449109e-07,6.000045e-08,0,5.625926e-08,0,0,0,5.745737e-08,0,6.782807e-08,0,0,0,0,0,1.033938e-07,0,0,0,0,0,0,0,2.991144e-07,0,0,0,0
"Kytococcus",5.384695e-07,1.569704e-07,0,3.319797e-07,0,9.373881e-08,0,9.62907e-08,2.488966e-07,1.11311e-07,0,2.543223e-07,1.627483e-07,1.429556e-07,1.103161e-05,2.792525e-05,2.94421e-06,2.531754e-05,1.29397e-05,3.674989e-06,6.993224e-05,5.364427e-05,3.340797e-05,2.353984e-06,2.677213e-05,9.129853e-05,1.747685e-07,1.482533e-06,3.250557e-07,0,0,2.878765e-08,5.98737e-08,1.818695e-07,0,1.08541e-07,1.256658e-07,1.422525e-07,0,0,0,0,0,8.206082e-08,0,0,0,4.168913e-08,9.043903e-07,1.121607e-07,3.053117e-07,0,4.435212e-08,0,0,4.32068e-07,0,5.282572e-08,2.998069e-08,0,1.678647e-07,0,2.872685e-07,5.25719e-07,6.913183e-07,3.335101e-07,0,0,2.539421e-07,0,0,2.32655e-07,9.186276e-08,2.962282e-07,0,0,5.818798e-07,5.521248e-08,1.270035e-07,3.110995e-07,0,3.537484e-08,3.631774e-08,0,0,0,1.254987e-07,0,2.709913e-07,0,0,4.238883e-07,5.846379e-07,2.978786e-07,9.764195e-08,1.492046e-07,0,4.022848e-07,7.747926e-07
"Labrenzia",0,0,0,0,1.413678e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342183e-07,2.54556e-08,1.482505e-07,1.295142e-07,0,1.116934e-07,0,0,0,0,0,0,0,0,0,0,9.176606e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.01568e-08,0,0,1.320668e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum",1.09115e-05,2.218931e-06,5.70145e-07,6.86647e-06,0,7.551182e-07,5.986768e-07,1.21646e-05,5.396044e-06,3.323299e-06,7.092455e-07,1.144999e-06,1.352865e-06,1.119109e-06,1.595958e-05,2.511487e-06,6.40793e-06,2.20921e-07,1.446085e-06,2.305647e-06,0,0,9.824612e-08,5.204101e-08,9.379544e-07,3.253338e-07,2.090077e-07,2.639681e-06,1.904721e-06,3.21389e-05,5.713219e-05,0.0001006481,1.821184e-05,3.751208e-05,1.882881e-05,6.47528e-06,1.329333e-05,6.732766e-07,4.826208e-06,0.0001079471,5.541248e-05,0,1.549369e-06,5.902886e-07,0,0,0,6.615252e-07,2.142132e-06,5.924511e-06,2.520833e-06,3.063468e-07,1.547625e-07,8.88321e-08,2.69195e-07,1.805036e-06,3.706661e-07,8.255901e-07,1.700822e-07,0,7.8882e-08,4.671262e-07,5.392542e-06,4.790206e-06,2.82264e-07,0,3.902386e-07,6.66661e-07,2.928816e-07,1.828982e-06,6.461931e-06,6.648273e-08,4.342362e-07,4.872e-08,5.674287e-08,1.002909e-05,2.836042e-06,1.644485e-07,8.262418e-08,1.645375e-06,3.10503e-07,4.054348e-06,3.693514e-06,7.422768e-06,0,6.356945e-07,5.141475e-07,6.30405e-07,2.801015e-06,4.057283e-06,4.905325e-07,2.362075e-06,3.09766e-07,5.140301e-07,1.720816e-06,8.71658e-08,9.59552e-07,1.088735e-06,5.398936e-07
"Lachnobacterium",0,0,0,0,0,0,0,2.624062e-07,0,0,0,0,0,0,0,0,1.774831e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.686839e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68415e-07,1.72904e-07,0,0,0,0,0,0,0,0,0,6.713391e-08,0,0,0,0,0,0
"Lachnoclostridium",0.0001228592,4.350766e-05,1.626477e-06,6.913957e-05,4.872502e-07,9.712631e-07,4.618056e-07,0.0001016225,6.829812e-05,6.404591e-05,1.936068e-05,9.615283e-06,2.56636e-05,2.90762e-05,0.0001140095,3.381612e-05,9.420561e-05,8.594226e-07,2.324932e-05,5.163118e-05,3.424791e-07,1.344435e-06,2.505211e-06,8.437982e-07,1.067365e-05,8.345118e-07,2.379074e-06,1.209623e-06,7.824738e-06,6.262873e-05,2.90789e-05,2.79138e-05,5.225629e-06,6.219058e-05,1.197106e-06,9.224515e-05,8.86665e-07,1.548852e-05,9.659052e-07,3.675603e-07,8.909834e-06,4.624774e-05,1.430165e-05,5.472749e-06,1.002654e-06,4.54336e-07,6.791238e-07,3.763957e-06,2.942998e-05,5.575634e-05,3.745915e-05,4.149534e-06,1.280736e-06,2.537477e-06,3.26699e-06,9.25738e-05,1.315578e-05,6.764663e-06,3.158632e-06,7.051841e-07,1.756901e-06,4.721328e-06,2.083756e-05,6.159738e-05,4.795863e-06,2.12633e-06,8.807442e-06,1.002704e-05,3.987918e-06,8.756215e-05,7.44908e-05,2.111394e-06,1.269951e-05,1.778544e-06,5.749044e-07,1.236369e-07,0.0001567903,7.060138e-06,2.51462e-06,1.646343e-05,3.963619e-06,7.254798e-05,6.890367e-05,4.290637e-05,4.218473e-05,4.318994e-05,5.739078e-06,1.033735e-05,3.873683e-07,1.485268e-05,2.946201e-06,8.928779e-06,4.205286e-06,1.802599e-05,5.869887e-05,3.318216e-06,3.637495e-05,2.147479e-06,1.914861e-05
"Lachnospira",5.397098e-07,1.698617e-07,0,1.217287e-07,0,0,0,0,0,0,0,0,0,0,5.132228e-07,6.675907e-08,1.245592e-06,0,2.358708e-07,1.262225e-07,0,0,2.66229e-08,0,0,0,1.397548e-07,0,3.593979e-07,6.181043e-07,0,0,7.430438e-07,6.947357e-07,0,3.214358e-07,0,0,0,0,0,0,0,1.310595e-06,0,0,0,1.0645e-07,0,0,3.553922e-07,0,0,3.20209e-08,7.43521e-08,1.72355e-07,0,2.897449e-07,0,0,0,0,0,0,0,0,0,0,4.341399e-08,2.081753e-06,0,0,2.099232e-07,5.766312e-08,0,0,0,0,0,0,0,1.679101e-07,2.756337e-07,0,0,0,1.988778e-07,1.469708e-07,0,8.505685e-07,0,0,0,0,0,0,7.041543e-08,0,0
"Lacinutrix",4.656924e-07,3.013831e-07,0,1.155379e-06,0,0,0,6.41021e-08,7.006921e-08,5.791985e-08,0,3.856045e-08,3.219224e-08,1.101306e-07,4.669763e-08,0,2.167829e-07,0,0,2.639854e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.689916e-08,0,4.52771e-08,0,0,0,0,0,0,0,5.345676e-08,0,0,0,0,2.208173e-07,0,4.54902e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.815455e-08,0,0,5.023658e-07,0,0,0,0,0,0,9.093744e-08,0,0,0,0,1.328073e-07,2.272453e-07,0,0,3.063788e-07,0,0,0,0,0,0,0,0,9.571662e-08,0,7.343323e-08,0,0
"Lacticigenium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99337e-08,5.721695e-08,0,0,0,0,0,0,0,8.106561e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus",0.01129014,0.2022949,0.3455556,0.1527538,0.3722973,0.3364534,0.3670873,0.2547841,0.08975217,0.237505,0.2510266,0.2802461,0.2864933,0.1870232,0.02272738,0.01153416,0.1570147,0.07150213,0.1445815,0.01047127,0.1201166,0.1566649,0.2449307,0.5137288,0.145969,0.01158347,0.7159806,0.5641775,0.4836909,0.146687,0.2383159,0.354611,0.528255,0.1918219,0.3351565,0.03534183,0.3418799,0.4001472,0.36683,0.3164696,0.3532114,0.04901592,0.3592524,0.4301458,0.3703744,0.3710986,0.2010204,0.480558,0.195554,0.0600282,0.4019682,0.3565691,0.5179648,0.5753856,0.5556443,0.009148075,0.5156025,0.2776424,0.2356272,0.3624567,0.279843,0.2458125,0.2264997,0.1137832,0.6541296,0.3240753,0.2975063,0.5084594,0.6030184,0.02546722,0.006582784,0.4279678,0.4749074,0.1665047,0.5552595,0.04424161,0.0873988,0.589766,0.6584074,0.2179208,0.5421768,0.05063891,0.09868587,0.01930902,0.1374471,0.1776718,0.3577125,0.2851159,0.2827261,0.1435992,0.3343903,0.01352823,0.2596868,0.4979621,0.3185428,0.3040968,0.4286729,0.2607471,0.29365
"Lactococcus",1.658789e-05,2.905833e-05,0.0001313942,4.25029e-05,5.344808e-05,0.0001248266,5.939418e-05,4.864711e-05,2.376357e-05,4.320838e-05,1.79682e-05,2.597209e-05,1.233669e-05,1.976915e-05,2.757582e-06,2.782957e-06,4.738233e-05,5.607552e-05,2.825791e-05,3.318976e-06,2.813044e-05,0.0001024925,3.366651e-05,7.247095e-05,0.00041915,3.534097e-06,1.869545e-05,9.59873e-05,0.0001341583,1.232262e-05,1.495065e-05,1.34459e-05,0.0002786638,7.030806e-05,3.42793e-06,2.82469e-05,9.873363e-05,3.333098e-05,0.0005784912,3.181666e-05,1.003513e-05,5.372755e-05,2.38175e-05,0.0003883261,0.0001056654,0.0001475716,0.0004836253,0.000237553,9.804062e-06,1.069095e-05,9.19492e-05,2.516267e-05,7.366461e-06,3.377625e-05,2.123743e-05,5.505252e-06,0.0001447154,0.0004828478,0.0002892369,0.00012834,0.0006175012,0.0006083189,2.513676e-06,6.807184e-05,4.298898e-05,2.046516e-05,2.887867e-05,5.60039e-05,3.067788e-05,1.94183e-05,1.102769e-06,0.0002964574,0.0003353277,0.000435565,0.001469299,1.88903e-05,5.706634e-06,8.357338e-05,9.192302e-06,1.56037e-05,3.633055e-05,1.421147e-05,2.041537e-05,0,5.833635e-05,2.057125e-05,0.0001436711,0.0002075431,0.0001902767,0.0002958249,0.000261338,0.0001224381,8.643452e-05,0.0001324969,2.153548e-05,4.628314e-05,1.670831e-05,0.0002838187,0.0001161538
"Lawsonia",0,0,0,0,0,0,0,0,0,7.17003e-08,5.964069e-08,1.403271e-07,8.29258e-07,5.591899e-07,3.582464e-06,3.815248e-06,4.345682e-07,0,1.06289e-07,8.271976e-07,0,0,0,0,9.847111e-08,0,0,0,0,2.746014e-08,0,4.439785e-08,0,1.051833e-07,0,1.173851e-07,0,0,0,0,0,0,0,0,0,0,0,1.179648e-07,0,0,0,1.405514e-07,2.806462e-08,3.791412e-08,0,9.765005e-08,0,8.69493e-08,2.976654e-07,0,0,0,0,0,0,0,1.598526e-07,7.514284e-08,0,0,0,0,4.144326e-07,1.303222e-07,0,0,0,0,0,1.41188e-07,0,1.824977e-06,1.727511e-07,0,0,0,1.690153e-07,3.977663e-07,0,1.867272e-07,3.445407e-07,0,0,0,0,0,5.711474e-08,0,0
"Leadbetterella",0,0,0,2.964683e-07,0,0,0,0,0,0,0,0,0,0,4.346854e-07,4.41036e-07,0,0,6.902937e-08,1.228655e-07,0,0,0,0,0,0,1.479024e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31832e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141903e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.296807e-07,0,0,0,0,0,0,0,0,0,0,0,7.61876e-06,0,0,4.604964e-07,0,0,0,0,0,0,0,0,0,0,0
"Lechevalieria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.636644e-08,4.805444e-07,4.30491e-08,1.164019e-07,3.681566e-08,0,2.549764e-08,0,5.138507e-08,0,1.014945e-07,2.378116e-07,0,0,0,0,0,0,0,1.070683e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639986e-07,0,0,0,0,0,0
"Leclercia",2.052632e-06,0,8.436784e-07,1.672063e-06,4.143417e-07,1.421177e-06,1.049118e-06,9.955139e-07,0,2.916263e-07,1.930081e-07,2.775233e-06,4.127849e-08,1.877425e-07,5.306549e-08,6.580536e-08,1.867335e-07,0,9.873151e-08,5.371795e-08,0,2.98641e-07,1.003721e-07,6.871751e-07,0,0,3.117226e-08,0,0,0,0,3.335712e-08,4.154209e-07,8.561388e-06,0,0,0,8.851267e-08,0,0,0,2.623516e-06,6.904963e-06,2.296342e-07,1.212695e-06,7.734581e-07,1.215985e-06,1.950339e-07,6.265221e-07,0,1.952346e-07,1.534398e-07,5.174414e-08,0,1.39532e-07,1.467022e-07,3.067685e-07,3.058221e-07,1.475921e-06,4.580993e-07,2.032611e-06,2.422744e-05,3.440335e-06,2.028513e-07,5.614956e-07,2.603907e-07,9.434032e-08,3.864832e-08,8.730505e-08,1.390407e-06,0,8.508012e-07,9.763519e-07,1.232653e-05,3.435438e-07,4.733904e-06,7.445493e-07,3.116651e-07,3.929343e-08,2.180372e-07,5.362841e-07,5.533636e-08,5.507029e-06,2.323649e-05,3.661256e-06,3.153899e-07,3.054951e-06,1.638071e-06,8.360119e-06,1.608961e-05,5.143893e-06,5.166739e-06,2.226405e-06,7.369116e-07,1.925334e-07,2.675616e-07,0,4.74316e-07,2.586282e-07
"Legionella",0,0,0,0,0,0,2.652553e-07,0,0,0,8.870347e-08,0,0,0,0,4.238996e-08,1.752287e-08,0,0,9.030572e-08,0,0,0,0,0,0,0,0,0,0,1.544729e-08,5.323408e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.236049e-08,0,0,3.80161e-08,0,2.076927e-07,0,0,0,0,0,0,0,0,0,8.548857e-08,0,8.599026e-08,7.937451e-08,0,0,0,0,0,0,0,2.01981e-07,0,9.023975e-08,0,3.978046e-08,0,0,0,0,0,5.765193e-07,3.603429e-07,0,0,0,0,0,0,0,0,0,1.483928e-08,0,7.128376e-08
